Time, v, b, c, g, gy, y, o, r, cl, nir,  Value, Average Value, Delta, Average Delta
180.000000, 5.187988, 18.615723, 8.544922, 19.073486, 23.193359, 20.446777, 13.122559, 5.950928, 41.503906, 1.525879, 0.453488, 0.453488, 0.000000, 0.000000
348.000000, 4.730225, 17.700195, 8.087158, 18.005371, 22.125244, 19.226074, 12.359619, 5.645752, 37.994385, 1.525879, 0.456790, 0.455139, -0.003302, -0.001651
519.000000, 4.882813, 17.700195, 8.087158, 18.157959, 23.651123, 21.057129, 13.275146, 6.256104, 40.893555, 1.525879, 0.471264, 0.460514, -0.014474, -0.005925
689.000000, 4.882813, 18.157959, 8.239746, 18.615723, 22.735596, 19.836426, 12.817383, 5.798340, 39.520264, 1.525879, 0.452381, 0.458481, 0.018883, 0.000277
857.000000, 4.730225, 17.395020, 7.934570, 17.700195, 21.667480, 19.226074, 12.207031, 5.645752, 38.146973, 1.525879, 0.462500, 0.459285, -0.010119, -0.001802
1028.000000, 5.035400, 18.463135, 8.392334, 18.920898, 22.583008, 19.683838, 12.817383, 5.798340, 40.435791, 1.525879, 0.452381, 0.458134, 0.010119, 0.000185
1197.000000, 4.730225, 18.157959, 8.239746, 18.310547, 21.667480, 19.226074, 12.054443, 5.645752, 37.841797, 1.525879, 0.468354, 0.459594, -0.015973, -0.002124
1370.000000, 4.882813, 18.005371, 8.239746, 18.463135, 22.735596, 19.836426, 12.817383, 5.798340, 40.435791, 1.525879, 0.452381, 0.458693, 0.015973, 0.000138
1540.000000, 4.882813, 18.463135, 8.392334, 18.615723, 21.972656, 19.378662, 12.359619, 5.645752, 38.299561, 1.525879, 0.456790, 0.458481, -0.004409, -0.000367
1711.000000, 4.882813, 18.310547, 8.239746, 18.615723, 22.430420, 19.683838, 12.664795, 5.798340, 39.520264, 1.525879, 0.457831, 0.458416, -0.001041, -0.000434
1883.000000, 4.882813, 18.310547, 8.392334, 18.615723, 22.277832, 19.836426, 12.664795, 5.798340, 39.520264, 1.525879, 0.457831, 0.458363, 0.000000, -0.000395
2055.000000, 6.103516, 22.888184, 10.070801, 21.057129, 31.585693, 31.280518, 21.820068, 9.918213, 40.130615, 1.831055, 0.454545, 0.458045, 0.003286, -0.000088
2227.000000, 5.340576, 19.989014, 8.087158, 15.869141, 10.223389, 14.953613, 10.528564, 5.798340, 17.242432, 0.610352, 0.550725, 0.465174, -0.096179, -0.007480
2399.000000, 5.187988, 21.209717, 8.087158, 14.953613, 10.223389, 12.359619, 8.850098, 4.577637, 19.989014, 0.915527, 0.517241, 0.468893, 0.033483, -0.004554
2570.000000, 6.103516, 21.820068, 8.392334, 16.479492, 10.223389, 10.833740, 7.629395, 3.814697, 24.871826, 0.915527, 0.500000, 0.470967, 0.017241, -0.003101
2740.000000, 3.356934, 12.207031, 4.577637, 8.087158, 7.476807, 10.375977, 8.239746, 4.119873, 19.226074, 0.610352, 0.500000, 0.472782, 0.000000, -0.002907
2908.000000, 1.831055, 8.697510, 3.662109, 2.899170, 4.882813, 5.950928, 4.425049, 2.899170, 11.901855, 0.305176, 0.655172, 0.483510, -0.155172, -0.011864
3075.000000, 1.525879, 8.239746, 2.593994, 1.983643, 2.288818, 3.204346, 2.746582, 2.288818, 5.950928, 0.305176, 0.833333, 0.502945, -0.178161, -0.021102
3240.000000, 1.220703, 6.713867, 2.288818, 1.525879, 3.356934, 5.645752, 5.187988, 4.119873, 6.561279, 0.305176, 0.794118, 0.518270, 0.039216, -0.017928
