Time, v, b, c, g, gy, y, o, r, cl, nir, Value, Average Value, Delta, Average Delta
6099.000000, 1.983643, 10.681152, 10.070801, 28.533936, 16.326904, 9.002686, 7.171631, 7.019043, 18.463135, 0.915527, 0.978723, 0.739089, -0.069632, -0.015751, 0.000000
6281.000000, 1.678467, 8.697510, 9.613037, 26.245117, 17.242432, 9.460449, 7.934570, 7.476807, 17.547607, 1.220703, 0.942308, 0.744895, 0.036416, -0.014261, 0.000000
6460.000000, 1.525879, 7.781982, 7.476807, 22.888184, 15.411377, 7.629395, 6.866455, 6.103516, 12.512207, 0.915527, 0.888889, 0.748895, 0.053419, -0.012381, 0.000000
6639.000000, 1.831055, 7.934570, 9.002686, 24.108887, 16.937256, 8.392334, 7.324219, 6.713867, 12.512207, 0.915527, 0.916667, 0.753429, -0.027778, -0.012797, 0.000000
6817.000000, 1.525879, 6.408691, 7.934570, 21.667480, 15.716553, 8.544922, 6.866455, 6.713867, 11.901855, 0.610352, 0.977778, 0.759333, -0.061111, -0.014068, 0.000000
6997.000000, 1.373291, 6.408691, 7.476807, 22.125244, 15.106201, 8.697510, 6.713867, 7.019043, 12.969971, 0.610352, 1.045455, 0.766669, -0.067677, -0.015443, 0.000000
7177.000000, 1.831055, 8.239746, 9.613037, 26.855469, 17.700195, 9.613037, 8.087158, 7.629395, 16.937256, 0.915527, 0.943396, 0.771088, 0.102058, -0.012505, 0.000000
7355.000000, 1.373291, 6.408691, 6.408691, 18.615723, 17.395020, 10.223389, 8.850098, 8.239746, 21.209717, 0.915527, 0.931035, 0.774989, 0.012362, -0.011899, 0.000000
7536.000000, 1.525879, 6.561279, 7.781982, 21.514893, 17.242432, 9.613037, 8.239746, 7.324219, 11.901855, 0.915527, 0.888889, 0.777701, 0.042146, -0.010612, 0.000000
7713.000000, 1.373291, 6.103516, 7.324219, 21.667480, 15.869141, 9.460449, 7.629395, 7.171631, 12.664795, 0.610352, 0.940000, 0.781475, -0.051111, -0.011554, 0.000000
7892.000000, 1.373291, 5.493164, 7.476807, 19.836426, 16.326904, 9.765625, 8.087158, 7.629395, 13.122559, 0.915527, 0.943396, 0.785155, -0.003396, -0.011369, 0.000000
8068.000000, 1.373291, 5.798340, 7.171631, 21.972656, 16.326904, 9.918213, 7.934570, 7.324219, 13.732910, 0.915527, 0.923077, 0.788220, 0.020319, -0.010664, 0.000000
8247.000000, 1.373291, 6.103516, 7.019043, 22.888184, 17.852783, 10.681152, 8.697510, 7.934570, 12.054443, 0.915527, 0.912281, 0.790917, 0.010796, -0.010198, 0.000000
8427.000000, 1.373291, 5.340576, 6.713867, 21.209717, 17.700195, 11.291504, 9.155273, 8.087158, 13.427734, 0.915527, 0.883333, 0.792883, 0.028947, -0.009365, 0.000000
8607.000000, 1.373291, 5.645752, 6.713867, 21.209717, 19.683838, 12.054443, 10.223389, 8.697510, 12.817383, 0.915527, 0.850746, 0.794089, 0.032587, -0.008491, 0.000000
8788.000000, 1.373291, 5.035400, 7.019043, 19.378662, 18.157959, 10.833740, 9.613037, 7.781982, 13.885498, 0.915527, 0.809524, 0.794404, 0.041222, -0.007476, 0.000000
8968.000000, 1.373291, 5.187988, 6.866455, 18.768311, 17.700195, 10.681152, 9.002686, 7.476807, 14.190674, 1.220703, 0.830508, 0.795126, -0.020985, -0.007747, 0.000000
9146.000000, 1.373291, 5.645752, 7.019043, 21.820068, 19.531250, 13.580322, 10.986328, 9.307861, 12.817383, 0.610352, 0.847222, 0.796147, -0.016714, -0.007922, 0.000000
9328.000000, 1.678467, 4.730225, 7.934570, 17.547607, 23.040771, 13.122559, 12.207031, 8.544922, 13.885498, 0.915527, 0.700000, 0.794298, 0.147222, -0.004939, 0.000000
9509.000000, 1.525879, 6.408691, 7.171631, 25.634766, 22.277832, 15.258789, 12.054443, 9.765625, 15.716553, 0.915527, 0.810127, 0.794597, -0.110127, -0.006923, 0.000000
9691.000000, 1.373291, 4.882813, 6.256104, 19.073486, 19.683838, 13.580322, 11.291504, 8.697510, 14.801025, 0.915527, 0.770270, 0.794146, 0.039856, -0.006057, 0.000000
9871.000000, 1.373291, 5.187988, 6.408691, 20.751953, 20.294189, 14.801025, 11.596680, 9.460449, 16.021729, 1.220703, 0.815789, 0.794540, -0.045519, -0.006775, 0.000000
10053.000000, 1.373291, 5.645752, 6.408691, 22.583008, 21.820068, 15.869141, 12.817383, 10.070801, 14.801025, 0.915527, 0.785714, 0.794382, 0.030075, -0.006117, 0.000000
10235.000000, 1.220703, 6.103516, 5.798340, 24.566650, 21.362305, 15.258789, 13.122559, 9.918213, 16.021729, 1.220703, 0.755814, 0.793706, 0.029900, -0.005485, 0.000000
10417.000000, 1.525879, 4.730225, 6.561279, 18.920898, 22.125244, 16.174316, 14.038086, 10.070801, 16.326904, 1.220703, 0.717391, 0.792390, 0.038423, -0.004728, 0.000000
10600.000000, 1.373291, 4.882813, 5.950928, 19.073486, 20.446777, 16.021729, 12.512207, 9.918213, 15.106201, 0.915527, 0.792683, 0.792395, -0.075292, -0.005924, 0.000000
10783.000000, 1.678467, 5.950928, 7.476807, 24.108887, 25.939941, 18.157959, 14.953613, 10.833740, 16.174316, 1.220703, 0.724490, 0.791263, 0.068193, -0.004688, 0.000000
10966.000000, 1.525879, 5.798340, 6.866455, 23.651123, 24.871826, 20.599365, 15.716553, 12.207031, 15.411377, 1.220703, 0.776699, 0.791024, -0.052209, -0.005467, 0.000000
11150.000000, 1.525879, 5.340576, 6.256104, 21.514893, 21.820068, 19.226074, 13.427734, 10.986328, 14.801025, 1.220703, 0.818182, 0.791462, -0.041483, -0.006048, 0.000000
11334.000000, 1.373291, 4.882813, 6.103516, 20.141602, 25.329590, 17.700195, 16.479492, 10.375977, 14.190674, 0.915527, 0.629630, 0.788894, 0.188552, -0.002959, 0.000000
11517.000000, 1.525879, 4.577637, 6.256104, 19.531250, 21.972656, 16.784668, 13.885498, 9.765625, 15.411377, 1.220703, 0.703297, 0.787556, -0.073667, -0.004064, 0.000000
11697.000000, 1.373291, 5.340576, 6.256104, 23.498535, 23.193359, 19.378662, 14.953613, 11.444092, 14.953613, 0.915527, 0.765306, 0.787214, -0.062009, -0.004956, 0.000000
11881.000000, 1.373291, 4.425049, 5.950928, 19.531250, 23.193359, 17.089844, 14.953613, 9.918213, 15.716553, 1.220703, 0.663265, 0.790600, 0.102041, -0.003386, 0.000000
12063.000000, 1.525879, 5.187988, 6.408691, 22.888184, 24.108887, 20.294189, 15.716553, 11.901855, 15.258789, 1.220703, 0.757282, 0.795452, -0.094016, -0.004853, 0.000000
12246.000000, 1.373291, 4.425049, 5.493164, 19.226074, 22.277832, 17.852783, 14.801025, 10.375977, 14.648438, 0.915527, 0.701031, 0.799419, 0.056251, -0.003967, 0.000000
12428.000000, 1.373291, 4.882813, 5.645752, 22.277832, 23.193359, 19.226074, 15.258789, 10.986328, 15.869141, 1.220703, 0.720000, 0.803600, -0.018969, -0.004180, 0.000000
12613.000000, 1.373291, 4.272461, 5.493164, 19.378662, 21.820068, 19.073486, 14.953613, 11.138916, 14.953613, 1.220703, 0.744898, 0.808163, -0.024898, -0.004563, 0.000000
12797.000000, 1.220703, 4.119873, 5.340576, 18.615723, 22.583008, 18.615723, 15.563965, 10.528564, 15.716553, 1.220703, 0.676471, 0.811674, 0.068427, -0.003511, 0.000000
12980.000000, 1.373291, 4.425049, 5.645752, 20.141602, 23.651123, 19.989014, 16.326904, 11.444092, 15.716553, 1.220703, 0.700935, 0.815561, -0.024464, -0.003887, 0.000000
13163.000000, 1.373291, 4.272461, 5.493164, 20.141602, 23.956299, 20.751953, 16.479492, 11.749268, 15.563965, 1.220703, 0.712963, 0.819633, -0.012028, -0.004072, 0.000000
13346.000000, 1.373291, 4.425049, 5.798340, 20.599365, 25.024414, 20.294189, 17.547607, 11.596680, 17.089844, 1.220703, 0.660870, 0.822904, 0.052093, -0.003271, 0.000000
13528.000000, 1.373291, 3.967285, 5.493164, 17.852783, 22.583008, 20.294189, 15.716553, 11.444092, 15.869141, 1.220703, 0.728155, 0.827210, -0.067286, -0.004306, 0.000000
13711.000000, 1.373291, 4.425049, 5.340576, 21.514893, 24.261475, 22.277832, 17.547607, 12.512207, 14.953613, 0.915527, 0.713043, 0.830695, 0.015112, -0.003485, 0.000000
13895.000000, 1.373291, 4.425049, 5.493164, 21.057129, 25.177002, 22.430420, 17.852783, 12.359619, 14.801025, 1.220703, 0.692308, 0.833397, 0.020736, -0.002702, 0.000000
14078.000000, 1.373291, 4.119873, 5.340576, 19.378662, 24.414063, 21.209717, 17.700195, 11.749268, 15.869141, 1.220703, 0.663793, 0.836333, 0.028515, -0.002936, 0.000000
14261.000000, 1.373291, 4.119873, 5.340576, 19.073486, 24.719238, 22.277832, 18.005371, 12.207031, 15.563965, 1.220703, 0.677966, 0.838501, -0.014173, -0.002168, 0.000000
14444.000000, 1.373291, 4.119873, 5.340576, 19.683838, 25.482178, 23.345947, 18.768311, 12.512207, 15.869141, 1.220703, 0.666667, 0.841065, 0.011299, -0.002564, 0.000000
14628.000000, 1.525879, 4.272461, 5.493164, 20.141602, 25.939941, 23.498535, 19.226074, 12.664795, 16.937256, 1.220703, 0.658730, 0.840210, 0.007937, 0.000855, 0.000000
FIRST DELTA HIT
14827.000000, 1.525879, 4.272461, 5.645752, 20.446777, 26.550293, 24.108887, 19.531250, 12.969971, 16.479492, 1.220703, 0.664063, 0.837839, -0.005332, 0.002371, 0.000000
15011.000000, 1.373291, 4.119873, 5.035400, 20.294189, 25.634766, 23.498535, 19.531250, 12.664795, 15.563965, 1.220703, 0.648438, 0.835657, 0.015625, 0.002183, 0.000000
15191.000000, 1.373291, 4.425049, 5.493164, 20.446777, 27.008057, 24.871826, 20.904541, 13.122559, 17.242432, 1.220703, 0.627737, 0.831678, 0.020700, 0.003979, 0.000000
15371.000000, 1.373291, 4.425049, 5.645752, 21.209717, 27.618408, 25.787354, 21.514893, 13.580322, 16.479492, 1.220703, 0.631206, 0.827512, -0.003468, 0.004165, 0.000000
15554.000000, 1.525879, 3.967285, 5.340576, 18.920898, 26.397705, 24.261475, 19.989014, 12.817383, 18.310547, 1.525879, 0.641221, 0.822692, -0.010016, 0.004820, 0.000000
15736.000000, 1.373291, 3.814697, 5.035400, 18.920898, 26.702881, 23.345947, 21.057129, 12.512207, 16.937256, 1.220703, 0.594203, 0.815639, 0.047018, 0.007053, 0.000000
15918.000000, 1.373291, 3.814697, 4.882813, 18.310547, 24.414063, 23.803711, 19.226074, 12.359619, 17.242432, 1.220703, 0.642857, 0.810145, -0.048654, 0.005495, 0.000000
16101.000000, 1.373291, 4.119873, 5.035400, 20.141602, 27.618408, 26.550293, 21.820068, 13.275146, 16.326904, 1.220703, 0.608392, 0.803693, 0.034466, 0.006452, 0.000000
16282.000000, 1.525879, 3.967285, 5.340576, 19.531250, 27.465820, 26.245117, 21.667480, 13.275146, 17.547607, 1.525879, 0.612676, 0.796902, -0.004285, 0.006790, 0.000000
16463.000000, 1.525879, 3.967285, 5.035400, 19.073486, 26.397705, 26.092529, 21.209717, 13.122559, 16.784668, 1.220703, 0.618705, 0.790651, -0.006029, 0.006251, 0.000000
16646.000000, 1.525879, 3.967285, 5.187988, 19.531250, 27.313232, 26.550293, 21.514893, 13.427734, 16.784668, 1.220703, 0.624114, 0.784429, -0.005408, 0.006222, 0.000000
16828.000000, 1.373291, 3.814697, 4.882813, 18.920898, 26.855469, 26.092529, 21.820068, 12.969971, 17.395020, 1.525879, 0.594406, 0.778999, 0.029708, 0.005430, 0.000000
17010.000000, 1.525879, 3.814697, 5.035400, 18.157959, 27.313232, 27.160645, 21.972656, 13.580322, 17.547607, 1.525879, 0.618056, 0.772707, -0.023650, 0.006292, 0.000000
17191.000000, 1.525879, 3.967285, 5.035400, 19.683838, 27.770996, 27.770996, 23.193359, 13.732910, 17.395020, 1.220703, 0.592105, 0.767414, 0.025950, 0.005293, 0.000000
17370.000000, 1.525879, 3.967285, 5.187988, 19.378662, 28.076172, 27.923584, 23.345947, 13.885498, 17.852783, 1.525879, 0.594771, 0.760410, -0.002666, 0.007004, 0.000000
17550.000000, 1.525879, 3.814697, 5.035400, 18.310547, 27.770996, 28.076172, 22.888184, 13.732910, 18.157959, 1.525879, 0.600000, 0.753524, -0.005229, 0.006886, 0.000000
17732.000000, 1.525879, 3.967285, 5.035400, 19.531250, 28.991699, 29.754639, 24.414063, 14.343262, 18.615723, 1.525879, 0.587500, 0.748576, 0.012500, 0.004948, 0.000000
17914.000000, 1.525879, 3.814697, 4.882813, 19.226074, 27.313232, 28.381348, 22.888184, 13.732910, 18.310547, 1.525879, 0.600000, 0.742750, -0.012500, 0.005827, 0.000000
18095.000000, 1.525879, 3.814697, 4.882813, 18.920898, 28.381348, 29.144287, 23.651123, 14.190674, 18.615723, 1.525879, 0.600000, 0.737483, 0.000000, 0.005266, 0.000000
18277.000000, 1.525879, 3.967285, 5.187988, 20.294189, 29.907227, 30.822754, 25.482178, 14.801025, 18.768311, 1.525879, 0.580838, 0.732744, 0.019162, 0.004739, 0.000000
18459.000000, 1.678467, 3.967285, 5.187988, 19.836426, 29.754639, 30.822754, 25.329590, 14.648438, 19.073486, 1.525879, 0.578313, 0.727539, 0.002525, 0.005205, 0.000000
18640.000000, 1.525879, 3.967285, 5.035400, 19.836426, 28.686523, 31.738281, 24.871826, 14.801025, 18.310547, 1.525879, 0.595092, 0.721651, -0.016779, 0.005887, 0.000000
18822.000000, 1.525879, 3.662109, 4.882813, 18.768311, 28.533936, 29.602051, 24.871826, 14.343262, 18.310547, 1.525879, 0.576687, 0.714439, 0.018405, 0.007212, 0.000000
19003.000000, 1.525879, 3.509521, 4.730225, 17.852783, 27.465820, 29.144287, 23.803711, 13.885498, 18.615723, 1.525879, 0.583333, 0.708900, -0.006646, 0.005539, 0.000000
19185.000000, 1.525879, 3.662109, 4.882813, 17.852783, 28.686523, 29.907227, 24.719238, 14.190674, 19.531250, 1.525879, 0.574074, 0.703408, 0.009259, 0.005492, 0.000000
19365.000000, 1.678467, 3.662109, 5.035400, 18.615723, 29.296875, 31.127930, 25.787354, 14.495850, 19.531250, 1.525879, 0.562130, 0.698381, 0.011944, 0.005027, 0.000000
19547.000000, 1.678467, 3.662109, 5.035400, 18.768311, 30.059814, 31.585693, 26.092529, 14.648438, 19.531250, 1.525879, 0.561404, 0.692557, 0.000727, 0.005825, 0.000000
19728.000000, 1.678467, 3.814697, 5.035400, 18.768311, 29.602051, 31.890869, 26.092529, 14.648438, 19.683838, 1.525879, 0.561404, 0.686680, 0.000000, 0.005877, 0.000000
19910.000000, 1.525879, 3.662109, 5.035400, 18.768311, 29.907227, 31.433105, 26.550293, 14.648438, 19.073486, 1.525879, 0.551724, 0.680967, 0.009679, 0.005713, 0.000000
20091.000000, 1.678467, 3.662109, 5.035400, 18.920898, 30.517578, 32.806396, 27.160645, 15.106201, 19.073486, 1.525879, 0.556180, 0.675488, -0.004456, 0.005478, 0.000000
20274.000000, 1.678467, 3.814697, 5.035400, 19.226074, 30.212402, 32.806396, 26.702881, 14.953613, 19.073486, 1.525879, 0.560000, 0.670514, -0.003820, 0.004974, 0.000000
20457.000000, 1.525879, 3.509521, 4.730225, 18.157959, 28.381348, 31.585693, 26.397705, 14.648438, 18.310547, 1.525879, 0.554913, 0.665963, 0.005087, 0.004551, 0.000000
20639.000000, 1.525879, 3.662109, 4.730225, 18.157959, 29.754639, 32.196045, 27.008057, 14.801025, 18.920898, 1.525879, 0.548023, 0.661939, 0.006891, 0.004023, 0.000000
20821.000000, 1.678467, 3.814697, 5.035400, 19.073486, 31.433105, 33.874512, 28.076172, 15.411377, 19.378662, 1.525879, 0.548913, 0.657607, -0.000890, 0.004332, 0.000000
21004.000000, 1.678467, 3.814697, 5.035400, 19.073486, 30.670166, 34.179688, 27.770996, 15.258789, 19.989014, 1.525879, 0.549451, 0.653026, -0.000538, 0.004581, 0.000000
21188.000000, 1.678467, 3.662109, 4.882813, 18.768311, 30.975342, 33.874512, 28.076172, 15.258789, 20.141602, 1.525879, 0.543478, 0.650618, 0.005972, 0.002408, 0.000000
21366.000000, 1.678467, 3.662109, 4.882813, 18.615723, 30.822754, 33.721924, 28.228760, 15.106201, 19.836426, 1.525879, 0.535135, 0.646387, 0.008343, 0.004231, 0.000000
21548.000000, 1.678467, 3.662109, 4.882813, 18.768311, 30.822754, 34.484863, 28.381348, 15.411377, 19.683838, 1.525879, 0.543011, 0.642891, -0.007876, 0.003496, 0.000000
21731.000000, 1.678467, 3.662109, 4.882813, 18.920898, 30.975342, 34.790039, 28.533936, 15.411377, 19.989014, 1.525879, 0.540107, 0.638650, 0.002904, 0.004241, 0.000000
21911.000000, 1.678467, 3.509521, 4.882813, 18.463135, 31.127930, 34.637451, 28.686523, 15.411377, 20.446777, 1.831055, 0.537234, 0.634827, 0.002873, 0.003823, 0.000000
22092.000000, 1.678467, 3.662109, 4.882813, 18.768311, 31.585693, 35.095215, 29.296875, 15.716553, 20.751953, 1.525879, 0.536458, 0.631452, 0.000776, 0.003375, 0.000000
22274.000000, 1.678467, 3.662109, 4.882813, 18.768311, 31.433105, 34.942627, 29.602051, 15.563965, 19.836426, 1.831055, 0.525773, 0.628504, 0.010685, 0.002948, 0.000000
22454.000000, 1.678467, 3.662109, 4.882813, 18.310547, 30.670166, 34.790039, 28.839111, 15.411377, 19.378662, 1.525879, 0.534392, 0.624531, -0.008618, 0.003974, 0.000000
22636.000000, 1.678467, 3.509521, 4.730225, 17.700195, 31.127930, 34.484863, 28.991699, 15.106201, 20.141602, 1.831055, 0.521053, 0.621401, 0.013339, 0.003130, 0.000000
22818.000000, 1.678467, 3.509521, 4.882813, 17.700195, 31.280518, 34.942627, 29.449463, 15.258789, 20.599365, 1.831055, 0.518135, 0.617423, 0.002918, 0.003978, 0.000000
23000.000000, 1.678467, 3.662109, 4.730225, 18.768311, 30.975342, 36.315918, 29.602051, 16.021729, 20.294189, 1.831055, 0.541237, 0.613162, -0.023102, 0.004261, 0.000000
23183.000000, 1.678467, 3.662109, 4.882813, 18.920898, 32.043457, 36.621094, 30.517578, 15.869141, 20.446777, 1.831055, 0.520000, 0.611476, 0.021237, 0.001687, 0.000000
RXN DONE
Calculated Distance: 28.76
TIMETORUN: 50840.12
23426.000000, 1.678467, 3.509521, 4.882813, 18.463135, 32.043457, 36.621094, 30.822754, 15.716553, 20.294189, 1.525879, 0.509901, 0.608500, 0.010099, 0.002975, 0.000000
23607.000000, 1.678467, 3.662109, 4.730225, 18.920898, 31.738281, 36.926270, 30.517578, 16.021729, 20.751953, 1.831055, 0.525000, 0.604803, -0.015099, 0.003697, 0.000000
23789.000000, 1.678467, 3.509521, 4.882813, 18.310547, 31.890869, 36.621094, 30.517578, 15.716553, 20.599365, 1.831055, 0.515000, 0.602522, 0.010000, 0.002281, 0.000000
23971.000000, 1.678467, 3.509521, 4.730225, 17.547607, 31.433105, 35.400391, 30.059814, 15.258789, 20.751953, 1.831055, 0.507614, 0.598681, 0.007386, 0.003841, 0.000000
24152.000000, 1.678467, 3.509521, 4.730225, 17.852783, 32.196045, 36.315918, 31.127930, 15.716553, 21.514893, 1.831055, 0.504902, 0.595664, 0.002712, 0.003017, 0.000000
24332.000000, 1.831055, 3.662109, 5.035400, 18.463135, 33.721924, 38.299561, 32.043457, 16.326904, 21.514893, 1.831055, 0.509524, 0.592426, -0.004622, 0.003238, 0.000000
24514.000000, 1.678467, 3.662109, 4.882813, 19.531250, 32.806396, 38.909912, 32.348633, 16.937256, 20.294189, 1.831055, 0.523585, 0.589021, -0.014061, 0.003405, 0.000000
24697.000000, 1.678467, 3.662109, 4.730225, 18.920898, 32.653809, 38.452148, 31.585693, 16.479492, 21.057129, 1.831055, 0.521739, 0.586640, 0.001846, 0.002380, 0.000000
24877.000000, 1.831055, 3.356934, 4.882813, 17.547607, 31.738281, 36.926270, 30.364990, 15.716553, 21.514893, 1.831055, 0.517588, 0.583820, 0.004151, 0.002821, 0.000000
25059.000000, 1.678467, 3.509521, 4.882813, 18.463135, 32.653809, 38.604736, 31.890869, 16.479492, 20.599365, 1.831055, 0.516746, 0.580801, 0.000842, 0.003019, 0.000000
25242.000000, 1.831055, 3.509521, 4.882813, 18.157959, 32.196045, 36.926270, 31.127930, 15.869141, 19.989014, 1.831055, 0.509804, 0.578477, 0.006942, 0.002324, 0.000000
25424.000000, 1.678467, 3.814697, 4.730225, 20.141602, 32.653809, 38.757324, 32.196045, 16.784668, 20.294189, 1.831055, 0.521327, 0.575295, -0.011523, 0.003182, 0.000000
25606.000000, 1.678467, 3.509521, 4.730225, 18.005371, 32.653809, 38.757324, 31.890869, 16.479492, 21.362305, 1.831055, 0.516746, 0.572275, 0.004581, 0.003020, 0.000000
25785.000000, 1.831055, 3.509521, 4.882813, 18.463135, 31.890869, 37.994385, 31.433105, 16.174316, 22.125244, 1.831055, 0.514563, 0.569540, 0.002183, 0.002735, 0.000000
25968.000000, 1.678467, 3.509521, 4.577637, 17.852783, 32.196045, 38.146973, 31.738281, 16.174316, 23.040771, 1.831055, 0.509615, 0.567168, 0.004948, 0.002372, 0.000000
26149.000000, 1.831055, 3.509521, 4.882813, 18.005371, 32.501221, 37.689209, 32.196045, 16.021729, 20.599365, 1.831055, 0.497630, 0.564394, 0.011985, 0.002774, 0.000000
