ing For Valve On
Program Started
Time, v, b, c, g, gy, y, o, r, cl, nir,  Value, Average Value, Delta, Average Delta
183.000000, 5.493164, 19.989014, 9.155273, 19.378662, 21.972656, 20.141602, 12.664795, 6.103516, 37.231445, 1.220703, 0.481928, 0.481928, 0.000000, 0.000000
353.000000, 5.493164, 20.446777, 9.307861, 19.683838, 21.972656, 20.294189, 12.664795, 6.103516, 36.621094, 1.220703, 0.481928, 0.481928, 0.000000, 0.000000
522.000000, 5.493164, 19.989014, 9.307861, 19.531250, 21.972656, 20.141602, 12.664795, 6.103516, 36.621094, 1.220703, 0.481928, 0.481928, 0.000000, 0.000000
691.000000, 5.493164, 19.989014, 9.155273, 19.531250, 21.972656, 20.141602, 12.664795, 6.103516, 36.621094, 1.220703, 0.481928, 0.481928, 0.000000, 0.000000
860.000000, 5.340576, 20.294189, 9.307861, 19.683838, 21.820068, 19.989014, 12.512207, 6.103516, 36.621094, 1.220703, 0.487805, 0.483103, -0.005877, -0.001175
1031.000000, 5.493164, 19.836426, 9.155273, 19.378662, 21.972656, 20.141602, 12.664795, 6.103516, 36.621094, 1.220703, 0.481928, 0.482907, 0.005877, 0.000000
1202.000000, 5.493164, 20.294189, 9.307861, 19.531250, 21.972656, 20.141602, 12.664795, 6.103516, 36.621094, 1.220703, 0.481928, 0.482767, 0.000000, 0.000000
1370.000000, 5.493164, 19.989014, 9.155273, 19.531250, 21.972656, 20.294189, 12.664795, 6.103516, 36.621094, 1.220703, 0.481928, 0.482662, 0.000000, 0.000000
1539.000000, 5.340576, 20.294189, 9.307861, 19.531250, 21.972656, 20.294189, 12.664795, 6.103516, 36.621094, 1.220703, 0.481928, 0.482581, 0.000000, 0.000000
1709.000000, 5.340576, 19.989014, 9.307861, 19.531250, 22.125244, 20.294189, 12.664795, 6.103516, 36.773682, 1.220703, 0.481928, 0.482515, 0.000000, 0.000000
1880.000000, 5.493164, 20.141602, 9.307861, 19.531250, 22.125244, 20.446777, 12.664795, 6.103516, 36.621094, 1.220703, 0.481928, 0.482462, 0.000000, 0.000000
2048.000000, 7.171631, 26.550293, 10.833740, 21.209717, 18.768311, 20.599365, 13.885498, 6.561279, 30.212402, 1.525879, 0.472527, 0.481634, 0.009400, 0.000783
2218.000000, 7.019043, 27.923584, 11.901855, 19.683838, 19.378662, 19.989014, 14.953613, 7.171631, 42.572021, 1.525879, 0.479592, 0.481477, -0.007064, 0.000180
2389.000000, 5.493164, 23.193359, 9.002686, 15.106201, 7.324219, 10.070801, 7.476807, 4.119873, 10.681152, 0.305176, 0.551020, 0.486444, -0.071429, -0.004935
