Time, v, b, c, g, gy, y, o, r, cl, nir,  Value, Average Value, Delta, Average Delta
185.000000, 5.340576, 19.989014, 9.155273, 19.683838, 23.956299, 19.989014, 13.275146, 6.256104, 31.738281, 1.525879, 0.471264, 0.471264, 0.000000, 0.000000
352.000000, 5.187988, 19.989014, 9.155273, 19.683838, 23.803711, 19.989014, 13.275146, 6.103516, 31.738281, 1.525879, 0.459770, 0.465517, 0.011494, 0.005747
522.000000, 5.187988, 19.836426, 9.155273, 19.531250, 23.803711, 19.989014, 13.275146, 6.103516, 31.738281, 1.525879, 0.459770, 0.463601, 0.000000, 0.003831
690.000000, 5.340576, 19.989014, 9.155273, 19.683838, 23.956299, 19.989014, 13.275146, 6.103516, 31.738281, 1.525879, 0.459770, 0.462644, 0.000000, 0.002874
859.000000, 5.340576, 19.989014, 9.155273, 19.683838, 23.956299, 19.989014, 13.275146, 6.256104, 31.890869, 1.525879, 0.471264, 0.464368, -0.011494, 0.000000
1029.000000, 5.187988, 19.989014, 9.155273, 19.683838, 23.956299, 19.989014, 13.275146, 6.103516, 31.738281, 1.525879, 0.459770, 0.463601, 0.011494, 0.001916
1198.000000, 5.340576, 19.989014, 9.155273, 19.683838, 23.803711, 19.836426, 13.275146, 6.103516, 31.738281, 1.525879, 0.459770, 0.463054, 0.000000, 0.001642
1367.000000, 5.340576, 19.989014, 9.155273, 19.531250, 23.956299, 19.989014, 13.275146, 6.103516, 31.585693, 1.525879, 0.459770, 0.462644, 0.000000, 0.001437
1536.000000, 5.187988, 19.836426, 9.155273, 19.531250, 23.956299, 19.989014, 13.275146, 6.256104, 31.738281, 1.525879, 0.471264, 0.463602, -0.011494, 0.000000
1707.000000, 5.340576, 20.141602, 9.155273, 19.683838, 23.956299, 19.989014, 13.275146, 6.256104, 31.890869, 1.525879, 0.471264, 0.464368, 0.000000, 0.000000
1878.000000, 5.340576, 20.141602, 9.155273, 19.683838, 23.803711, 19.989014, 13.275146, 6.103516, 31.738281, 1.525879, 0.459770, 0.463950, 0.011494, 0.001045
2048.000000, 5.493164, 23.803711, 9.765625, 19.226074, 19.073486, 17.547607, 12.512207, 5.798340, 28.381348, 1.220703, 0.463415, 0.463905, -0.003645, 0.000654
2219.000000, 4.730225, 17.547607, 6.256104, 8.239746, 9.002686, 11.138916, 8.239746, 4.425049, 16.174316, 0.610352, 0.537037, 0.469531, -0.073622, -0.005059
2387.000000, 5.493164, 20.904541, 8.544922, 15.869141, 18.005371, 17.700195, 12.664795, 6.408691, 34.179688, 1.220703, 0.506024, 0.472137, 0.031013, -0.002483
2558.000000, 4.730225, 16.784668, 7.019043, 12.969971, 11.444092, 11.291504, 7.629395, 3.967285, 26.550293, 0.915527, 0.520000, 0.475328, -0.013976, -0.003249
2730.000000, 5.798340, 19.378662, 8.087158, 14.648438, 11.749268, 12.054443, 8.697510, 4.425049, 25.177002, 0.915527, 0.508772, 0.477419, 0.011228, -0.002344
2900.000000, 2.288818, 9.002686, 3.051758, 5.493164, 4.425049, 4.577637, 3.662109, 2.136230, 13.732910, 0.305176, 0.583333, 0.483649, -0.074561, -0.006592
3066.000000, 2.136230, 8.544922, 3.356934, 4.577637, 2.593994, 3.051758, 2.288818, 2.288818, 7.781982, 0.305176, 1.000000, 0.512335, -0.416667, -0.029374
3231.000000, 0.915527, 4.577637, 1.525879, 1.983643, 1.220703, 2.136230, 2.136230, 1.983643, 6.561279, 0.305176, 0.928571, 0.534242, 0.071429, -0.024069
3395.000000, 1.525879, 6.866455, 1.983643, 1.525879, 1.068115, 2.136230, 2.441406, 3.204346, 6.866455, 0.305176, 1.312500, 0.573155, -0.383929, -0.042062
3561.000000, 1.220703, 5.645752, 1.983643, 1.373291, 1.068115, 1.373291, 1.525879, 2.441406, 5.493164, 0.305176, 1.600000, 0.622052, -0.287500, -0.053749
3725.000000, 0.915527, 4.577637, 2.441406, 1.525879, 1.678467, 1.678467, 1.831055, 3.204346, 5.645752, 0.305176, 1.750000, 0.673323, -0.150000, -0.058124
3891.000000, 0.610352, 2.899170, 2.441406, 1.831055, 1.831055, 1.373291, 1.373291, 2.899170, 4.882813, 0.305176, 2.111111, 0.735835, -0.361111, -0.071298
4055.000000, 0.762939, 3.814697, 3.967285, 4.730225, 2.441406, 1.373291, 1.525879, 2.746582, 6.408691, 0.305176, 1.800000, 0.780176, 0.311111, -0.055364
4221.000000, 0.610352, 3.204346, 4.119873, 6.866455, 3.051758, 1.678467, 1.525879, 2.899170, 5.645752, 0.305176, 1.900000, 0.824969, -0.100000, -0.057149
4387.000000, 0.457764, 1.983643, 3.814697, 6.408691, 3.356934, 1.373291, 1.678467, 2.899170, 6.103516, 0.305176, 1.727273, 0.859672, 0.172727, -0.048308
4552.000000, 0.610352, 2.441406, 4.425049, 9.155273, 4.425049, 1.525879, 1.831055, 3.204346, 6.713867, 0.305176, 1.750000, 0.892648, -0.022727, -0.047361
4717.000000, 0.610352, 2.136230, 4.425049, 9.613037, 4.882813, 1.831055, 1.831055, 3.662109, 6.713867, 0.305176, 2.000000, 0.932196, -0.250000, -0.054598
4883.000000, 0.610352, 2.136230, 4.730225, 11.291504, 4.730225, 1.831055, 1.831055, 3.662109, 6.866455, 0.610352, 2.000000, 0.969017, 0.000000, -0.052715
5049.000000, 0.305176, 1.525879, 2.441406, 6.866455, 4.119873, 1.831055, 1.983643, 3.967285, 8.544922, 0.305176, 2.000000, 1.003383, 0.000000, -0.050958
5213.000000, 0.457764, 1.525879, 3.662109, 8.697510, 4.577637, 1.678467, 1.678467, 3.356934, 5.950928, 0.305176, 2.000000, 1.035532, 0.000000, -0.049314
5378.000000, 0.457764, 1.831055, 4.119873, 10.070801, 4.425049, 1.525879, 1.983643, 3.204346, 5.340576, 0.305176, 1.615385, 1.053652, 0.384615, -0.035754
5543.000000, 0.457764, 1.831055, 4.425049, 10.681152, 5.645752, 2.136230, 2.288818, 4.425049, 6.866455, 0.305176, 1.933333, 1.080309, -0.317949, -0.044305
5710.000000, 0.457764, 1.525879, 3.967285, 10.375977, 5.187988, 1.831055, 2.288818, 3.814697, 5.950928, 0.305176, 1.666667, 1.097555, 0.266667, -0.035159
5877.000000, 0.457764, 1.373291, 3.662109, 10.070801, 5.035400, 1.983643, 2.288818, 3.814697, 5.950928, 0.305176, 1.666667, 1.113815, 0.000000, -0.034154
6043.000000, 0.457764, 1.220703, 3.814697, 10.223389, 5.645752, 1.983643, 2.288818, 4.272461, 5.798340, 0.305176, 1.866667, 1.134728, -0.200000, -0.038761
