Time, v, b, c, g, gy, y, o, r, cl, nir, Value, Average Value, Delta, Average Delta
13122.000000, 1.373291, 4.882813, 5.645752, 19.836426, 23.803711, 19.683838, 15.716553, 10.681152, 15.258789, 1.220703, 0.679612, 0.819640, 0.013458, -0.003837, 0.000000
13305.000000, 1.525879, 4.882813, 5.950928, 19.683838, 25.329590, 20.141602, 17.242432, 10.986328, 14.953613, 1.220703, 0.637168, 0.822746, 0.042443, -0.003106, 0.000000
13488.000000, 1.525879, 5.035400, 5.798340, 19.989014, 25.177002, 21.820068, 17.089844, 11.749268, 15.563965, 1.220703, 0.687500, 0.826546, -0.050332, -0.003800, 0.000000
13672.000000, 1.525879, 5.035400, 5.798340, 20.446777, 25.024414, 22.125244, 17.089844, 11.901855, 15.411377, 1.220703, 0.696429, 0.830408, -0.008929, -0.003861, 0.000000
13856.000000, 1.373291, 4.730225, 5.493164, 19.683838, 24.261475, 21.820068, 16.937256, 11.596680, 16.632080, 1.220703, 0.684685, 0.833249, 0.011744, -0.002841, 0.000000
14039.000000, 1.373291, 4.882813, 5.493164, 19.683838, 24.871826, 21.820068, 17.852783, 11.749268, 14.648438, 1.220703, 0.658120, 0.835681, 0.026565, -0.002433, 0.000000
14221.000000, 1.525879, 4.730225, 5.493164, 19.531250, 24.719238, 21.972656, 17.242432, 11.596680, 14.801025, 1.220703, 0.672566, 0.838515, -0.014447, -0.002834, 0.000000
14405.000000, 1.373291, 4.425049, 5.340576, 18.463135, 23.956299, 21.362305, 17.242432, 11.138916, 14.953613, 1.220703, 0.646018, 0.841436, 0.026549, -0.002921, 0.000000
14586.000000, 1.373291, 4.730225, 5.340576, 19.378662, 25.482178, 23.040771, 18.463135, 12.054443, 14.953613, 1.220703, 0.652893, 0.843336, -0.006875, -0.001900, 0.000000
14770.000000, 1.373291, 4.577637, 5.340576, 19.378662, 25.482178, 22.735596, 18.615723, 11.596680, 14.953613, 1.220703, 0.622951, 0.841549, 0.029942, 0.001787, 0.000000
14953.000000, 1.525879, 4.730225, 5.493164, 19.683838, 25.787354, 23.345947, 18.768311, 12.054443, 15.716553, 1.220703, 0.642276, 0.837968, -0.019326, 0.003580, 0.000000
15135.000000, 1.525879, 4.272461, 5.493164, 19.073486, 26.245117, 22.277832, 19.073486, 11.444092, 15.869141, 1.220703, 0.600000, 0.834181, 0.042276, 0.003787, 0.000000
15316.000000, 1.525879, 4.272461, 5.645752, 18.463135, 27.008057, 22.430420, 19.683838, 11.749268, 15.563965, 1.220703, 0.596899, 0.828529, 0.003101, 0.005652, 0.000000
15496.000000, 1.525879, 4.119873, 5.187988, 18.157959, 25.482178, 22.583008, 19.073486, 11.444092, 15.563965, 1.220703, 0.600000, 0.822760, -0.003101, 0.005769, 0.000000
15680.000000, 1.373291, 4.272461, 5.187988, 18.463135, 26.245117, 23.498535, 19.683838, 12.054443, 15.716553, 1.220703, 0.612403, 0.816370, -0.012403, 0.006390, 0.000000
15862.000000, 1.373291, 4.272461, 5.187988, 18.157959, 25.939941, 23.193359, 19.531250, 11.901855, 15.869141, 1.220703, 0.609375, 0.810360, 0.003028, 0.006010, 0.000000
16042.000000, 1.373291, 4.119873, 4.882813, 18.005371, 25.177002, 23.193359, 19.226074, 11.901855, 15.411377, 1.220703, 0.619048, 0.805269, -0.009673, 0.005092, 0.000000
16224.000000, 1.373291, 4.119873, 5.035400, 17.852783, 25.634766, 23.803711, 19.531250, 12.054443, 15.106201, 1.220703, 0.617188, 0.798940, 0.001860, 0.006329, 0.000000
16406.000000, 1.525879, 3.967285, 5.187988, 17.852783, 25.939941, 24.871826, 19.836426, 12.207031, 15.411377, 1.220703, 0.615385, 0.793475, 0.001803, 0.005465, 0.000000
16587.000000, 1.525879, 4.119873, 5.035400, 18.615723, 26.702881, 25.177002, 20.446777, 12.512207, 15.411377, 1.220703, 0.611940, 0.787024, 0.003444, 0.006451, 0.000000
16768.000000, 1.525879, 4.272461, 5.035400, 19.073486, 26.702881, 25.482178, 20.904541, 12.817383, 15.563965, 1.220703, 0.613139, 0.782995, -0.001198, 0.004029, 0.000000
16949.000000, 1.525879, 3.967285, 5.035400, 18.157959, 26.397705, 25.024414, 20.599365, 12.512207, 16.021729, 1.220703, 0.607407, 0.775292, 0.005731, 0.007703, 0.000000
17132.000000, 1.525879, 3.967285, 4.882813, 17.852783, 26.245117, 25.329590, 20.751953, 12.359619, 16.021729, 1.220703, 0.595588, 0.768618, 0.011819, 0.006674, 0.000000
17314.000000, 1.525879, 3.967285, 5.035400, 17.852783, 26.702881, 25.939941, 20.751953, 12.512207, 16.021729, 1.220703, 0.602941, 0.762509, -0.007353, 0.006109, 0.000000
17497.000000, 1.525879, 3.814697, 4.882813, 17.395020, 25.939941, 24.871826, 20.599365, 12.359619, 16.174316, 1.220703, 0.600000, 0.755567, 0.002941, 0.006943, 0.000000
17678.000000, 1.373291, 3.662109, 4.730225, 17.395020, 25.329590, 24.414063, 20.599365, 12.359619, 16.326904, 1.220703, 0.600000, 0.749008, 0.000000, 0.006559, 0.000000
17859.000000, 1.525879, 3.509521, 4.882813, 16.174316, 26.245117, 25.482178, 20.599365, 12.359619, 16.632080, 1.220703, 0.600000, 0.742552, 0.000000, 0.006456, 0.000000
18040.000000, 1.525879, 4.119873, 4.882813, 19.073486, 27.465820, 27.770996, 22.277832, 13.427734, 16.326904, 1.220703, 0.602740, 0.735301, -0.002740, 0.007251, 0.000000
18222.000000, 1.525879, 3.967285, 4.882813, 18.310547, 27.770996, 27.160645, 22.583008, 13.275146, 16.326904, 1.525879, 0.587838, 0.729302, 0.014902, 0.005999, 0.000000
18402.000000, 1.525879, 3.814697, 5.035400, 18.157959, 27.313232, 27.313232, 22.583008, 13.275146, 16.784668, 1.525879, 0.587838, 0.723677, 0.000000, 0.005625, 0.000000
18582.000000, 1.525879, 3.967285, 4.730225, 18.310547, 27.008057, 27.465820, 22.277832, 13.275146, 16.632080, 1.525879, 0.595890, 0.717794, -0.008053, 0.005883, 0.000000
18765.000000, 1.525879, 3.814697, 4.882813, 18.157959, 27.465820, 27.160645, 23.040771, 13.122559, 16.326904, 1.220703, 0.569536, 0.712481, 0.026354, 0.005313, 0.000000
18947.000000, 1.525879, 3.662109, 4.882813, 17.242432, 27.770996, 27.160645, 23.193359, 12.969971, 17.089844, 1.525879, 0.559211, 0.706239, 0.010326, 0.006242, 0.000000
19128.000000, 1.525879, 3.814697, 4.882813, 17.700195, 27.770996, 27.923584, 23.345947, 13.275146, 16.479492, 1.525879, 0.568627, 0.701239, -0.009417, 0.005000, 0.000000
19311.000000, 1.525879, 3.814697, 4.882813, 18.005371, 28.076172, 28.839111, 23.651123, 13.732910, 16.326904, 1.525879, 0.580645, 0.696044, -0.012018, 0.005196, 0.000000
19494.000000, 1.525879, 3.967285, 4.882813, 18.310547, 28.228760, 29.602051, 23.956299, 13.885498, 16.784668, 1.525879, 0.579618, 0.691085, 0.001027, 0.004959, 0.000000
19675.000000, 1.525879, 3.814697, 4.882813, 17.700195, 28.076172, 29.144287, 23.803711, 13.732910, 16.937256, 1.525879, 0.576923, 0.685463, 0.002695, 0.005621, 0.000000
19858.000000, 1.525879, 3.814697, 4.882813, 17.852783, 28.686523, 29.754639, 24.719238, 14.038086, 16.937256, 1.525879, 0.567901, 0.680662, 0.009022, 0.004802, 0.000000
20040.000000, 1.525879, 3.967285, 4.882813, 18.310547, 28.991699, 30.059814, 25.024414, 14.038086, 17.242432, 1.525879, 0.560976, 0.675902, 0.006926, 0.004760, 0.000000
20221.000000, 1.525879, 3.662109, 4.882813, 17.547607, 28.686523, 29.907227, 24.871826, 13.885498, 17.242432, 1.525879, 0.558282, 0.671101, 0.002693, 0.004801, 0.000000
20403.000000, 1.525879, 3.814697, 4.577637, 18.157959, 28.076172, 30.212402, 24.414063, 14.038086, 17.242432, 1.525879, 0.575000, 0.666127, -0.016718, 0.004974, 0.000000
20585.000000, 1.525879, 3.814697, 4.730225, 17.700195, 28.076172, 30.364990, 24.719238, 14.038086, 17.395020, 1.525879, 0.567901, 0.661437, 0.007099, 0.004690, 0.000000
20767.000000, 1.525879, 3.814697, 4.882813, 17.700195, 29.754639, 30.822754, 26.092529, 14.038086, 17.547607, 1.525879, 0.538012, 0.656347, 0.029890, 0.005090, 0.000000
20947.000000, 1.678467, 3.814697, 4.882813, 17.852783, 29.144287, 31.585693, 25.787354, 14.343262, 17.700195, 1.525879, 0.556213, 0.652084, -0.018201, 0.004263, 0.000000
21130.000000, 1.525879, 3.814697, 4.882813, 17.852783, 29.144287, 31.585693, 25.634766, 14.190674, 17.852783, 1.525879, 0.553571, 0.648056, 0.002642, 0.004028, 0.000000
21313.000000, 1.678467, 3.814697, 4.730225, 18.157959, 29.449463, 32.653809, 26.092529, 14.648438, 18.310547, 1.525879, 0.561404, 0.644286, -0.007832, 0.003770, 0.000000
21496.000000, 1.678467, 4.119873, 4.882813, 19.531250, 31.585693, 33.721924, 28.533936, 15.106201, 17.852783, 1.525879, 0.529412, 0.640296, 0.031992, 0.003990, 0.000000
21677.000000, 1.678467, 3.662109, 5.035400, 17.242432, 30.212402, 31.738281, 26.702881, 14.190674, 18.920898, 1.831055, 0.531429, 0.636830, -0.002017, 0.003467, 0.000000
21859.000000, 1.525879, 3.662109, 4.577637, 17.242432, 28.686523, 31.280518, 25.634766, 14.190674, 18.463135, 1.525879, 0.553571, 0.633859, -0.022143, 0.002971, 0.000000
22042.000000, 1.678467, 3.662109, 4.882813, 16.937256, 30.364990, 32.806396, 27.160645, 14.495850, 17.547607, 1.525879, 0.533708, 0.629924, 0.019864, 0.003935, 0.000000
22224.000000, 1.525879, 3.814697, 4.577637, 18.615723, 29.296875, 33.111572, 26.855469, 14.801025, 17.395020, 1.525879, 0.551136, 0.625969, -0.017429, 0.003955, 0.000000
22405.000000, 1.678467, 3.509521, 4.730225, 16.632080, 29.296875, 31.127930, 26.245117, 13.732910, 18.310547, 1.525879, 0.523256, 0.622527, 0.027881, 0.003442, 0.000000
22588.000000, 1.678467, 3.356934, 4.577637, 15.869141, 28.686523, 30.975342, 25.787354, 13.732910, 19.073486, 1.525879, 0.532544, 0.618372, -0.009289, 0.004155, 0.000000
22771.000000, 1.678467, 3.662109, 4.577637, 17.547607, 30.059814, 33.111572, 27.618408, 14.801025, 18.615723, 1.525879, 0.535912, 0.615228, -0.003367, 0.003144, 0.000000
22953.000000, 1.678467, 3.814697, 4.730225, 18.005371, 30.975342, 33.874512, 28.381348, 14.953613, 18.920898, 1.831055, 0.526882, 0.611612, 0.009030, 0.003616, 0.000000
23135.000000, 1.678467, 3.814697, 4.882813, 18.005371, 31.127930, 34.484863, 28.533936, 15.106201, 18.768311, 1.525879, 0.529412, 0.608171, -0.002530, 0.003441, 0.000000
23317.000000, 1.678467, 3.814697, 4.730225, 18.310547, 31.127930, 34.637451, 28.686523, 15.106201, 18.463135, 1.525879, 0.526596, 0.605210, 0.002816, 0.002962, 0.000000
23497.000000, 1.678467, 3.662109, 4.730225, 17.547607, 30.975342, 33.874512, 28.533936, 14.801025, 18.768311, 1.525879, 0.518717, 0.601954, 0.007879, 0.003256, 0.000000
23678.000000, 1.678467, 3.662109, 4.882813, 17.395020, 31.585693, 34.332275, 29.296875, 14.953613, 18.768311, 1.525879, 0.510417, 0.598866, 0.008300, 0.003088, 0.000000
23859.000000, 1.678467, 3.814697, 4.730225, 18.157959, 30.670166, 34.790039, 28.686523, 15.106201, 18.615723, 1.525879, 0.526596, 0.595910, -0.016179, 0.002956, 0.000000
24043.000000, 1.678467, 3.662109, 4.730225, 17.395020, 31.127930, 34.179688, 28.991699, 14.801025, 18.768311, 1.525879, 0.510526, 0.592775, 0.016069, 0.003135, 0.000000
24225.000000, 1.678467, 3.662109, 4.577637, 17.547607, 31.127930, 34.179688, 29.449463, 14.953613, 18.463135, 1.525879, 0.507772, 0.589737, 0.002754, 0.003038, 0.000000
24405.000000, 1.678467, 3.662109, 4.577637, 17.089844, 30.364990, 34.484863, 28.381348, 14.953613, 18.615723, 1.525879, 0.526882, 0.587639, -0.019110, 0.002098, 0.000000
24589.000000, 1.678467, 3.509521, 4.425049, 17.089844, 29.907227, 34.332275, 28.228760, 14.801025, 18.768311, 1.525879, 0.524324, 0.584951, 0.002557, 0.002688, 0.000000
24771.000000, 1.678467, 3.509521, 4.730225, 16.784668, 30.670166, 34.332275, 28.533936, 14.801025, 18.920898, 1.525879, 0.518717, 0.582269, 0.005608, 0.002682, 0.000000
24952.000000, 1.678467, 3.509521, 4.730225, 16.784668, 30.822754, 34.790039, 29.144287, 14.953613, 19.226074, 1.525879, 0.513089, 0.579707, 0.005628, 0.002562, 0.000000
25134.000000, 1.678467, 3.662109, 4.730225, 17.089844, 31.280518, 35.247803, 29.602051, 15.106201, 19.226074, 1.831055, 0.510309, 0.577755, 0.002780, 0.001952, 0.000000
25317.000000, 1.678467, 3.662109, 4.730225, 17.242432, 31.127930, 35.858154, 29.449463, 15.411377, 19.226074, 1.525879, 0.523316, 0.575229, -0.013007, 0.002526, 0.000000
25499.000000, 1.678467, 3.662109, 4.577637, 17.700195, 31.280518, 36.163330, 30.059814, 15.411377, 18.920898, 1.525879, 0.512690, 0.572402, 0.010626, 0.002827, 0.000000
25681.000000, 1.678467, 3.662109, 4.577637, 17.700195, 31.585693, 36.163330, 30.364990, 15.563965, 18.920898, 1.525879, 0.512563, 0.569754, 0.000128, 0.002648, 0.000000
25861.000000, 1.678467, 3.662109, 4.730225, 17.547607, 32.043457, 36.773682, 30.517578, 15.563965, 19.226074, 1.525879, 0.510000, 0.567476, 0.002563, 0.002279, 0.000000
26044.000000, 1.678467, 3.662109, 4.730225, 17.700195, 31.890869, 36.926270, 30.517578, 15.716553, 19.226074, 1.831055, 0.515000, 0.565051, -0.005000, 0.002424, 0.000000
