Time, v, b, c, g, gy, y, o, r, cl, nir, Value, Average Value, Delta, Average Delta
9903.000000, 0.457764, 1.525879, 1.831055, 7.476807, 6.713867, 3.356934, 3.662109, 2.288818, 7.171631, 0.915527, 0.625000, 0.721847, 0.041667, -0.005580, 0.000000
10079.000000, 0.457764, 1.068115, 1.831055, 5.493164, 9.613037, 2.593994, 5.645752, 1.983643, 8.850098, 0.610352, 0.351351, 0.715347, 0.273649, -0.000682, 0.000000
FIRST DELTA HIT
10272.000000, 0.457764, 1.373291, 2.136230, 6.866455, 9.002686, 3.509521, 4.577637, 2.441406, 10.070801, 0.915527, 0.533333, 0.712209, -0.181982, -0.003807, 0.000000
10449.000000, 0.457764, 2.899170, 2.136230, 11.901855, 9.613037, 6.256104, 5.340576, 3.662109, 8.087158, 0.610352, 0.685714, 0.711760, -0.152381, -0.006326, 0.000000
10628.000000, 0.457764, 1.220703, 2.288818, 5.187988, 8.392334, 3.509521, 4.730225, 2.288818, 7.476807, 0.610352, 0.483871, 0.707962, 0.201843, -0.002856, 0.000000
10803.000000, 0.457764, 1.373291, 2.288818, 6.256104, 9.918213, 4.882813, 5.187988, 2.899170, 9.002686, 0.915527, 0.558824, 0.705517, -0.074953, -0.004038, 0.000000
10979.000000, 0.457764, 1.678467, 1.831055, 7.629395, 9.002686, 4.577637, 5.340576, 2.899170, 7.934570, 0.915527, 0.542857, 0.702893, 0.015966, -0.003715, 0.000000
11155.000000, 0.305176, 1.220703, 1.373291, 5.493164, 5.645752, 3.509521, 2.899170, 2.136230, 8.087158, 0.610352, 0.736842, 0.703432, -0.193985, -0.006736, 0.000000
11332.000000, 0.457764, 1.220703, 1.525879, 6.256104, 7.781982, 3.967285, 4.425049, 2.593994, 10.223389, 0.915527, 0.586207, 0.701601, 0.150635, -0.004277, 0.000000
11508.000000, 0.457764, 1.068115, 1.525879, 5.035400, 7.629395, 3.204346, 4.882813, 2.288818, 8.850098, 0.915527, 0.468750, 0.698018, 0.117457, -0.002404, 0.000000
11683.000000, 0.457764, 1.220703, 1.678467, 5.493164, 7.934570, 3.814697, 5.035400, 2.593994, 9.918213, 0.915527, 0.515152, 0.701136, -0.046402, -0.003118, 0.000000
11859.000000, 0.457764, 1.220703, 1.831055, 6.561279, 7.324219, 4.119873, 4.425049, 2.746582, 8.697510, 0.915527, 0.620690, 0.705832, -0.105538, -0.004696, 0.000000
12037.000000, 0.457764, 1.373291, 1.831055, 6.561279, 7.781982, 4.730225, 4.577637, 3.051758, 8.544922, 0.610352, 0.666667, 0.710804, -0.045977, -0.004972, 0.000000
12212.000000, 0.457764, 1.068115, 1.525879, 5.187988, 7.781982, 4.577637, 4.577637, 2.899170, 8.544922, 0.915527, 0.633333, 0.715700, 0.033333, -0.004896, 0.000000
12388.000000, 0.457764, 1.220703, 1.678467, 6.103516, 8.544922, 4.730225, 5.340576, 3.204346, 9.307861, 0.915527, 0.600000, 0.719878, 0.033333, -0.004177, 0.000000
12566.000000, 0.457764, 1.373291, 1.678467, 7.171631, 9.002686, 5.493164, 5.798340, 3.204346, 7.781982, 0.610352, 0.552632, 0.723288, 0.047368, -0.003411, 0.000000
12741.000000, 0.457764, 1.525879, 1.831055, 7.324219, 9.307861, 5.493164, 5.950928, 3.356934, 9.460449, 0.915527, 0.564103, 0.726950, -0.011471, -0.003662, 0.000000
12919.000000, 0.457764, 1.831055, 1.983643, 9.002686, 9.765625, 6.561279, 6.256104, 3.967285, 8.850098, 0.915527, 0.634146, 0.731726, -0.070044, -0.004775, 0.000000
13096.000000, 0.457764, 1.525879, 1.831055, 7.629395, 10.375977, 5.950928, 6.866455, 3.662109, 9.918213, 0.915527, 0.533333, 0.734803, 0.100813, -0.003077, 0.000000
13274.000000, 0.610352, 1.831055, 1.983643, 8.544922, 10.681152, 6.561279, 7.019043, 3.967285, 10.223389, 0.915527, 0.565217, 0.738370, -0.031884, -0.003567, 0.000000
13451.000000, 0.457764, 1.525879, 2.136230, 7.934570, 11.596680, 6.256104, 7.934570, 3.814697, 10.681152, 0.915527, 0.480769, 0.738177, 0.084448, 0.000193, 0.000000
RXN DONE
Calculated Distance: 32.41
TIMETORUN: 57294.07
13690.000000, 0.457764, 1.525879, 1.831055, 7.324219, 9.613037, 5.950928, 6.561279, 3.509521, 8.850098, 0.915527, 0.534884, 0.739263, -0.054115, -0.001086, 0.000000
13868.000000, 0.457764, 1.220703, 1.678467, 6.103516, 8.392334, 5.645752, 5.798340, 3.356934, 9.002686, 0.915527, 0.578947, 0.741606, -0.044064, -0.002343, 0.000000
14042.000000, 0.457764, 1.373291, 1.678467, 6.866455, 9.155273, 6.103516, 6.408691, 3.356934, 8.392334, 0.915527, 0.523810, 0.742641, 0.055138, -0.001035, 0.000000
14216.000000, 0.457764, 1.525879, 1.831055, 8.087158, 10.375977, 7.019043, 7.171631, 3.967285, 9.460449, 0.915527, 0.553191, 0.742061, -0.029382, 0.000580, 0.000000
14395.000000, 0.610352, 1.678467, 2.136230, 8.239746, 11.444092, 7.171631, 7.934570, 4.119873, 9.918213, 0.915527, 0.519231, 0.740259, 0.033961, 0.001802, 0.000000
14571.000000, 0.457764, 1.525879, 1.831055, 7.781982, 10.986328, 7.019043, 7.629395, 3.967285, 9.613037, 0.915527, 0.520000, 0.738199, -0.000769, 0.002059, 0.000000
14746.000000, 0.457764, 1.373291, 1.983643, 7.171631, 10.528564, 6.866455, 7.629395, 3.967285, 10.833740, 1.220703, 0.520000, 0.735088, 0.000000, 0.003111, 0.000000
14922.000000, 0.457764, 1.373291, 1.678467, 7.324219, 10.223389, 6.866455, 7.476807, 3.814697, 9.155273, 0.915527, 0.510204, 0.730792, 0.009796, 0.004296, 0.000000
15097.000000, 0.457764, 1.525879, 1.831055, 8.087158, 10.833740, 7.629395, 8.087158, 4.272461, 9.613037, 0.915527, 0.528302, 0.724496, -0.018098, 0.006295, 0.000000
15273.000000, 0.610352, 1.525879, 2.136230, 8.087158, 11.901855, 8.239746, 8.544922, 4.577637, 9.918213, 0.915527, 0.535714, 0.717354, -0.007412, 0.007143, 0.000000
15451.000000, 0.610352, 1.678467, 2.136230, 8.087158, 12.207031, 8.697510, 8.850098, 4.730225, 10.986328, 1.220703, 0.534483, 0.708653, 0.001231, 0.008700, 0.000000
15629.000000, 0.610352, 1.678467, 1.983643, 8.850098, 12.512207, 8.697510, 9.918213, 4.730225, 10.223389, 1.220703, 0.476923, 0.698683, 0.057560, 0.009970, 0.000000
15806.000000, 0.610352, 1.831055, 1.983643, 9.155273, 12.969971, 9.155273, 10.070801, 5.035400, 10.833740, 1.220703, 0.500000, 0.689067, -0.023077, 0.009615, 0.000000
15985.000000, 0.610352, 1.525879, 1.983643, 8.392334, 12.512207, 8.697510, 9.765625, 4.730225, 10.223389, 1.220703, 0.484375, 0.681135, 0.015625, 0.007933, 0.000000
16163.000000, 0.610352, 1.525879, 2.136230, 7.934570, 12.207031, 8.850098, 9.460449, 4.577637, 10.223389, 1.220703, 0.483871, 0.673194, 0.000504, 0.007940, 0.000000
16340.000000, 0.610352, 1.525879, 1.983643, 8.087158, 12.359619, 8.850098, 9.765625, 4.577637, 10.528564, 1.220703, 0.468750, 0.667818, 0.015121, 0.005376, 0.000000
16518.000000, 0.610352, 1.525879, 1.983643, 8.544922, 12.664795, 9.307861, 10.070801, 4.882813, 10.681152, 1.220703, 0.484848, 0.654765, -0.016098, 0.013054, 0.000000
16696.000000, 0.610352, 1.678467, 2.136230, 8.697510, 12.512207, 10.070801, 9.765625, 5.340576, 10.833740, 1.220703, 0.546875, 0.651990, -0.062027, 0.002775, 0.000000
16875.000000, 0.610352, 1.525879, 1.983643, 8.239746, 12.817383, 9.613037, 10.070801, 4.882813, 11.444092, 1.220703, 0.484848, 0.644064, 0.062027, 0.007925, 0.000000
17051.000000, 0.610352, 1.525879, 1.983643, 8.087158, 12.664795, 9.307861, 10.070801, 4.882813, 11.596680, 1.220703, 0.484848, 0.637537, 0.000000, 0.006527, 0.000000
17228.000000, 0.610352, 1.525879, 1.983643, 8.239746, 11.596680, 9.155273, 9.613037, 4.730225, 11.596680, 1.220703, 0.492063, 0.630906, -0.007215, 0.006631, 0.000000
17407.000000, 0.610352, 1.373291, 1.678467, 7.171631, 11.596680, 8.239746, 9.613037, 4.272461, 11.749268, 1.220703, 0.444444, 0.622359, 0.047619, 0.008547, 0.000000
17582.000000, 0.610352, 1.220703, 1.831055, 6.561279, 12.207031, 7.934570, 9.613037, 4.425049, 11.901855, 1.220703, 0.460317, 0.614056, -0.015873, 0.008303, 0.000000
17759.000000, 0.610352, 1.373291, 1.678467, 7.019043, 11.749268, 8.392334, 9.613037, 4.577637, 11.749268, 1.220703, 0.476190, 0.607707, -0.015873, 0.006349, 0.000000
17938.000000, 0.610352, 1.373291, 1.678467, 7.324219, 11.596680, 9.002686, 9.918213, 4.577637, 11.444092, 1.220703, 0.461538, 0.599423, 0.014652, 0.008284, 0.000000
18114.000000, 0.610352, 1.525879, 1.831055, 7.781982, 11.901855, 10.070801, 9.765625, 5.187988, 11.596680, 1.220703, 0.531250, 0.596485, -0.069712, 0.002938, 0.000000
18293.000000, 0.610352, 1.525879, 1.831055, 7.934570, 12.664795, 9.460449, 10.528564, 4.882813, 11.138916, 1.220703, 0.463768, 0.590602, 0.067482, 0.005883, 0.000000
18470.000000, 0.610352, 1.525879, 1.831055, 7.781982, 12.207031, 9.918213, 10.528564, 5.035400, 11.138916, 1.220703, 0.478261, 0.585460, -0.014493, 0.005142, 0.000000
18649.000000, 0.610352, 1.525879, 1.678467, 8.087158, 12.207031, 10.223389, 10.070801, 5.035400, 11.291504, 1.220703, 0.500000, 0.577768, -0.021739, 0.007692, 0.000000
18830.000000, 0.610352, 1.525879, 1.678467, 7.781982, 12.512207, 10.070801, 10.681152, 5.035400, 11.291504, 1.220703, 0.471429, 0.572065, 0.028571, 0.005703, 0.000000
19009.000000, 0.610352, 1.373291, 1.831055, 7.781982, 12.512207, 10.070801, 10.833740, 5.035400, 11.444092, 1.220703, 0.464789, 0.568726, 0.006640, 0.003339, 0.000000
19187.000000, 0.610352, 1.373291, 1.678467, 7.629395, 12.054443, 10.070801, 10.681152, 5.187988, 11.749268, 1.220703, 0.485714, 0.563122, -0.020926, 0.005604, 0.000000
19368.000000, 0.610352, 1.373291, 1.678467, 7.781982, 12.359619, 10.070801, 11.291504, 5.035400, 12.207031, 1.220703, 0.445946, 0.557943, 0.039768, 0.005179, 0.000000
19546.000000, 0.610352, 1.373291, 1.678467, 7.629395, 12.054443, 9.918213, 10.223389, 4.577637, 9.155273, 0.915527, 0.447761, 0.553435, -0.001815, 0.004507, 0.000000
19725.000000, 0.457764, 1.068115, 1.220703, 5.645752, 9.613037, 7.629395, 8.697510, 4.119873, 12.054443, 1.220703, 0.473684, 0.548135, -0.025923, 0.005300, 0.000000
19903.000000, 0.457764, 1.068115, 1.525879, 6.103516, 10.528564, 8.239746, 9.765625, 4.577637, 15.258789, 1.525879, 0.468750, 0.542526, 0.004934, 0.005609, 0.000000
20079.000000, 0.610352, 1.373291, 1.983643, 8.087158, 14.190674, 10.681152, 12.054443, 5.645752, 15.258789, 1.525879, 0.468354, 0.538489, 0.000396, 0.004037, 0.000000
20256.000000, 0.610352, 1.525879, 2.136230, 8.544922, 14.038086, 11.749268, 12.207031, 6.103516, 14.953613, 1.525879, 0.500000, 0.534643, -0.031646, 0.003846, 0.000000
20437.000000, 0.610352, 1.525879, 1.831055, 8.239746, 14.495850, 12.207031, 12.512207, 6.103516, 15.258789, 1.525879, 0.487805, 0.531708, 0.012195, 0.002935, 0.000000
20616.000000, 0.610352, 1.525879, 1.831055, 8.392334, 14.495850, 12.054443, 12.817383, 5.950928, 15.258789, 1.525879, 0.464286, 0.528594, 0.023519, 0.003114, 0.000000
20797.000000, 0.610352, 1.525879, 1.831055, 8.239746, 14.343262, 12.054443, 13.122559, 5.950928, 15.716553, 1.525879, 0.453488, 0.525315, 0.010797, 0.003280, 0.000000
20977.000000, 0.610352, 1.525879, 1.983643, 8.392334, 14.648438, 11.596680, 13.275146, 5.950928, 16.326904, 1.525879, 0.448276, 0.521134, 0.005213, 0.004180, 0.000000
21156.000000, 0.610352, 1.525879, 1.983643, 8.392334, 14.495850, 12.512207, 13.275146, 6.256104, 16.632080, 1.525879, 0.471264, 0.519061, -0.022988, 0.002074, 0.000000
21337.000000, 0.762939, 1.678467, 2.136230, 8.850098, 15.411377, 13.122559, 13.580322, 6.713867, 16.174316, 1.525879, 0.494382, 0.516410, -0.023118, 0.002651, 0.000000
21518.000000, 0.762939, 1.678467, 2.136230, 9.307861, 16.479492, 13.427734, 14.190674, 6.561279, 16.479492, 1.525879, 0.462366, 0.513908, 0.032016, 0.002502, 0.000000
21697.000000, 0.762939, 1.831055, 2.136230, 9.613037, 16.784668, 14.343262, 14.953613, 7.019043, 15.716553, 1.525879, 0.469388, 0.515724, -0.007022, -0.001816, 0.000000
21878.000000, 0.762939, 1.831055, 2.136230, 9.765625, 16.632080, 14.953613, 14.953613, 7.171631, 15.869141, 1.525879, 0.479592, 0.514897, -0.010204, 0.000827, 0.000000
22059.000000, 0.762939, 1.831055, 2.136230, 9.613037, 16.326904, 14.801025, 14.648438, 7.019043, 16.479492, 1.525879, 0.479167, 0.511720, 0.000425, 0.003178, 0.000000
22239.000000, 0.762939, 1.678467, 2.136230, 9.613037, 16.479492, 14.495850, 14.648438, 7.019043, 16.479492, 1.831055, 0.479167, 0.511647, 0.000000, 0.000072, 0.000000
22419.000000, 0.762939, 1.678467, 2.288818, 9.613037, 16.784668, 14.343262, 14.953613, 7.019043, 17.395020, 1.831055, 0.469388, 0.510271, 0.009779, 0.001376, 0.000000
22599.000000, 0.762939, 1.831055, 2.288818, 9.613037, 17.395020, 14.801025, 15.716553, 7.019043, 17.242432, 1.831055, 0.446602, 0.508790, 0.022786, 0.001481, 0.000000
22779.000000, 0.762939, 1.831055, 2.441406, 9.765625, 17.395020, 15.106201, 15.716553, 7.324219, 17.242432, 1.831055, 0.466019, 0.504624, -0.019417, 0.004167, 0.000000
22959.000000, 0.762939, 1.831055, 2.288818, 10.070801, 17.700195, 15.563965, 16.021729, 7.476807, 17.242432, 1.831055, 0.466667, 0.502785, -0.000647, 0.001839, 0.000000
23142.000000, 0.915527, 1.831055, 2.441406, 10.223389, 17.852783, 15.869141, 16.326904, 7.629395, 18.005371, 1.831055, 0.467290, 0.502762, -0.000623, 0.000022, 0.000000
23322.000000, 0.762939, 1.831055, 2.288818, 10.375977, 18.005371, 16.021729, 16.632080, 7.781982, 19.378662, 1.831055, 0.467890, 0.502035, -0.000600, 0.000727, 0.000000
23504.000000, 0.762939, 1.831055, 2.288818, 10.223389, 17.852783, 15.869141, 16.632080, 7.629395, 19.073486, 1.831055, 0.458716, 0.499543, 0.009174, 0.002492, 0.000000
23684.000000, 0.762939, 1.831055, 2.288818, 10.070801, 17.700195, 15.869141, 16.479492, 7.476807, 18.157959, 1.831055, 0.453704, 0.496267, 0.005012, 0.003276, 0.000000
23864.000000, 0.915527, 1.831055, 2.593994, 10.223389, 18.615723, 16.174316, 17.089844, 7.781982, 18.920898, 1.831055, 0.455357, 0.493529, -0.001653, 0.002738, 0.000000
24045.000000, 0.915527, 1.983643, 2.441406, 10.681152, 18.768311, 16.784668, 17.089844, 8.087158, 18.157959, 1.831055, 0.473214, 0.491578, -0.017857, 0.001951, 0.000000
24227.000000, 0.915527, 1.983643, 2.593994, 10.375977, 18.310547, 16.632080, 16.937256, 7.934570, 18.005371, 1.831055, 0.468468, 0.490284, 0.004746, 0.001295, 0.000000
24407.000000, 0.915527, 1.983643, 2.441406, 10.681152, 18.463135, 16.937256, 17.089844, 7.934570, 18.157959, 1.831055, 0.464286, 0.488748, 0.004183, 0.001536, 0.000000
24588.000000, 0.915527, 1.983643, 2.441406, 10.833740, 18.920898, 17.242432, 17.547607, 8.087158, 19.531250, 1.831055, 0.460870, 0.486082, 0.003416, 0.002666, 0.000000
24770.000000, 0.915527, 1.983643, 2.441406, 10.528564, 18.920898, 17.395020, 17.700195, 8.239746, 19.531250, 1.831055, 0.465517, 0.485039, -0.004648, 0.001043, 0.000000
24951.000000, 0.915527, 1.983643, 2.441406, 10.833740, 18.920898, 17.395020, 17.852783, 8.239746, 19.226074, 2.136230, 0.461538, 0.483444, 0.003979, 0.001595, 0.000000
25130.000000, 0.915527, 1.983643, 2.593994, 10.681152, 19.226074, 17.547607, 17.852783, 8.087158, 19.378662, 1.831055, 0.452991, 0.483016, 0.008547, 0.000427, 0.000000
25311.000000, 0.915527, 1.983643, 2.441406, 10.833740, 18.768311, 17.242432, 17.852783, 8.087158, 19.226074, 1.831055, 0.452991, 0.481756, 0.000000, 0.001260, 0.000000
25493.000000, 0.915527, 1.983643, 2.593994, 10.681152, 18.920898, 17.547607, 18.005371, 8.239746, 19.378662, 1.831055, 0.457627, 0.479890, -0.004636, 0.001866, 0.000000
25673.000000, 0.915527, 1.983643, 2.441406, 10.833740, 19.226074, 17.852783, 18.005371, 8.392334, 19.378662, 1.831055, 0.466102, 0.479002, -0.008475, 0.000888, 0.000000
