Time, v, b, c, g, gy, y, o, r, cl, nir,  Value, Average Value, Delta, Average Delta
180.000000, 8.392334, 33.416748, 14.190674, 30.822754, 36.773682, 30.517578, 21.972656, 10.070801, 37.536621, 1.831055, 0.458333, 0.458333, 0.000000, 0.000000
352.000000, 9.613037, 39.825439, 16.784668, 41.046143, 40.283203, 34.637451, 24.566650, 11.444092, 37.689209, 1.525879, 0.465839, 0.462086, -0.007505, -0.003753
524.000000, 8.544922, 34.637451, 14.495850, 31.890869, 43.029785, 36.315918, 25.939941, 12.054443, 36.621094, 1.525879, 0.464706, 0.462959, 0.001133, -0.002124
694.000000, 9.307861, 38.452148, 15.869141, 36.773682, 37.536621, 31.890869, 22.888184, 10.528564, 36.163330, 1.525879, 0.460000, 0.462219, 0.004706, -0.000417
868.000000, 8.850098, 36.315918, 15.258789, 34.637451, 42.266846, 35.552979, 25.634766, 11.749268, 38.757324, 1.831055, 0.458333, 0.461442, 0.001667, 0.000000
1038.000000, 8.697510, 35.552979, 14.801025, 33.264160, 37.384033, 31.585693, 22.583008, 10.375977, 36.010742, 1.525879, 0.459459, 0.461112, -0.001126, -0.000188
1211.000000, 9.155273, 37.231445, 15.716553, 36.010742, 41.503906, 35.095215, 25.329590, 11.596680, 38.604736, 1.525879, 0.457831, 0.460643, 0.001628, 0.000072
1380.000000, 8.544922, 34.942627, 14.648438, 32.653809, 37.536621, 31.890869, 22.735596, 10.528564, 36.163330, 1.525879, 0.463087, 0.460949, -0.005256, -0.000594
1555.000000, 9.155273, 37.078857, 15.563965, 35.858154, 40.740967, 34.790039, 24.871826, 11.444092, 37.994385, 1.525879, 0.460123, 0.460857, 0.002965, -0.000199
1728.000000, 8.697510, 35.095215, 14.648438, 32.806396, 38.146973, 32.348633, 23.040771, 10.681152, 36.315918, 1.525879, 0.463576, 0.461129, -0.003453, -0.000524
1901.000000, 9.155273, 37.231445, 15.411377, 34.637451, 33.111572, 33.111572, 21.514893, 12.054443, 37.536621, 1.525879, 0.560284, 0.470143, -0.096707, -0.009268
2075.000000, 5.798340, 23.651123, 10.223389, 16.784668, 30.975342, 30.364990, 23.040771, 10.681152, 43.945313, 1.831055, 0.463576, 0.469596, 0.096707, -0.000437
2249.000000, 6.561279, 27.313232, 10.528564, 18.310547, 21.209717, 22.430420, 16.479492, 7.629395, 35.705566, 1.525879, 0.462963, 0.469086, 0.000613, -0.000356
2420.000000, 5.798340, 23.956299, 8.850098, 17.852783, 24.871826, 26.092529, 18.005371, 9.155273, 32.196045, 1.220703, 0.508475, 0.471899, -0.045512, -0.003582
2591.000000, 4.730225, 21.667480, 8.697510, 13.885498, 20.751953, 20.751953, 14.801025, 7.781982, 29.907227, 0.915527, 0.525773, 0.475491, -0.017299, -0.004496
2761.000000, 4.119873, 17.547607, 7.171631, 10.986328, 14.038086, 13.885498, 10.528564, 5.340576, 22.430420, 0.610352, 0.507246, 0.477475, 0.018527, -0.003057
2933.000000, 4.425049, 21.667480, 10.528564, 12.054443, 7.781982, 8.697510, 7.171631, 3.662109, 14.953613, 0.610352, 0.510638, 0.479426, -0.003392, -0.003077
3102.000000, 3.967285, 14.343262, 5.187988, 6.561279, 8.697510, 10.833740, 19.226074, 11.138916, 16.174316, 0.610352, 0.579365, 0.484978, -0.068727, -0.006724
3272.000000, 4.272461, 16.021729, 6.866455, 7.019043, 18.157959, 20.599365, 15.106201, 9.155273, 55.389404, 1.525879, 0.606061, 0.491351, -0.026696, -0.007775
3443.000000, 10.528564, 49.285889, 18.615723, 13.580322, 22.277832, 24.566650, 30.212402, 20.904541, 44.250488, 1.525879, 0.691919, 0.501379, -0.085859, -0.011679
3618.000000, 9.460449, 45.318604, 20.904541, 17.852783, 21.972656, 19.531250, 24.719238, 16.784668, 37.536621, 1.525879, 0.679012, 0.509838, 0.012907, -0.010509
3792.000000, 9.918213, 48.828125, 25.482178, 30.364990, 36.621094, 24.719238, 26.550293, 19.836426, 45.013428, 1.831055, 0.747126, 0.520624, -0.068114, -0.013127
3966.000000, 10.070801, 46.386719, 30.059814, 43.792725, 42.724609, 23.345947, 24.566650, 18.615723, 51.116943, 1.831055, 0.757764, 0.530934, -0.010638, -0.013019
4140.000000, 9.765625, 47.149658, 31.585693, 54.779053, 45.623779, 25.634766, 27.160645, 19.989014, 50.811768, 2.136230, 0.735955, 0.539477, 0.021809, -0.011568
4314.000000, 9.765625, 38.146973, 28.228760, 44.403076, 47.760010, 27.008057, 26.397705, 17.089844, 55.389404, 2.136230, 0.647399, 0.543794, 0.088556, -0.007563
4486.000000, 9.155273, 41.046143, 26.702881, 51.116943, 59.051514, 27.313232, 31.433105, 23.040771, 61.340332, 2.136230, 0.733010, 0.551071, -0.085611, -0.010564
4660.000000, 9.765625, 43.792725, 32.501221, 64.697266, 65.155029, 30.670166, 33.264160, 25.024414, 68.054199, 2.746582, 0.752294, 0.558524, -0.019284, -0.010887
4834.000000, 9.460449, 38.757324, 30.670166, 60.272217, 58.593750, 29.449463, 34.332275, 22.735596, 61.035156, 2.441406, 0.662222, 0.562228, 0.090071, -0.007282
5007.000000, 8.544922, 39.825439, 29.144287, 60.424805, 46.234131, 21.209717, 26.702881, 18.157959, 38.452148, 1.831055, 0.680000, 0.566289, -0.017778, -0.007644
5182.000000, 6.408691, 28.381348, 20.294189, 46.997070, 51.574707, 27.160645, 32.348633, 18.310547, 68.817139, 2.136230, 0.566038, 0.566280, 0.113962, -0.003590
5354.000000, 6.866455, 27.465820, 19.531250, 46.234131, 43.487549, 22.430420, 31.585693, 18.310547, 49.285889, 1.831055, 0.579710, 0.566714, -0.013672, -0.003915
5528.000000, 7.324219, 28.686523, 22.583008, 45.776367, 45.623779, 22.430420, 28.076172, 17.089844, 52.185059, 1.831055, 0.608696, 0.568025, -0.028986, -0.004699
5701.000000, 7.171631, 28.991699, 20.141602, 49.133301, 44.860840, 23.193359, 30.364990, 18.005371, 57.373047, 1.831055, 0.592965, 0.568781, 0.015731, -0.004080
5873.000000, 7.019043, 27.313232, 20.904541, 47.760010, 45.928955, 24.414063, 31.585693, 18.920898, 54.321289, 1.831055, 0.599034, 0.569671, -0.006069, -0.004138
6047.000000, 6.103516, 24.414063, 19.836426, 45.013428, 45.318604, 25.024414, 30.670166, 17.547607, 54.168701, 1.831055, 0.572139, 0.569741, 0.026895, -0.003252
6219.000000, 6.408691, 23.803711, 18.920898, 42.114258, 44.250488, 25.177002, 30.517578, 18.615723, 51.269531, 1.831055, 0.610000, 0.570860, -0.037861, -0.004213
