Time, v, b, c, g, gy, y, o, r, cl, nir,  Value, Average Value, Delta, Average Delta
182.000000, 5.645752, 20.446777, 8.392334, 17.700195, 19.836426, 17.852783, 10.833740, 5.798340, 34.942627, 1.220703, 0.535211, 0.535211, 0.000000, 0.000000
350.000000, 5.645752, 19.989014, 8.239746, 17.700195, 19.989014, 18.463135, 10.986328, 5.950928, 35.858154, 1.220703, 0.541667, 0.538439, -0.006455, -0.003228
522.000000, 5.645752, 20.141602, 8.392334, 17.547607, 20.599365, 18.768311, 11.444092, 6.103516, 36.926270, 1.220703, 0.533333, 0.536737, 0.008333, 0.000626
691.000000, 5.798340, 20.446777, 8.392334, 17.700195, 19.989014, 18.615723, 11.138916, 5.950928, 36.315918, 1.220703, 0.534247, 0.536114, -0.000913, 0.000241
861.000000, 5.798340, 20.446777, 8.392334, 17.700195, 20.294189, 18.615723, 11.138916, 5.950928, 36.315918, 1.220703, 0.534247, 0.535741, 0.000000, 0.000193
1028.000000, 5.950928, 20.446777, 8.239746, 17.700195, 20.141602, 18.615723, 11.138916, 5.950928, 36.468506, 1.220703, 0.534247, 0.535492, 0.000000, 0.000161
1197.000000, 5.798340, 20.446777, 8.392334, 17.700195, 20.141602, 18.463135, 11.138916, 5.950928, 36.315918, 1.220703, 0.534247, 0.535314, 0.000000, 0.000138
1366.000000, 5.950928, 20.294189, 8.239746, 17.700195, 20.141602, 18.615723, 11.138916, 5.950928, 36.468506, 1.220703, 0.534247, 0.535180, 0.000000, 0.000121
1536.000000, 5.950928, 20.446777, 8.392334, 17.700195, 20.141602, 18.615723, 11.138916, 5.950928, 36.468506, 1.220703, 0.534247, 0.535077, 0.000000, 0.000107
1706.000000, 5.950928, 20.446777, 8.392334, 17.700195, 20.141602, 18.463135, 11.138916, 5.950928, 36.315918, 1.220703, 0.534247, 0.534994, 0.000000, 0.000096
1876.000000, 5.798340, 20.446777, 8.239746, 17.700195, 20.141602, 18.615723, 11.138916, 5.950928, 36.315918, 1.220703, 0.534247, 0.534926, 0.000000, 0.000088
2047.000000, 5.950928, 25.787354, 10.223389, 19.378662, 24.871826, 24.719238, 17.242432, 8.239746, 35.247803, 1.525879, 0.477876, 0.530172, 0.056370, 0.004778
2218.000000, 4.577637, 17.395020, 7.476807, 9.765625, 18.463135, 16.784668, 12.207031, 5.950928, 34.942627, 1.220703, 0.487500, 0.526889, -0.009624, 0.003670
2388.000000, 4.425049, 18.920898, 8.239746, 12.512207, 14.038086, 14.495850, 10.833740, 5.340576, 17.089844, 0.610352, 0.492958, 0.524466, -0.005458, 0.003018
2560.000000, 2.441406, 11.444092, 4.577637, 5.340576, 9.307861, 11.596680, 8.850098, 4.425049, 14.495850, 0.610352, 0.500000, 0.522834, -0.007042, 0.002347
2728.000000, 3.967285, 15.106201, 5.645752, 6.561279, 7.781982, 10.833740, 8.850098, 5.035400, 18.157959, 0.610352, 0.568965, 0.525718, -0.068965, -0.002110
2897.000000, 5.950928, 23.193359, 7.934570, 9.613037, 6.866455, 12.664795, 11.444092, 7.476807, 14.190674, 0.610352, 0.653333, 0.533225, -0.084368, -0.006948
