Time, v, b, c, g, gy, y, o, r, cl, nir, Value, Average Value, Delta, Average Delta
6969.000000, 1.373291, 6.408691, 6.713867, 20.294189, 13.885498, 8.239746, 6.103516, 6.561279, 11.138916, 0.610352, 1.075000, 0.834292, 0.033108, -0.016270, 0.000000
7148.000000, 1.373291, 6.561279, 7.019043, 21.209717, 14.801025, 8.850098, 6.561279, 7.019043, 11.138916, 0.610352, 1.069767, 0.840179, 0.005233, -0.015732, 0.000000
7326.000000, 1.373291, 6.561279, 6.866455, 21.057129, 15.716553, 9.613037, 6.866455, 7.629395, 10.681152, 0.610352, 1.111111, 0.846787, -0.041344, -0.016357, 0.000000
7505.000000, 1.525879, 6.713867, 7.171631, 22.277832, 16.479492, 9.918213, 7.629395, 7.324219, 10.223389, 0.610352, 0.960000, 0.849482, 0.151111, -0.012370, 0.000000
7684.000000, 1.373291, 6.561279, 7.019043, 21.972656, 16.784668, 10.223389, 7.934570, 7.476807, 11.596680, 0.610352, 0.942308, 0.851641, 0.017692, -0.011671, 0.000000
7862.000000, 1.525879, 6.561279, 7.324219, 22.277832, 18.157959, 11.138916, 8.850098, 7.934570, 11.444092, 0.610352, 0.896552, 0.852662, 0.045756, -0.010365, 0.000000
8042.000000, 1.373291, 6.713867, 6.866455, 23.040771, 17.242432, 11.444092, 8.392334, 8.087158, 10.833740, 0.610352, 0.963636, 0.855128, -0.067085, -0.011626, 0.000000
8223.000000, 1.525879, 6.866455, 7.324219, 24.261475, 19.226074, 12.207031, 9.613037, 8.239746, 13.427734, 0.915527, 0.857143, 0.855172, 0.106493, -0.009058, 0.000000
8402.000000, 1.373291, 6.408691, 6.561279, 22.583008, 17.852783, 11.749268, 9.002686, 8.087158, 10.681152, 0.610352, 0.898305, 0.856089, -0.041162, -0.009741, 0.000000
8583.000000, 1.373291, 6.561279, 6.561279, 22.430420, 17.395020, 13.122559, 8.697510, 8.850098, 11.291504, 0.610352, 1.017544, 0.859453, -0.119239, -0.012022, 0.000000
8763.000000, 1.525879, 5.950928, 6.866455, 20.751953, 18.920898, 14.038086, 9.460449, 9.460449, 11.291504, 0.610352, 1.000000, 0.862321, 0.017544, -0.011419, 0.000000
8942.000000, 1.220703, 5.340576, 6.103516, 19.989014, 17.242432, 11.444092, 9.002686, 7.781982, 11.444092, 0.610352, 0.864407, 0.862363, 0.135593, -0.008479, 0.000000
9122.000000, 1.220703, 5.187988, 5.645752, 19.378662, 16.326904, 11.901855, 8.544922, 7.934570, 11.596680, 0.610352, 0.928571, 0.863661, -0.064165, -0.009570, 0.000000
9301.000000, 1.373291, 5.340576, 6.256104, 20.141602, 19.073486, 12.664795, 10.223389, 8.697510, 11.444092, 0.610352, 0.850746, 0.863413, 0.077825, -0.007890, 0.000000
9482.000000, 1.373291, 5.340576, 6.103516, 19.989014, 18.615723, 13.122559, 10.223389, 8.850098, 11.596680, 0.915527, 0.865672, 0.863455, -0.014925, -0.008023, 0.000000
9664.000000, 1.373291, 5.340576, 5.950928, 20.294189, 17.547607, 12.664795, 9.765625, 8.392334, 11.138916, 0.610352, 0.859375, 0.863380, 0.006297, -0.007757, 0.000000
9842.000000, 1.525879, 5.798340, 6.408691, 22.735596, 19.378662, 15.411377, 10.681152, 9.918213, 11.749268, 0.915527, 0.928571, 0.864565, -0.069196, -0.008874, 0.000000
10023.000000, 1.220703, 4.882813, 5.340576, 18.615723, 16.632080, 13.122559, 9.307861, 8.239746, 11.138916, 0.610352, 0.885246, 0.864934, 0.043325, -0.007942, 0.000000
10203.000000, 1.220703, 5.645752, 6.103516, 22.430420, 19.378662, 14.495850, 10.986328, 9.307861, 11.901855, 0.610352, 0.847222, 0.864624, 0.038024, -0.007136, 0.000000
10383.000000, 1.220703, 5.035400, 5.645752, 19.989014, 20.141602, 16.021729, 11.901855, 10.375977, 12.054443, 0.915527, 0.871795, 0.864747, -0.024573, -0.007437, 0.000000
10567.000000, 1.373291, 5.187988, 6.103516, 20.599365, 18.310547, 15.716553, 10.528564, 10.070801, 11.291504, 0.610352, 0.956522, 0.866303, -0.084727, -0.008747, 0.000000
10751.000000, 1.373291, 5.798340, 5.645752, 23.193359, 20.599365, 17.700195, 11.596680, 10.681152, 11.596680, 0.610352, 0.921053, 0.867215, 0.035469, -0.008010, 0.000000
10931.000000, 1.373291, 4.425049, 5.645752, 17.700195, 19.836426, 14.190674, 11.749268, 8.697510, 13.275146, 0.915527, 0.740260, 0.865134, 0.180793, -0.004914, 0.000000
11110.000000, 1.220703, 5.493164, 5.035400, 22.735596, 21.514893, 16.174316, 12.359619, 9.765625, 12.969971, 0.915527, 0.790123, 0.863924, -0.049864, -0.005639, 0.000000
11293.000000, 1.220703, 4.730225, 5.645752, 19.073486, 24.719238, 15.869141, 15.258789, 9.460449, 11.749268, 0.915527, 0.620000, 0.860052, 0.170123, -0.002850, 0.000000
11472.000000, 1.220703, 4.730225, 5.187988, 19.226074, 19.073486, 16.937256, 11.901855, 9.918213, 12.054443, 0.915527, 0.833333, 0.859635, -0.213333, -0.006138, 0.000000
11654.000000, 1.373291, 4.882813, 5.340576, 19.531250, 20.599365, 17.852783, 13.427734, 10.375977, 11.901855, 0.610352, 0.772727, 0.858298, 0.060606, -0.005112, 0.000000
11836.000000, 1.373291, 4.730225, 5.645752, 19.989014, 21.362305, 17.547607, 13.885498, 10.223389, 11.749268, 0.915527, 0.736264, 0.862848, 0.036463, -0.004551, 0.000000
12019.000000, 1.373291, 4.577637, 5.340576, 18.920898, 21.972656, 18.310547, 14.495850, 10.528564, 13.122559, 0.915527, 0.726316, 0.867326, 0.009948, -0.004477, 0.000000
12203.000000, 1.373291, 4.730225, 5.340576, 19.836426, 21.667480, 18.768311, 14.495850, 10.833740, 13.122559, 0.915527, 0.747368, 0.872047, -0.021053, -0.004721, 0.000000
12386.000000, 1.373291, 4.730225, 5.340576, 19.226074, 21.972656, 18.463135, 14.190674, 10.528564, 12.512207, 0.915527, 0.741935, 0.876765, 0.005433, -0.004718, 0.000000
12569.000000, 1.373291, 4.425049, 5.035400, 18.157959, 20.294189, 18.768311, 13.732910, 10.528564, 13.122559, 0.915527, 0.766667, 0.881783, -0.024731, -0.005018, 0.000000
12753.000000, 1.373291, 4.577637, 5.035400, 18.615723, 22.430420, 19.378662, 14.953613, 10.986328, 13.580322, 0.915527, 0.734694, 0.886309, 0.031973, -0.004526, 0.000000
12935.000000, 1.373291, 4.577637, 5.340576, 19.531250, 22.277832, 19.989014, 15.411377, 11.138916, 12.969971, 0.915527, 0.722772, 0.890652, 0.011922, -0.004343, 0.000000
13116.000000, 1.373291, 4.577637, 5.187988, 18.920898, 22.735596, 20.446777, 15.869141, 11.291504, 13.732910, 0.915527, 0.711538, 0.894823, 0.011234, -0.004170, 0.000000
13296.000000, 1.373291, 4.730225, 5.187988, 19.683838, 23.498535, 22.125244, 16.784668, 11.749268, 14.038086, 1.220703, 0.700000, 0.898895, 0.011538, -0.004072, 0.000000
13479.000000, 1.525879, 4.577637, 5.340576, 19.378662, 23.498535, 21.667480, 16.326904, 11.596680, 13.732910, 0.915527, 0.710280, 0.903046, -0.010280, -0.004151, 0.000000
13662.000000, 1.525879, 4.730225, 5.493164, 19.836426, 24.871826, 22.430420, 18.005371, 12.054443, 14.038086, 1.220703, 0.669492, 0.906367, 0.040789, -0.003321, 0.000000
13845.000000, 1.373291, 4.730225, 5.035400, 21.514893, 23.345947, 23.345947, 17.395020, 12.512207, 13.732910, 0.915527, 0.719298, 0.909741, -0.049807, -0.003374, 0.000000
14030.000000, 1.373291, 5.035400, 5.187988, 21.362305, 26.702881, 24.108887, 19.683838, 13.122559, 14.495850, 0.915527, 0.666667, 0.911939, 0.052632, -0.002198, 0.000000
14211.000000, 1.525879, 4.882813, 5.493164, 20.904541, 27.008057, 24.261475, 20.141602, 12.817383, 14.038086, 0.915527, 0.636364, 0.914261, 0.030303, -0.002322, 0.000000
14392.000000, 1.373291, 4.882813, 5.187988, 21.209717, 25.482178, 24.414063, 19.073486, 12.969971, 13.732910, 0.915527, 0.680000, 0.917218, -0.043636, -0.002957, 0.000000
14576.000000, 1.525879, 5.035400, 4.882813, 21.972656, 23.651123, 24.871826, 17.395020, 13.275146, 13.732910, 1.220703, 0.763158, 0.920567, -0.083158, -0.003349, 0.000000
14759.000000, 1.373291, 4.882813, 4.882813, 21.057129, 23.498535, 24.719238, 18.157959, 13.427734, 13.732910, 0.915527, 0.739496, 0.921687, 0.023662, -0.001120, 0.000000
FIRST DELTA HIT
14959.000000, 1.373291, 4.730225, 4.425049, 20.751953, 22.125244, 25.177002, 17.089844, 13.427734, 14.343262, 1.220703, 0.785714, 0.920670, -0.046218, 0.001018, 0.000000
RXN DONE
Calculated Distance: 31.84
TIMETORUN: 56290.45
15204.000000, 1.373291, 4.730225, 4.577637, 20.599365, 23.651123, 23.956299, 19.683838, 12.817383, 13.427734, 0.915527, 0.651163, 0.915303, 0.134551, 0.005367, 0.000000
15385.000000, 1.373291, 4.119873, 4.882813, 18.615723, 24.414063, 24.108887, 19.378662, 12.664795, 13.732910, 0.915527, 0.653543, 0.910294, -0.002380, 0.005010, 0.000000
15569.000000, 1.678467, 4.119873, 5.187988, 18.157959, 25.482178, 25.787354, 19.531250, 12.969971, 14.190674, 1.220703, 0.664063, 0.903971, -0.010519, 0.006322, 0.000000
15752.000000, 1.525879, 4.425049, 5.035400, 19.073486, 27.008057, 27.465820, 19.989014, 13.580322, 13.732910, 0.915527, 0.679389, 0.897330, -0.015327, 0.006642, 0.000000
15935.000000, 1.373291, 4.425049, 4.730225, 19.378662, 25.939941, 25.024414, 20.599365, 13.427734, 13.427734, 0.915527, 0.651852, 0.890109, 0.027537, 0.007221, 0.000000
16116.000000, 1.373291, 3.967285, 4.882813, 18.463135, 24.261475, 24.871826, 19.226074, 12.664795, 14.190674, 1.220703, 0.658730, 0.882206, -0.006878, 0.007903, 0.000000
16300.000000, 1.525879, 3.967285, 4.730225, 18.463135, 25.329590, 25.939941, 20.294189, 12.969971, 14.343262, 1.220703, 0.639098, 0.874089, 0.019632, 0.008116, 0.000000
16482.000000, 1.525879, 4.272461, 4.730225, 19.226074, 26.550293, 26.855469, 21.209717, 13.580322, 14.953613, 1.220703, 0.640288, 0.865259, -0.001190, 0.008831, 0.000000
16664.000000, 1.525879, 4.272461, 4.730225, 19.073486, 25.634766, 27.008057, 21.209717, 13.732910, 14.801025, 1.220703, 0.647482, 0.857573, -0.007194, 0.007686, 0.000000
16847.000000, 1.373291, 4.119873, 4.577637, 19.226074, 25.482178, 27.160645, 21.514893, 14.038086, 14.190674, 1.220703, 0.652482, 0.849895, -0.005000, 0.007677, 0.000000
17029.000000, 1.373291, 3.967285, 4.425049, 18.615723, 25.024414, 27.160645, 20.904541, 13.732910, 14.495850, 1.220703, 0.656934, 0.842355, -0.004452, 0.007540, 0.000000
17211.000000, 1.373291, 4.119873, 4.577637, 18.768311, 25.939941, 27.160645, 21.667480, 13.885498, 14.953613, 1.220703, 0.640845, 0.833464, 0.016089, 0.008891, 0.000000
17392.000000, 1.525879, 3.967285, 4.577637, 18.157959, 25.634766, 27.618408, 21.209717, 13.580322, 14.495850, 1.220703, 0.640288, 0.825133, 0.000557, 0.008331, 0.000000
17575.000000, 1.525879, 3.814697, 4.730225, 18.005371, 26.092529, 27.770996, 21.514893, 13.732910, 14.495850, 1.220703, 0.638298, 0.816305, 0.001990, 0.008828, 0.000000
17757.000000, 1.525879, 3.814697, 4.577637, 18.157959, 25.482178, 27.770996, 21.514893, 13.580322, 15.106201, 1.220703, 0.631206, 0.807994, 0.007092, 0.008311, 0.000000
17938.000000, 1.525879, 3.814697, 4.425049, 17.547607, 25.329590, 27.923584, 21.209717, 13.885498, 15.106201, 1.220703, 0.654676, 0.799771, -0.023471, 0.008223, 0.000000
18121.000000, 1.525879, 3.967285, 4.577637, 18.157959, 27.008057, 28.533936, 23.345947, 14.190674, 15.106201, 1.220703, 0.607843, 0.793083, 0.046833, 0.006688, 0.000000
18304.000000, 1.525879, 3.814697, 4.425049, 17.700195, 25.787354, 28.381348, 22.125244, 14.038086, 15.258789, 1.220703, 0.634483, 0.786744, -0.026640, 0.006339, 0.000000
18486.000000, 1.525879, 3.662109, 4.272461, 17.395020, 25.177002, 28.228760, 21.820068, 13.580322, 15.563965, 1.220703, 0.622378, 0.779356, 0.012105, 0.007387, 0.000000
18667.000000, 1.373291, 3.662109, 4.272461, 17.242432, 25.482178, 28.076172, 22.277832, 13.732910, 15.563965, 1.220703, 0.616438, 0.771792, 0.005939, 0.007564, 0.000000
18848.000000, 1.525879, 3.662109, 4.425049, 17.089844, 25.787354, 28.839111, 22.430420, 14.038086, 15.716553, 1.220703, 0.625850, 0.764882, -0.009412, 0.006910, 0.000000
19032.000000, 1.525879, 3.814697, 4.425049, 17.852783, 26.855469, 29.907227, 23.803711, 14.495850, 15.716553, 1.220703, 0.608974, 0.757793, 0.016876, 0.007089, 0.000000
19212.000000, 1.525879, 3.814697, 4.577637, 18.157959, 27.313232, 31.127930, 24.108887, 14.801025, 16.021729, 1.220703, 0.613924, 0.750144, -0.004950, 0.007649, 0.000000
19395.000000, 1.525879, 3.814697, 4.577637, 18.310547, 27.923584, 31.433105, 24.719238, 15.106201, 16.021729, 1.220703, 0.611111, 0.744776, 0.002813, 0.005368, 0.000000
19578.000000, 1.525879, 3.814697, 4.577637, 18.310547, 27.618408, 31.433105, 24.414063, 14.953613, 15.869141, 1.220703, 0.612500, 0.739703, -0.001389, 0.005074, 0.000000
19761.000000, 1.525879, 3.662109, 4.577637, 17.700195, 27.008057, 30.975342, 23.803711, 14.648438, 16.021729, 1.220703, 0.615385, 0.735377, -0.002885, 0.004326, 0.000000
19943.000000, 1.525879, 3.662109, 4.577637, 17.547607, 27.008057, 31.280518, 24.261475, 14.648438, 16.174316, 1.220703, 0.603774, 0.729841, 0.011611, 0.005536, 0.000000
20125.000000, 1.525879, 3.662109, 4.425049, 17.700195, 27.465820, 31.433105, 24.719238, 14.801025, 16.326904, 1.220703, 0.598765, 0.725866, 0.005008, 0.003975, 0.000000
20308.000000, 1.525879, 3.662109, 4.425049, 17.547607, 27.770996, 31.280518, 25.177002, 14.648438, 16.174316, 1.220703, 0.581818, 0.720996, 0.016947, 0.004869, 0.000000
20488.000000, 1.525879, 3.662109, 4.272461, 17.395020, 27.313232, 31.585693, 25.177002, 14.801025, 15.563965, 1.220703, 0.587879, 0.714386, -0.006061, 0.006610, 0.000000
20671.000000, 1.525879, 3.814697, 4.425049, 17.852783, 28.076172, 32.653809, 25.482178, 15.258789, 16.021729, 1.220703, 0.598802, 0.708214, -0.010924, 0.006172, 0.000000
20853.000000, 1.525879, 3.814697, 4.425049, 17.852783, 28.076172, 33.111572, 25.787354, 15.411377, 16.326904, 1.220703, 0.597633, 0.704110, 0.001169, 0.004104, 0.000000
21034.000000, 1.678467, 3.662109, 4.425049, 17.852783, 28.228760, 33.721924, 26.092529, 15.411377, 16.326904, 1.373291, 0.590643, 0.698911, 0.006990, 0.005199, 0.000000
21216.000000, 1.678467, 3.662109, 4.425049, 18.005371, 28.381348, 33.874512, 26.245117, 15.563965, 16.174316, 1.220703, 0.593023, 0.694946, -0.002380, 0.003965, 0.000000
21399.000000, 1.525879, 3.662109, 4.577637, 17.700195, 28.381348, 33.416748, 26.702881, 15.258789, 16.326904, 1.525879, 0.571429, 0.690419, 0.021595, 0.004527, 0.000000
21580.000000, 1.525879, 3.662109, 4.272461, 17.547607, 28.076172, 33.874512, 26.397705, 15.411377, 16.479492, 1.220703, 0.583815, 0.686180, -0.012386, 0.004239, 0.000000
21761.000000, 1.678467, 3.662109, 4.272461, 17.395020, 28.381348, 34.027100, 26.702881, 15.411377, 16.632080, 1.525879, 0.577143, 0.680773, 0.006672, 0.005407, 0.000000
21943.000000, 1.525879, 3.662109, 4.425049, 17.395020, 28.381348, 34.179688, 27.160645, 15.563965, 16.937256, 1.525879, 0.573034, 0.675970, 0.004109, 0.004803, 0.000000
22123.000000, 1.678467, 3.662109, 4.425049, 17.700195, 28.991699, 35.095215, 27.618408, 15.869141, 17.089844, 1.525879, 0.574586, 0.671775, -0.001552, 0.004194, 0.000000
22307.000000, 1.678467, 3.814697, 4.425049, 17.700195, 29.296875, 35.705566, 28.076172, 16.174316, 17.242432, 1.525879, 0.576087, 0.667226, -0.001501, 0.004549, 0.000000
22490.000000, 1.678467, 3.814697, 4.425049, 18.157959, 29.754639, 36.621094, 28.381348, 16.326904, 17.089844, 1.525879, 0.575269, 0.661361, 0.000818, 0.005865, 0.000000
22671.000000, 1.678467, 3.814697, 4.425049, 17.852783, 29.449463, 36.163330, 28.228760, 16.174316, 16.937256, 1.525879, 0.572973, 0.656006, 0.002296, 0.005355, 0.000000
22850.000000, 1.678467, 3.662109, 4.425049, 17.700195, 28.991699, 35.858154, 27.923584, 16.021729, 16.632080, 1.525879, 0.573770, 0.653444, -0.000798, 0.002561, 0.000000
23034.000000, 1.678467, 3.662109, 4.425049, 17.547607, 29.296875, 35.858154, 28.381348, 16.021729, 16.784668, 1.525879, 0.564516, 0.649973, 0.009254, 0.003471, 0.000000
23216.000000, 1.678467, 3.662109, 4.577637, 17.547607, 29.296875, 35.858154, 28.533936, 16.021729, 16.784668, 1.525879, 0.561497, 0.649073, 0.003019, 0.000900, 0.000000
23397.000000, 1.678467, 3.662109, 4.425049, 17.547607, 29.602051, 36.010742, 28.839111, 16.174316, 17.242432, 1.525879, 0.560847, 0.644881, 0.000651, 0.004192, 0.000000
23579.000000, 1.678467, 3.662109, 4.425049, 17.700195, 29.754639, 36.315918, 29.296875, 16.326904, 17.089844, 1.525879, 0.557292, 0.641567, 0.003555, 0.003314, 0.000000
23762.000000, 1.678467, 3.662109, 4.425049, 17.700195, 29.907227, 36.621094, 29.449463, 16.326904, 17.395020, 1.525879, 0.554404, 0.638769, 0.002888, 0.002798, 0.000000
23942.000000, 1.678467, 3.662109, 4.425049, 17.547607, 29.907227, 36.468506, 29.449463, 16.326904, 17.395020, 1.525879, 0.554404, 0.636124, 0.000000, 0.002645, 0.000000
24124.000000, 1.678467, 3.509521, 4.425049, 17.395020, 29.907227, 36.773682, 29.296875, 16.174316, 17.547607, 1.525879, 0.552083, 0.633120, 0.002321, 0.003004, 0.000000
24304.000000, 1.678467, 3.509521, 4.425049, 17.242432, 29.907227, 37.078857, 29.449463, 16.326904, 17.547607, 1.525879, 0.554404, 0.630235, -0.002321, 0.002885, 0.000000
24486.000000, 1.678467, 3.662109, 4.272461, 17.547607, 29.907227, 37.231445, 29.602051, 16.479492, 17.242432, 1.525879, 0.556701, 0.627004, -0.002297, 0.003230, 0.000000
24669.000000, 1.678467, 3.509521, 4.425049, 17.395020, 30.212402, 37.536621, 29.907227, 16.479492, 17.242432, 1.525879, 0.551020, 0.624179, 0.005681, 0.002826, 0.000000
24849.000000, 1.678467, 3.662109, 4.272461, 17.395020, 30.212402, 37.689209, 29.907227, 16.479492, 17.395020, 1.525879, 0.551020, 0.621536, 0.000000, 0.002642, 0.000000
25029.000000, 1.678467, 3.662109, 4.425049, 17.395020, 29.907227, 37.994385, 29.907227, 16.632080, 17.547607, 1.525879, 0.556122, 0.619145, -0.005102, 0.002391, 0.000000
25213.000000, 1.678467, 3.509521, 4.272461, 17.242432, 29.907227, 37.994385, 30.059814, 16.632080, 17.700195, 1.525879, 0.553299, 0.616888, 0.002823, 0.002257, 0.000000
25393.000000, 1.678467, 3.509521, 4.272461, 17.395020, 29.907227, 38.146973, 30.212402, 16.632080, 17.547607, 1.525879, 0.550505, 0.614430, 0.002794, 0.002458, 0.000000
25575.000000, 1.678467, 3.509521, 4.272461, 17.395020, 30.212402, 38.299561, 30.822754, 16.784668, 17.700195, 1.525879, 0.544554, 0.612508, 0.005951, 0.001922, 0.000000
25755.000000, 1.678467, 3.509521, 4.272461, 17.242432, 30.670166, 37.994385, 30.822754, 16.632080, 17.242432, 1.525879, 0.539604, 0.609744, 0.004951, 0.002765, 0.000000
25938.000000, 1.678467, 3.509521, 4.272461, 17.395020, 30.822754, 38.299561, 31.127930, 16.784668, 17.395020, 1.525879, 0.539216, 0.607783, 0.000388, 0.001961, 0.000000
26120.000000, 1.678467, 3.662109, 4.272461, 17.547607, 30.822754, 39.062500, 31.127930, 16.937256, 17.700195, 1.525879, 0.544118, 0.606364, -0.004902, 0.001419, 0.000000
