Time, v, b, c, g, gy, y, o, r, cl, nir, Value, Average Value, Delta, Average Delta
6251.000000, 1.525879, 8.392334, 8.544922, 25.482178, 12.664795, 8.087158, 5.645752, 7.019043, 8.544922, 0.610352, 1.243243, 0.889916, 0.168522, -0.023084, 0.000000
6428.000000, 1.525879, 8.392334, 7.781982, 20.599365, 14.495850, 8.697510, 5.950928, 7.476807, 9.918213, 0.610352, 1.256410, 0.900096, -0.013167, -0.022809, 0.000000
6606.000000, 1.525879, 7.781982, 8.392334, 24.108887, 16.021729, 8.697510, 5.798340, 7.476807, 8.544922, 0.610352, 1.289474, 0.910620, -0.033063, -0.023086, 0.000000
6786.000000, 1.678467, 7.629395, 9.155273, 26.397705, 16.174316, 9.002686, 6.103516, 7.324219, 9.155273, 0.610352, 1.200000, 0.918235, 0.089474, -0.020124, 0.000000
6962.000000, 1.373291, 6.713867, 7.476807, 23.498535, 16.021729, 9.155273, 6.408691, 7.781982, 9.765625, 0.610352, 1.214286, 0.925827, -0.014286, -0.019974, 0.000000
7141.000000, 1.373291, 7.324219, 7.781982, 24.108887, 16.784668, 10.223389, 6.713867, 8.392334, 9.613037, 0.610352, 1.250000, 0.933931, -0.035714, -0.020368, 0.000000
7320.000000, 1.373291, 7.019043, 7.324219, 23.040771, 17.852783, 10.528564, 7.629395, 8.544922, 9.765625, 0.610352, 1.120000, 0.938469, 0.130000, -0.016700, 0.000000
7498.000000, 1.068115, 6.103516, 5.645752, 16.937256, 15.869141, 10.681152, 7.629395, 8.544922, 8.392334, 0.610352, 1.120000, 0.942791, 0.000000, -0.016303, 0.000000
7676.000000, 1.373291, 7.171631, 6.256104, 16.326904, 14.648438, 11.444092, 7.476807, 9.002686, 8.239746, 0.610352, 1.204082, 0.948868, -0.084082, -0.017879, 0.000000
7857.000000, 1.220703, 6.866455, 6.866455, 21.514893, 13.885498, 10.375977, 6.408691, 8.239746, 9.155273, 0.610352, 1.285714, 0.956523, -0.081633, -0.019328, 0.000000
8037.000000, 1.373291, 6.561279, 7.476807, 22.583008, 16.479492, 11.138916, 7.781982, 8.697510, 9.155273, 0.610352, 1.117647, 0.960104, 0.168067, -0.015163, 0.000000
8215.000000, 1.373291, 6.256104, 7.019043, 22.430420, 16.937256, 11.444092, 7.629395, 9.155273, 9.765625, 0.610352, 1.200000, 0.965319, -0.082353, -0.016624, 0.000000
8393.000000, 1.220703, 5.493164, 6.256104, 20.294189, 14.953613, 10.986328, 6.866455, 8.850098, 9.613037, 0.610352, 1.288889, 0.972203, -0.088889, -0.018162, 0.000000
8574.000000, 1.373291, 5.798340, 6.866455, 22.277832, 18.157959, 10.833740, 8.697510, 8.850098, 10.375977, 0.610352, 1.017544, 0.973148, 0.271345, -0.012130, 0.000000
8752.000000, 1.373291, 5.798340, 6.713867, 22.430420, 16.937256, 11.596680, 8.239746, 9.613037, 9.613037, 0.610352, 1.166667, 0.977098, -0.149123, -0.014926, 0.000000
8932.000000, 1.373291, 5.187988, 6.866455, 20.294189, 17.242432, 11.138916, 8.392334, 8.697510, 9.765625, 0.610352, 1.036364, 0.978283, 0.130303, -0.012021, 0.000000
9111.000000, 1.220703, 5.950928, 6.561279, 23.040771, 17.395020, 11.596680, 8.697510, 9.002686, 10.070801, 0.610352, 1.035088, 0.979397, 0.001276, -0.011761, 0.000000
9290.000000, 1.220703, 5.493164, 6.408691, 21.667480, 18.463135, 11.901855, 9.002686, 9.155273, 9.765625, 0.610352, 1.016949, 0.980119, 0.018139, -0.011186, 0.000000
9470.000000, 1.220703, 5.950928, 6.561279, 22.277832, 19.378662, 12.969971, 9.765625, 10.223389, 10.528564, 0.610352, 1.046875, 0.981378, -0.029926, -0.011539, 0.000000
9652.000000, 1.220703, 5.035400, 6.103516, 19.683838, 16.937256, 12.207031, 8.392334, 9.460449, 10.223389, 0.610352, 1.127273, 0.984080, -0.080398, -0.012814, 0.000000
9831.000000, 1.220703, 4.882813, 6.103516, 19.378662, 17.547607, 11.596680, 8.544922, 9.155273, 9.460449, 0.610352, 1.071429, 0.985668, 0.055844, -0.011566, 0.000000
10010.000000, 1.220703, 4.882813, 6.103516, 21.667480, 18.463135, 12.207031, 9.765625, 9.765625, 9.613037, 0.610352, 1.000000, 0.985924, 0.071429, -0.010084, 0.000000
10189.000000, 1.220703, 5.035400, 5.950928, 22.277832, 18.920898, 12.817383, 9.918213, 10.223389, 9.765625, 0.610352, 1.030769, 0.986711, -0.030769, -0.010447, 0.000000
10372.000000, 1.220703, 4.730225, 5.798340, 20.751953, 18.005371, 12.664795, 9.613037, 9.765625, 9.765625, 0.610352, 1.015873, 0.987214, 0.014896, -0.010010, 0.000000
10550.000000, 1.220703, 4.577637, 5.645752, 19.989014, 18.463135, 12.817383, 10.070801, 9.918213, 10.070801, 0.610352, 0.984848, 0.987174, 0.031025, -0.009314, 0.000000
10732.000000, 1.220703, 4.577637, 5.645752, 20.446777, 18.615723, 12.969971, 10.070801, 9.918213, 10.223389, 0.610352, 0.984848, 0.987135, 0.000000, -0.009159, 0.000000
10913.000000, 1.220703, 4.730225, 5.645752, 21.057129, 19.531250, 13.885498, 10.986328, 10.681152, 10.070801, 0.610352, 0.972222, 0.986890, 0.012626, -0.008802, 0.000000
11097.000000, 1.220703, 4.730225, 5.798340, 20.599365, 19.836426, 14.343262, 11.138916, 11.138916, 10.070801, 0.915527, 1.000000, 0.987102, -0.027778, -0.009108, 0.000000
11278.000000, 1.220703, 4.577637, 5.798340, 20.446777, 19.989014, 14.648438, 10.986328, 11.291504, 10.070801, 0.610352, 1.027778, 0.987747, -0.027778, -0.009405, 0.000000
11462.000000, 1.220703, 4.425049, 5.493164, 19.531250, 19.683838, 14.648438, 11.444092, 10.681152, 10.833740, 0.915527, 0.933333, 0.986897, 0.094444, -0.007782, 0.000000
11644.000000, 1.373291, 4.577637, 5.798340, 20.141602, 20.446777, 15.258789, 11.749268, 11.291504, 10.223389, 0.915527, 0.961039, 0.986499, -0.027706, -0.008088, 0.000000
11829.000000, 1.220703, 4.730225, 5.798340, 21.820068, 20.904541, 16.326904, 12.054443, 11.596680, 9.918213, 0.915527, 0.962025, 0.994603, -0.000986, -0.008104, 0.000000
12012.000000, 1.220703, 4.272461, 5.493164, 18.615723, 21.057129, 15.869141, 11.749268, 11.138916, 10.375977, 0.915527, 0.948052, 1.002492, 0.013973, -0.007889, 0.000000
12194.000000, 1.220703, 4.272461, 5.340576, 19.989014, 20.904541, 16.021729, 12.969971, 11.138916, 10.528564, 0.915527, 0.858824, 1.009007, 0.089228, -0.006516, 0.000000
12378.000000, 1.220703, 4.272461, 5.493164, 20.599365, 21.057129, 16.784668, 13.122559, 11.596680, 11.138916, 0.915527, 0.883721, 1.015906, -0.024897, -0.006899, 0.000000
12562.000000, 1.373291, 4.425049, 5.798340, 20.751953, 23.498535, 17.852783, 14.648438, 12.664795, 11.749268, 0.915527, 0.864583, 1.022410, 0.019138, -0.006503, 0.000000
12745.000000, 1.373291, 4.272461, 5.493164, 20.294189, 22.277832, 17.700195, 13.732910, 12.359619, 12.207031, 0.915527, 0.900000, 1.029378, -0.035417, -0.006968, 0.000000
12929.000000, 1.525879, 4.577637, 5.798340, 21.209717, 24.261475, 19.683838, 15.106201, 13.275146, 12.664795, 1.220703, 0.878788, 1.036020, 0.021212, -0.006642, 0.000000
13112.000000, 1.525879, 4.730225, 5.950928, 22.277832, 25.329590, 20.446777, 15.869141, 13.580322, 12.817383, 1.220703, 0.855769, 1.042489, 0.023019, -0.006469, 0.000000
13292.000000, 1.373291, 4.730225, 5.645752, 22.125244, 24.566650, 20.141602, 15.716553, 13.275146, 12.512207, 0.915527, 0.844660, 1.048606, 0.011109, -0.006117, 0.000000
13474.000000, 1.525879, 4.730225, 5.950928, 21.209717, 26.092529, 21.667480, 16.479492, 13.885498, 13.275146, 1.220703, 0.842593, 1.054771, 0.002068, -0.006165, 0.000000
13658.000000, 1.525879, 4.730225, 6.103516, 21.820068, 26.855469, 22.430420, 17.852783, 14.190674, 12.817383, 1.220703, 0.794872, 1.059665, 0.047721, -0.004894, 0.000000
13839.000000, 1.525879, 5.035400, 5.950928, 23.345947, 27.008057, 23.040771, 17.700195, 14.801025, 12.817383, 0.915527, 0.836207, 1.064635, -0.041335, -0.004970, 0.000000
14023.000000, 1.525879, 4.730225, 5.798340, 21.667480, 25.939941, 22.888184, 17.242432, 14.190674, 13.427734, 1.220703, 0.823009, 1.068218, 0.013198, -0.003582, 0.000000
14204.000000, 1.373291, 4.577637, 5.340576, 21.514893, 25.177002, 22.430420, 17.242432, 13.885498, 12.969971, 1.220703, 0.805310, 1.072594, 0.017699, -0.004377, 0.000000
14388.000000, 1.525879, 4.730225, 5.493164, 21.667480, 26.397705, 23.193359, 18.005371, 14.038086, 13.427734, 1.220703, 0.779661, 1.076897, 0.025649, -0.004302, 0.000000
14569.000000, 1.525879, 4.425049, 5.645752, 21.057129, 26.092529, 23.345947, 18.157959, 14.038086, 13.427734, 0.915527, 0.773109, 1.080607, 0.006552, -0.003711, 0.000000
14751.000000, 1.525879, 4.577637, 5.798340, 21.362305, 27.465820, 24.719238, 19.073486, 14.953613, 13.427734, 1.220703, 0.784000, 1.083695, -0.010891, -0.003087, 0.000000
14935.000000, 1.525879, 4.730225, 5.798340, 22.430420, 28.076172, 25.787354, 19.836426, 15.411377, 13.427734, 1.220703, 0.776923, 1.085391, 0.007077, -0.001696, 0.000000
FIRST DELTA HIT
15134.000000, 1.525879, 4.730225, 5.645752, 22.125244, 27.923584, 25.634766, 20.141602, 15.106201, 14.038086, 1.220703, 0.750000, 1.079178, 0.026923, 0.006213, 0.000000
15315.000000, 1.525879, 4.577637, 5.645752, 21.820068, 27.770996, 25.939941, 20.141602, 15.258789, 13.885498, 1.220703, 0.757576, 1.072987, -0.007576, 0.006191, 0.000000
15495.000000, 1.525879, 4.577637, 5.645752, 21.514893, 27.313232, 26.092529, 19.836426, 15.258789, 14.190674, 1.220703, 0.769231, 1.068206, -0.011655, 0.004781, 0.000000
15678.000000, 1.525879, 4.425049, 5.340576, 20.599365, 27.618408, 26.092529, 20.294189, 15.106201, 14.190674, 1.220703, 0.744361, 1.061068, 0.024870, 0.007138, 0.000000
15859.000000, 1.525879, 4.425049, 5.493164, 20.751953, 27.770996, 26.245117, 20.446777, 15.106201, 14.038086, 1.220703, 0.738806, 1.052524, 0.005555, 0.008543, 0.000000
16041.000000, 1.525879, 4.577637, 5.493164, 21.362305, 28.076172, 26.702881, 20.599365, 15.411377, 14.190674, 1.220703, 0.748148, 1.043875, -0.009342, 0.008649, 0.000000
16223.000000, 1.525879, 4.425049, 5.340576, 21.362305, 28.076172, 26.855469, 21.209717, 15.258789, 14.495850, 1.220703, 0.719424, 1.033193, 0.028724, 0.010683, 0.000000
16405.000000, 1.525879, 4.425049, 5.493164, 20.904541, 28.381348, 27.465820, 21.362305, 15.716553, 14.190674, 1.220703, 0.735714, 1.021029, -0.016290, 0.012163, 0.000000
16588.000000, 1.525879, 4.425049, 5.340576, 21.057129, 28.228760, 28.381348, 21.514893, 16.021729, 14.343262, 1.220703, 0.744681, 1.015392, -0.008967, 0.005637, 0.000000
16771.000000, 1.525879, 4.272461, 5.340576, 20.446777, 28.228760, 28.076172, 21.667480, 15.869141, 14.495850, 1.220703, 0.732394, 1.007079, 0.012286, 0.008313, 0.000000
16953.000000, 1.525879, 4.119873, 5.035400, 19.531250, 27.465820, 27.618408, 21.362305, 15.411377, 13.732910, 1.220703, 0.721429, 0.994552, 0.010966, 0.012527, 0.000000
17135.000000, 1.525879, 3.967285, 5.035400, 19.531250, 27.618408, 27.160645, 21.362305, 15.106201, 13.732910, 1.220703, 0.707143, 0.983680, 0.014286, 0.010872, 0.000000
17315.000000, 1.525879, 4.119873, 5.035400, 19.683838, 27.160645, 27.618408, 21.362305, 15.258789, 13.122559, 1.220703, 0.714286, 0.971079, -0.007143, 0.012601, 0.000000
17499.000000, 1.525879, 3.967285, 5.035400, 19.531250, 27.465820, 27.465820, 21.514893, 15.106201, 13.427734, 1.220703, 0.702128, 0.959659, 0.012158, 0.011420, 0.000000
17679.000000, 1.525879, 3.967285, 5.035400, 19.378662, 28.076172, 28.533936, 22.277832, 15.563965, 13.885498, 1.220703, 0.698630, 0.951177, 0.003497, 0.008483, 0.000000
17861.000000, 1.678467, 4.272461, 5.187988, 20.294189, 28.686523, 30.364990, 22.583008, 16.479492, 13.885498, 1.220703, 0.729730, 0.940684, -0.031100, 0.010493, 0.000000
18042.000000, 1.525879, 4.119873, 5.035400, 20.141602, 28.991699, 29.296875, 23.498535, 15.716553, 13.732910, 1.220703, 0.668831, 0.931847, 0.060899, 0.008837, 0.000000
18225.000000, 1.678467, 4.119873, 5.035400, 20.294189, 28.686523, 30.364990, 23.345947, 16.326904, 13.885498, 1.220703, 0.699346, 0.923276, -0.030515, 0.008570, 0.000000
18407.000000, 1.525879, 3.967285, 4.882813, 19.531250, 28.228760, 28.839111, 23.345947, 15.563965, 13.885498, 1.220703, 0.666667, 0.913695, 0.032680, 0.009582, 0.000000
18589.000000, 1.678467, 3.967285, 5.035400, 19.226074, 28.533936, 29.296875, 23.498535, 15.716553, 14.190674, 1.220703, 0.668831, 0.905523, -0.002164, 0.008172, 0.000000
18773.000000, 1.678467, 3.814697, 4.882813, 19.073486, 28.686523, 29.449463, 23.498535, 15.716553, 14.495850, 1.220703, 0.668831, 0.897131, 0.000000, 0.008392, 0.000000
18953.000000, 1.678467, 3.967285, 5.035400, 19.683838, 29.602051, 30.212402, 24.414063, 16.326904, 13.885498, 1.220703, 0.668750, 0.888189, 0.000081, 0.008942, 0.000000
19135.000000, 1.678467, 3.967285, 4.882813, 19.683838, 29.144287, 30.517578, 24.414063, 16.326904, 14.038086, 1.220703, 0.668750, 0.881247, 0.000000, 0.006942, 0.000000
19315.000000, 1.678467, 3.967285, 4.882813, 19.531250, 29.296875, 30.822754, 24.414063, 16.479492, 14.495850, 1.220703, 0.675000, 0.874401, -0.006250, 0.006846, 0.000000
19499.000000, 1.678467, 3.967285, 5.035400, 19.683838, 29.754639, 31.585693, 24.871826, 16.784668, 14.343262, 1.220703, 0.674847, 0.866259, 0.000153, 0.008142, 0.000000
19681.000000, 1.678467, 3.967285, 5.035400, 20.294189, 29.907227, 32.043457, 25.482178, 16.937256, 14.343262, 1.220703, 0.664671, 0.856704, 0.010176, 0.009555, 0.000000
19862.000000, 1.678467, 3.814697, 4.882813, 19.378662, 29.296875, 31.738281, 25.024414, 16.632080, 14.190674, 1.220703, 0.664634, 0.849734, 0.000036, 0.006969, 0.000000
20044.000000, 1.678467, 3.814697, 4.882813, 19.378662, 29.144287, 31.890869, 25.177002, 16.784668, 14.190674, 1.525879, 0.666667, 0.841529, -0.002033, 0.008205, 0.000000
20228.000000, 1.678467, 3.814697, 4.882813, 19.531250, 29.449463, 32.043457, 25.482178, 16.784668, 14.038086, 1.220703, 0.658683, 0.831834, 0.007984, 0.009695, 0.000000
20410.000000, 1.678467, 3.814697, 4.730225, 19.226074, 28.991699, 31.890869, 25.482178, 16.632080, 14.495850, 1.220703, 0.652695, 0.826221, 0.005988, 0.005613, 0.000000
20590.000000, 1.678467, 3.814697, 4.730225, 18.615723, 29.602051, 32.348633, 25.787354, 16.937256, 14.648438, 1.220703, 0.656805, 0.818377, -0.004110, 0.007844, 0.000000
20773.000000, 1.678467, 3.967285, 4.882813, 19.683838, 30.212402, 33.721924, 26.550293, 17.395020, 14.648438, 1.525879, 0.655172, 0.812512, 0.001632, 0.005864, 0.000000
20955.000000, 1.678467, 3.967285, 4.882813, 19.989014, 30.670166, 34.179688, 27.160645, 17.700195, 14.801025, 1.525879, 0.651685, 0.806614, 0.003487, 0.005898, 0.000000
21137.000000, 1.678467, 3.967285, 4.882813, 19.836426, 30.670166, 34.179688, 27.008057, 17.547607, 14.801025, 1.220703, 0.649718, 0.800964, 0.001968, 0.005650, 0.000000
21319.000000, 1.678467, 3.814697, 4.882813, 19.378662, 30.364990, 34.332275, 26.702881, 17.700195, 14.648438, 1.220703, 0.662857, 0.795056, -0.013140, 0.005908, 0.000000
21502.000000, 1.678467, 3.814697, 4.730225, 19.378662, 29.907227, 34.332275, 26.855469, 17.547607, 14.801025, 1.220703, 0.653409, 0.787766, 0.009448, 0.007290, 0.000000
21684.000000, 1.678467, 3.814697, 4.577637, 18.920898, 29.602051, 33.874512, 26.550293, 17.242432, 14.648438, 1.220703, 0.649425, 0.781273, 0.003984, 0.006492, 0.000000
21864.000000, 1.678467, 3.662109, 4.577637, 18.615723, 29.296875, 33.721924, 26.397705, 17.242432, 14.801025, 1.220703, 0.653179, 0.775938, -0.003754, 0.005336, 0.000000
22047.000000, 1.678467, 3.662109, 4.577637, 18.463135, 29.449463, 33.874512, 26.702881, 17.242432, 14.953613, 1.220703, 0.645714, 0.770014, 0.007465, 0.005924, 0.000000
22230.000000, 1.678467, 3.662109, 4.577637, 18.463135, 29.754639, 34.332275, 27.008057, 17.395020, 14.953613, 1.525879, 0.644068, 0.764294, 0.001646, 0.005720, 0.000000
22411.000000, 1.678467, 3.662109, 4.577637, 18.615723, 30.059814, 35.095215, 27.465820, 17.700195, 14.953613, 1.220703, 0.644444, 0.759057, -0.000377, 0.005237, 0.000000
22594.000000, 1.678467, 3.814697, 4.730225, 18.920898, 30.975342, 35.400391, 28.228760, 17.852783, 15.106201, 1.220703, 0.632432, 0.753635, 0.012012, 0.005422, 0.000000
22774.000000, 1.678467, 3.814697, 4.730225, 19.073486, 31.585693, 35.858154, 28.991699, 18.005371, 15.258789, 1.220703, 0.621053, 0.748232, 0.011380, 0.005403, 0.000000
22957.000000, 1.678467, 3.814697, 4.730225, 19.226074, 31.738281, 36.315918, 29.296875, 18.157959, 15.258789, 1.525879, 0.619792, 0.742383, 0.001261, 0.005849, 0.000000
23139.000000, 1.678467, 3.814697, 4.730225, 19.073486, 31.433105, 36.315918, 29.144287, 18.157959, 15.258789, 1.525879, 0.623037, 0.736156, -0.003245, 0.006227, 0.000000
23322.000000, 1.678467, 3.814697, 4.730225, 18.920898, 31.585693, 36.315918, 29.449463, 18.157959, 15.258789, 1.220703, 0.616580, 0.731283, 0.006456, 0.004873, 0.000000
23503.000000, 1.831055, 3.814697, 4.730225, 19.073486, 31.890869, 36.926270, 29.754639, 18.310547, 15.411377, 1.220703, 0.615385, 0.725965, 0.001196, 0.005318, 0.000000
23685.000000, 1.678467, 3.814697, 4.730225, 19.073486, 31.585693, 37.536621, 29.602051, 18.615723, 15.258789, 1.525879, 0.628866, 0.720840, -0.013481, 0.005126, 0.000000
23867.000000, 1.678467, 3.814697, 4.577637, 18.920898, 31.280518, 37.231445, 29.449463, 18.463135, 15.411377, 1.525879, 0.626943, 0.715900, 0.001923, 0.004940, 0.000000
24049.000000, 1.678467, 3.662109, 4.577637, 18.615723, 31.280518, 36.926270, 29.602051, 18.310547, 15.411377, 1.525879, 0.618557, 0.712203, 0.008386, 0.003696, 0.000000
24229.000000, 1.678467, 3.662109, 4.577637, 18.768311, 31.433105, 37.384033, 29.907227, 18.310547, 15.411377, 1.525879, 0.612245, 0.708027, 0.006312, 0.004177, 0.000000
24412.000000, 1.831055, 3.662109, 4.577637, 18.768311, 31.890869, 37.689209, 30.059814, 18.463135, 15.563965, 1.525879, 0.614213, 0.704175, -0.001968, 0.003852, 0.000000
24595.000000, 1.831055, 3.814697, 4.730225, 18.768311, 32.348633, 38.299561, 30.670166, 18.615723, 15.716553, 1.525879, 0.606965, 0.699667, 0.007248, 0.004508, 0.000000
24776.000000, 1.831055, 3.814697, 4.730225, 19.073486, 32.653809, 38.757324, 31.127930, 18.920898, 16.021729, 1.525879, 0.607843, 0.695498, -0.000878, 0.004168, 0.000000
24960.000000, 1.831055, 3.814697, 4.730225, 19.226074, 32.958984, 38.909912, 31.433105, 18.920898, 15.869141, 1.525879, 0.601942, 0.691593, 0.005901, 0.003905, 0.000000
25142.000000, 1.831055, 3.814697, 4.730225, 19.226074, 32.958984, 39.215088, 31.738281, 18.920898, 15.869141, 1.525879, 0.596154, 0.687770, 0.005788, 0.003823, 0.000000
25324.000000, 1.831055, 3.814697, 4.730225, 19.073486, 33.111572, 39.367676, 31.585693, 19.073486, 16.021729, 1.525879, 0.603865, 0.684097, -0.007711, 0.003673, 0.000000
25506.000000, 1.831055, 3.814697, 4.730225, 19.226074, 33.264160, 39.825439, 32.043457, 19.226074, 16.174316, 1.525879, 0.600000, 0.681099, 0.003865, 0.002998, 0.000000
25689.000000, 1.831055, 3.814697, 4.730225, 19.378662, 33.264160, 40.435791, 32.043457, 19.378662, 16.174316, 1.525879, 0.604762, 0.677539, -0.004762, 0.003561, 0.000000
25872.000000, 1.831055, 3.814697, 4.730225, 19.378662, 33.264160, 40.588379, 32.196045, 19.378662, 16.174316, 1.525879, 0.601896, 0.674137, 0.002866, 0.003402, 0.000000
26052.000000, 1.831055, 3.814697, 4.730225, 19.226074, 33.111572, 40.740967, 32.348633, 19.531250, 16.021729, 1.525879, 0.603774, 0.671036, -0.001878, 0.003101, 0.000000
