ing For Valve On
Program Started
Time, v, b, c, g, gy, y, o, r, cl, nir,  Value, Average Value, Delta, Average Delta
182.000000, 8.544922, 30.212402, 13.427734, 31.127930, 34.942627, 30.822754, 21.514893, 8.697510, 41.961670, 1.525879, 0.404255, 0.404255, 0.000000, 0.000000
352.000000, 8.544922, 30.975342, 13.580322, 31.433105, 36.010742, 31.738281, 22.125244, 9.002686, 42.114258, 1.525879, 0.406897, 0.405576, -0.002641, -0.001321
523.000000, 8.544922, 30.364990, 13.427734, 30.975342, 35.552979, 31.433105, 22.125244, 9.002686, 41.503906, 1.525879, 0.406897, 0.406016, 0.000000, -0.000880
695.000000, 8.544922, 30.670166, 13.580322, 30.975342, 36.010742, 31.738281, 22.277832, 9.002686, 42.114258, 1.525879, 0.404110, 0.405540, 0.002787, 0.000036
865.000000, 8.392334, 30.822754, 13.580322, 30.975342, 35.705566, 31.738281, 22.277832, 9.002686, 41.656494, 1.525879, 0.404110, 0.405253, 0.000000, 0.000029
1035.000000, 8.544922, 30.670166, 13.580322, 31.127930, 36.010742, 31.738281, 22.125244, 9.002686, 42.419434, 1.525879, 0.406897, 0.405527, -0.002787, -0.000440
1208.000000, 8.392334, 30.670166, 13.427734, 30.670166, 36.163330, 32.043457, 22.583008, 9.155273, 42.114258, 1.525879, 0.405405, 0.405510, 0.001491, -0.000164
1381.000000, 8.544922, 30.670166, 13.580322, 31.127930, 36.010742, 31.890869, 22.430420, 9.155273, 42.114258, 1.525879, 0.408163, 0.405842, -0.002758, -0.000488
1553.000000, 8.544922, 30.975342, 13.580322, 31.127930, 36.010742, 31.890869, 22.430420, 9.155273, 41.961670, 1.525879, 0.408163, 0.406100, 0.000000, -0.000434
1725.000000, 8.392334, 30.670166, 13.427734, 30.975342, 36.010742, 31.738281, 22.277832, 9.002686, 42.419434, 1.525879, 0.404110, 0.405901, 0.004054, 0.000015
1895.000000, 8.392334, 30.517578, 13.427734, 30.822754, 36.010742, 31.890869, 22.430420, 9.002686, 41.961670, 1.525879, 0.401361, 0.405488, 0.002749, 0.000263
2065.000000, 9.002686, 37.994385, 14.038086, 25.787354, 16.174316, 18.920898, 12.512207, 5.950928, 26.702881, 0.915527, 0.475610, 0.411331, -0.074249, -0.005946
2238.000000, 3.967285, 15.258789, 5.340576, 7.476807, 23.498535, 33.569336, 21.972656, 11.901855, 33.874512, 1.220703, 0.541667, 0.421357, -0.066057, -0.010570
2411.000000, 7.781982, 39.062500, 12.054443, 16.937256, 7.476807, 10.833740, 9.460449, 5.645752, 11.138916, 0.305176, 0.596774, 0.433887, -0.055108, -0.013751
2582.000000, 4.272461, 19.531250, 5.798340, 6.408691, 6.866455, 10.833740, 8.697510, 5.187988, 12.817383, 0.305176, 0.596491, 0.444727, 0.000283, -0.012816
2749.000000, 4.119873, 17.395020, 5.950928, 9.155273, 5.035400, 6.561279, 5.035400, 3.051758, 12.359619, 0.305176, 0.606061, 0.454811, -0.009569, -0.012613
2916.000000, 3.662109, 12.817383, 4.730225, 6.713867, 4.577637, 5.798340, 5.035400, 3.051758, 10.833740, 0.305176, 0.606061, 0.463708, 0.000000, -0.011871
3083.000000, 3.204346, 15.869141, 7.324219, 4.425049, 3.814697, 5.493164, 8.697510, 6.103516, 7.476807, 0.305176, 0.701754, 0.476932, -0.095694, -0.016528
3249.000000, 2.136230, 13.275146, 6.256104, 1.678467, 3.356934, 5.187988, 7.934570, 6.561279, 9.155273, 0.305176, 0.826923, 0.495353, -0.125169, -0.022246
3416.000000, 1.220703, 7.934570, 4.272461, 0.915527, 1.831055, 2.441406, 3.509521, 3.509521, 6.408691, 0.000000, 1.000000, 0.520585, -0.173077, -0.029787
3583.000000, 1.373291, 8.087158, 5.493164, 2.136230, 2.746582, 3.356934, 5.340576, 6.408691, 7.629395, 0.305176, 1.200000, 0.552938, -0.200000, -0.037893
3749.000000, 1.220703, 6.408691, 5.950928, 4.577637, 4.119873, 3.204346, 4.425049, 5.493164, 8.392334, 0.305176, 1.241379, 0.584231, -0.041379, -0.038051
3915.000000, 1.373291, 6.713867, 7.629395, 9.918213, 6.408691, 3.356934, 4.272461, 5.493164, 10.375977, 0.305176, 1.285714, 0.614730, -0.044335, -0.038324
4081.000000, 1.373291, 5.645752, 8.087158, 13.122559, 8.087158, 3.662109, 4.577637, 6.256104, 12.664795, 0.610352, 1.366667, 0.646061, -0.080952, -0.040100
4248.000000, 1.220703, 4.272461, 7.629395, 13.732910, 9.460449, 3.356934, 3.967285, 5.187988, 8.544922, 0.305176, 1.307692, 0.672526, 0.058974, -0.036137
4412.000000, 1.373291, 4.425049, 8.392334, 19.073486, 11.291504, 3.814697, 4.425049, 5.798340, 9.307861, 0.305176, 1.310345, 0.697058, -0.002653, -0.034850
4579.000000, 1.373291, 4.119873, 8.239746, 20.599365, 11.901855, 4.119873, 4.577637, 5.798340, 10.223389, 0.610352, 1.266667, 0.718154, 0.043678, -0.031941
4745.000000, 1.373291, 3.967285, 8.239746, 22.125244, 12.054443, 3.814697, 4.730225, 6.103516, 8.697510, 0.305176, 1.290323, 0.738589, -0.023656, -0.031645
4912.000000, 1.373291, 4.272461, 8.392334, 21.972656, 12.207031, 3.967285, 4.882813, 5.950928, 10.223389, 0.610352, 1.218750, 0.755146, 0.071573, -0.028086
5079.000000, 1.373291, 3.662109, 7.629395, 20.141602, 14.190674, 4.730225, 5.950928, 6.713867, 9.460449, 0.305176, 1.128205, 0.767582, 0.090545, -0.024132
5246.000000, 1.373291, 3.356934, 7.324219, 19.683838, 14.495850, 5.035400, 5.950928, 7.019043, 10.070801, 0.610352, 1.179487, 0.780869, -0.051282, -0.025007
5415.000000, 1.373291, 3.356934, 6.866455, 20.751953, 14.343262, 5.035400, 5.950928, 7.171631, 9.002686, 0.610352, 1.205128, 0.794127, -0.025641, -0.025027
5584.000000, 1.220703, 2.746582, 6.408691, 19.531250, 14.953613, 5.187988, 6.408691, 7.476807, 9.918213, 0.610352, 1.166667, 0.805416, 0.038462, -0.023103
