Time, v, b, c, g, gy, y, o, r, cl, nir
0.00000, 240.32593, 311.58447, 312.19482, 312.95776, 250.54932, 249.17603, 254.97437, 239.41040, 279.69360, 119.32373
167.00000, 267.02881, 360.56519, 356.14014, 364.37988, 216.06445, 214.53857, 221.71021, 204.31519, 249.93896, 103.45459
294.00000, 161.59058, 207.67212, 208.58765, 210.57129, 346.37451, 345.76416, 346.98486, 336.60889, 355.83496, 168.45703
421.00000, 151.36719, 211.33423, 207.82471, 217.28516, 257.11060, 256.34766, 262.29858, 254.97437, 284.27124, 135.19287
547.00000, 238.34229, 329.74243, 325.46997, 333.86230, 221.71021, 220.79468, 227.50854, 209.96094, 258.48389, 106.96411
675.00000, 154.57153, 211.63940, 208.12988, 217.74292, 371.24634, 370.94116, 370.78857, 361.78589, 377.19727, 182.64771
802.00000, 156.25000, 224.60938, 221.09985, 230.71289, 221.55762, 220.33691, 225.83008, 205.23071, 263.82446, 108.64258
928.00000, 267.79175, 363.46436, 361.78589, 363.92212, 270.38574, 269.62280, 274.04785, 259.24683, 301.81885, 128.47900
1055.00000, 152.89307, 211.63940, 208.12988, 218.04810, 326.08032, 325.62256, 328.67432, 324.85962, 343.01758, 167.08374
1182.00000, 150.14648, 216.97998, 213.47046, 223.08350, 222.16797, 221.25244, 227.66113, 210.26611, 264.73999, 107.72705
1311.00000, 266.72363, 361.93848, 361.93848, 362.70142, 222.16797, 221.25244, 227.66113, 210.26611, 264.89258, 105.28564
1439.00000, 190.88745, 251.46484, 252.22778, 253.90625, 320.58716, 319.82422, 321.96045, 310.05859, 338.89771, 152.28271
1566.00000, 151.51978, 211.63940, 208.12988, 217.89551, 332.03125, 331.87866, 334.62524, 331.11572, 347.90039, 168.30444
1693.00000, 202.33154, 288.84888, 285.03418, 293.88428, 227.20337, 226.44043, 232.54395, 215.45410, 268.55469, 107.72705
1821.00000, 216.82739, 289.61182, 290.06958, 291.44287, 271.30127, 270.53833, 274.65820, 260.16235, 300.59814, 125.73242
