
Time, v, b, c, g, gy, y, o, r, cl, nir, Value, Average Value, Delta, Average Delta
0.00000, 12.96997, 53.71094, 23.34595, 47.91260, 56.45752, 51.87988, 35.70557, 17.54761, 48.67554, 2.74658, 0.49145, 0.49145, -0.49145, -0.49145
220.00000, 12.66479, 52.49023, 22.73560, 46.84448, 54.93164, 50.50659, 34.63745, 16.93726, 47.45483, 2.74658, 0.48899, 0.49022, 0.00247, -0.24449
375.00000, 12.51221, 52.03247, 22.58301, 46.38672, 54.62646, 50.20142, 34.63745, 16.93726, 46.99707, 2.74658, 0.48899, 0.32599, 0.00000, 0.00082
528.00000, 12.35962, 51.87988, 22.43042, 46.38672, 54.32129, 49.89624, 34.33228, 16.78467, 46.99707, 2.74658, 0.48889, 0.24447, 0.00010, 0.00002
681.00000, 12.20703, 51.26953, 22.12524, 45.92896, 53.55835, 49.28589, 33.87451, 16.63208, 46.38672, 2.44141, 0.49099, 0.19598, -0.00210, -0.00040
835.00000, 11.90186, 50.35400, 21.82007, 45.01343, 52.49023, 48.37036, 33.11157, 16.17432, 45.31860, 2.44141, 0.48848, 0.16325, 0.00251, 0.00007
987.00000, 11.74927, 50.20142, 21.66748, 45.01343, 52.94800, 48.52295, 33.41675, 16.32690, 45.62378, 2.44141, 0.48858, 0.13958, -0.00011, 0.00034
1141.00000, 11.90186, 50.35400, 21.66748, 45.01343, 52.79541, 48.52295, 33.41675, 16.32690, 45.62378, 2.44141, 0.48858, 0.12215, 0.00000, -0.00001
1297.00000, 11.90186, 50.50659, 21.82007, 45.16602, 53.10059, 48.67554, 33.56934, 16.32690, 45.62378, 2.44141, 0.48636, 0.10833, 0.00222, 0.00025
1451.00000, 11.90186, 50.50659, 21.82007, 45.16602, 53.10059, 48.67554, 33.56934, 16.32690, 45.77637, 2.44141, 0.48636, 0.09727, 0.00000, 0.00022
1606.00000, 11.90186, 50.65918, 21.82007, 45.31860, 53.25317, 48.98071, 33.56934, 16.47949, 46.08154, 2.44141, 0.49091, 0.08884, -0.00455, -0.00041
1761.00000, 12.05444, 50.65918, 21.97266, 45.31860, 53.25317, 48.98071, 33.72192, 16.47949, 46.08154, 2.44141, 0.48869, 0.08163, 0.00222, -0.00019
