Time, v, b, c, g, gy, y, o, r, cl, nir
0.00000, 18.31055, 65.00244, 25.17700, 66.98608, 78.27759, 73.54736, 49.89624, 20.59937, 64.08691, 2.44141
154.00000, 18.31055, 61.18774, 22.88818, 64.69727, 77.05688, 70.03784, 50.50659, 20.14160, 72.32666, 2.74658
268.00000, 18.15796, 62.86621, 23.80371, 63.78174, 79.04053, 73.85254, 50.35400, 20.59937, 64.54468, 2.44141
384.00000, 19.22607, 70.03784, 27.31323, 74.46289, 79.19312, 74.00513, 51.57471, 20.90454, 67.74902, 2.44141
500.00000, 18.31055, 60.27222, 23.19336, 66.07056, 75.37842, 68.96973, 49.89624, 19.98901, 70.49561, 2.44141
617.00000, 18.76831, 66.98608, 25.93994, 69.12231, 78.12500, 73.54736, 49.59106, 20.44678, 64.39209, 2.44141
732.00000, 19.22607, 67.90161, 26.24512, 70.49561, 68.51196, 62.86621, 45.01343, 18.31055, 68.20679, 2.44141
848.00000, 18.92090, 63.62915, 23.80371, 66.52832, 71.41113, 65.76538, 46.99707, 19.07349, 68.35938, 2.44141
964.00000, 17.85278, 63.32397, 24.56665, 65.46021, 76.59912, 71.41113, 49.28589, 20.14160, 65.30762, 2.44141
1076.00000, 18.00537, 62.56104, 23.80371, 64.08691, 69.58008, 63.78174, 45.77637, 18.61572, 67.90161, 2.44141
1195.00000, 18.15796, 62.86621, 23.49854, 64.39209, 72.17407, 66.68091, 47.60742, 19.22607, 67.29126, 2.44141
1311.00000, 18.15796, 63.93433, 24.71924, 66.07056, 74.15771, 69.42749, 48.21777, 19.68384, 66.37573, 2.44141
1428.00000, 18.00537, 62.71362, 23.80371, 63.93433, 69.27490, 63.32397, 45.47119, 18.46313, 67.74902, 2.44141
1544.00000, 18.00537, 62.10327, 23.65112, 63.62915, 72.47925, 66.83350, 47.60742, 19.22607, 66.98608, 2.44141
1662.00000, 17.85278, 62.56104, 24.10889, 64.23950, 73.54736, 68.35938, 47.91260, 19.68384, 66.83350, 2.44141
1779.00000, 18.00537, 62.25586, 23.65112, 63.47656, 61.34033, 61.34033, 44.70825, 18.46313, 49.74365, 1.83105
1896.00000, 12.81738, 62.71362, 20.14160, 50.35400, 84.22852, 102.53906, 74.61548, 34.63745, 69.42749, 2.44141
