Time, Value
0.00000, 1008.00000
21.00000, 1008.00000
44.00000, 1008.00000
67.00000, 1008.00000
90.00000, 1008.00000
112.00000, 1008.00000
137.00000, 1008.00000
161.00000, 1008.00000
185.00000, 1008.00000
209.00000, 1008.00000
232.00000, 1008.00000
257.00000, 1008.00000
280.00000, 1008.00000
304.00000, 1008.00000
328.00000, 1008.00000
352.00000, 1008.00000
376.00000, 1008.00000
400.00000, 1008.00000
424.00000, 1008.00000
447.00000, 1008.00000
472.00000, 1008.00000
495.00000, 1008.00000
520.00000, 1008.00000
543.00000, 1008.00000
567.00000, 1008.00000
592.00000, 1008.00000
615.00000, 1008.00000
639.00000, 1008.00000
663.00000, 1008.00000
687.00000, 1008.00000
710.00000, 1008.00000
735.00000, 1008.00000
759.00000, 1008.00000
782.00000, 1008.00000
807.00000, 1008.00000
830.00000, 1008.00000
855.00000, 1008.00000
878.00000, 1008.00000
902.00000, 1008.00000
926.00000, 1008.00000
950.00000, 1008.00000
974.00000, 1008.00000
998.00000, 1008.00000
1022.00000, 1008.00000
1046.00000, 1008.00000
1072.00000, 1008.00000
1096.00000, 1008.00000
1122.00000, 1008.00000
1147.00000, 1008.00000
1171.00000, 1008.00000
1197.00000, 1008.00000
1221.00000, 1008.00000
1246.00000, 1008.00000
1272.00000, 1008.00000
1296.00000, 1008.00000
1322.00000, 1008.00000
1346.00000, 1008.00000
1371.00000, 1008.00000
1396.00000, 1008.00000
1421.00000, 1008.00000
1446.00000, 1008.00000
1471.00000, 1008.00000
1496.00000, 1008.00000
1521.00000, 1008.00000
1546.00000, 1008.00000
1571.00000, 1008.00000
1596.00000, 1008.00000
1621.00000, 1008.00000
1645.00000, 1008.00000
1671.00000, 1008.00000
1695.00000, 1008.00000
1721.00000, 1008.00000
1746.00000, 1008.00000
1770.00000, 1008.00000
1796.00000, 1008.00000
1820.00000, 1008.00000
1845.00000, 996.00000
1870.00000, 1004.00000
1894.00000, 997.00000
1919.00000, 993.00000
1942.00000, 994.00000
1966.00000, 1003.00000
1991.00000, 1002.00000
2016.00000, 1001.00000
2041.00000, 992.00000
2065.00000, 988.00000
2089.00000, 990.00000
2113.00000, 992.00000
2137.00000, 990.00000
2160.00000, 989.00000
2185.00000, 991.00000
2209.00000, 988.00000
2232.00000, 991.00000
2257.00000, 992.00000
2280.00000, 991.00000
2304.00000, 989.00000
2328.00000, 988.00000
2352.00000, 990.00000
2375.00000, 994.00000
2400.00000, 987.00000
2424.00000, 988.00000
2448.00000, 991.00000
2472.00000, 996.00000
2495.00000, 989.00000
2520.00000, 988.00000
2543.00000, 990.00000
2567.00000, 991.00000
2591.00000, 995.00000
2615.00000, 989.00000
2639.00000, 992.00000
2663.00000, 990.00000
2687.00000, 993.00000
2710.00000, 992.00000
2735.00000, 996.00000
2758.00000, 998.00000
2783.00000, 1001.00000
2808.00000, 1001.00000
2832.00000, 997.00000
2857.00000, 1000.00000
2881.00000, 992.00000
2905.00000, 999.00000
2929.00000, 997.00000
2953.00000, 996.00000
2977.00000, 1002.00000
3002.00000, 1000.00000
3027.00000, 1002.00000
3052.00000, 1001.00000
3077.00000, 1000.00000
3101.00000, 1000.00000
3127.00000, 1003.00000
3152.00000, 996.00000
3175.00000, 997.00000
3200.00000, 1001.00000
3224.00000, 999.00000
3249.00000, 999.00000
3272.00000, 1002.00000
3297.00000, 1002.00000
3323.00000, 1002.00000
3347.00000, 1003.00000
3372.00000, 1003.00000
3397.00000, 1003.00000
3422.00000, 1003.00000
3448.00000, 1002.00000
3472.00000, 1002.00000
3497.00000, 1003.00000
3522.00000, 1003.00000
3547.00000, 1003.00000
3571.00000, 1003.00000
3597.00000, 1003.00000
3622.00000, 1003.00000
3647.00000, 1003.00000
3672.00000, 1003.00000
3696.00000, 1003.00000
3722.00000, 1003.00000
3747.00000, 1003.00000
3771.00000, 1003.00000
3797.00000, 1003.00000
3821.00000, 1003.00000
3847.00000, 1003.00000
3871.00000, 1003.00000
3896.00000, 1003.00000
3922.00000, 1003.00000
3946.00000, 1003.00000
3971.00000, 1003.00000
3996.00000, 1003.00000
4021.00000, 1003.00000
4047.00000, 1003.00000
4071.00000, 1003.00000
4096.00000, 1003.00000
4121.00000, 1003.00000
4146.00000, 1003.00000
4170.00000, 1003.00000
4196.00000, 1003.00000
4221.00000, 1003.00000
4246.00000, 1003.00000
4271.00000, 1003.00000
4295.00000, 1003.00000
4321.00000, 1003.00000
4346.00000, 1003.00000
4370.00000, 1003.00000
4396.00000, 1003.00000
4420.00000, 1003.00000
4446.00000, 1003.00000
4471.00000, 1003.00000
4495.00000, 1003.00000
4521.00000, 1003.00000
4545.00000, 1003.00000
4570.00000, 1003.00000
4595.00000, 1003.00000
4620.00000, 1003.00000
4646.00000, 1003.00000
4670.00000, 1004.00000
4695.00000, 1004.00000
4720.00000, 1004.00000
4745.00000, 1004.00000
4770.00000, 1004.00000
4795.00000, 1004.00000
4820.00000, 1004.00000
4845.00000, 1004.00000
4870.00000, 1004.00000
4894.00000, 1004.00000
4920.00000, 1004.00000
4945.00000, 1004.00000
4969.00000, 1004.00000
4995.00000, 1004.00000
5019.00000, 1004.00000
5045.00000, 1004.00000
5070.00000, 1004.00000
5094.00000, 1004.00000
5120.00000, 1004.00000
5144.00000, 1004.00000
5169.00000, 1004.00000
5194.00000, 1004.00000
5219.00000, 1004.00000
5245.00000, 1004.00000
5269.00000, 1004.00000
5294.00000, 1004.00000
5319.00000, 1004.00000
5344.00000, 1004.00000
5369.00000, 1004.00000
5394.00000, 1004.00000
5419.00000, 1004.00000
5444.00000, 1004.00000
5469.00000, 1004.00000
5494.00000, 1004.00000
5519.00000, 1004.00000
5544.00000, 1004.00000
5568.00000, 1004.00000
5594.00000, 1004.00000
5618.00000, 1004.00000
5644.00000, 1004.00000
5669.00000, 1004.00000
5693.00000, 1004.00000
5719.00000, 1004.00000
5743.00000, 1004.00000
5768.00000, 1004.00000
5794.00000, 1004.00000
5818.00000, 1004.00000
5844.00000, 1004.00000
5868.00000, 1004.00000
5893.00000, 1004.00000
5918.00000, 1004.00000
5943.00000, 1004.00000
5968.00000, 1004.00000
5993.00000, 1004.00000
6018.00000, 1004.00000
6043.00000, 1004.00000
6068.00000, 1004.00000
6093.00000, 1004.00000
6118.00000, 1004.00000
6143.00000, 1004.00000
6167.00000, 1004.00000
6193.00000, 1004.00000
6217.00000, 1004.00000
6243.00000, 1004.00000
6268.00000, 1004.00000
