Time, Value
0.00000, 195.00000
0.00000, 253.00000
1.00000, 152.00000
8.00000, 154.00000
29.00000, 155.00000
51.00000, 155.00000
73.00000, 156.00000
94.00000, 155.00000
117.00000, 155.00000
139.00000, 155.00000
162.00000, 156.00000
185.00000, 155.00000
208.00000, 156.00000
230.00000, 155.00000
254.00000, 155.00000
277.00000, 155.00000
299.00000, 154.00000
323.00000, 155.00000
345.00000, 155.00000
368.00000, 154.00000
391.00000, 155.00000
414.00000, 154.00000
436.00000, 154.00000
460.00000, 154.00000
482.00000, 154.00000
505.00000, 154.00000
528.00000, 154.00000
551.00000, 153.00000
573.00000, 154.00000
597.00000, 154.00000
620.00000, 154.00000
642.00000, 154.00000
666.00000, 154.00000
688.00000, 153.00000
712.00000, 153.00000
734.00000, 153.00000
757.00000, 152.00000
780.00000, 154.00000
803.00000, 153.00000
825.00000, 154.00000
849.00000, 153.00000
871.00000, 153.00000
894.00000, 154.00000
918.00000, 153.00000
940.00000, 153.00000
963.00000, 154.00000
986.00000, 153.00000
1009.00000, 153.00000
1032.00000, 153.00000
1057.00000, 152.00000
1080.00000, 154.00000
1104.00000, 153.00000
1128.00000, 153.00000
1152.00000, 154.00000
1177.00000, 153.00000
1200.00000, 153.00000
1224.00000, 153.00000
1248.00000, 153.00000
1272.00000, 153.00000
1295.00000, 153.00000
1320.00000, 153.00000
1344.00000, 153.00000
1367.00000, 153.00000
1392.00000, 153.00000
1415.00000, 153.00000
1439.00000, 153.00000
1463.00000, 152.00000
1487.00000, 152.00000
1511.00000, 152.00000
1535.00000, 153.00000
1559.00000, 153.00000
1583.00000, 153.00000
1607.00000, 153.00000
1630.00000, 153.00000
1655.00000, 153.00000
1678.00000, 152.00000
1702.00000, 153.00000
1726.00000, 153.00000
1750.00000, 152.00000
1774.00000, 153.00000
1798.00000, 151.00000
1822.00000, 153.00000
1846.00000, 152.00000
1870.00000, 153.00000
1893.00000, 152.00000
1918.00000, 153.00000
1942.00000, 152.00000
1965.00000, 153.00000
1990.00000, 152.00000
2013.00000, 153.00000
2037.00000, 152.00000
2061.00000, 152.00000
2085.00000, 153.00000
2109.00000, 151.00000
2133.00000, 152.00000
2157.00000, 152.00000
2181.00000, 152.00000
2205.00000, 151.00000
2228.00000, 152.00000
2253.00000, 152.00000
2276.00000, 153.00000
2300.00000, 152.00000
2325.00000, 151.00000
2348.00000, 153.00000
2373.00000, 152.00000
2396.00000, 152.00000
2420.00000, 153.00000
2444.00000, 151.00000
2468.00000, 152.00000
2491.00000, 152.00000
2516.00000, 152.00000
2540.00000, 152.00000
2563.00000, 152.00000
2588.00000, 152.00000
2611.00000, 152.00000
2635.00000, 151.00000
2659.00000, 152.00000
2683.00000, 152.00000
2706.00000, 152.00000
2731.00000, 151.00000
2755.00000, 152.00000
2779.00000, 152.00000
2803.00000, 152.00000
2826.00000, 152.00000
2851.00000, 151.00000
2874.00000, 151.00000
2898.00000, 152.00000
2923.00000, 152.00000
2946.00000, 152.00000
2970.00000, 152.00000
