Time, v, b, c, g, gy, y, o, r, cl, nir
0.00000, 16.47949, 55.69458, 23.49854, 61.34033, 63.78174, 53.71094, 39.97803, 16.78467, 52.79541, 2.13623
156.00000, 17.54761, 58.59375, 24.41406, 64.54468, 76.90430, 62.56104, 47.30225, 19.83643, 50.81177, 2.74658
271.00000, 17.70020, 61.64551, 25.93994, 69.88525, 80.41382, 66.22314, 50.20142, 20.59937, 55.08423, 3.05176
387.00000, 14.95361, 49.28589, 20.59937, 53.86353, 84.38110, 69.27490, 51.57471, 21.66748, 61.03516, 3.96729
502.00000, 16.63208, 57.06787, 24.10889, 64.69727, 78.88794, 66.07056, 48.52295, 20.14160, 52.33765, 2.44141
617.00000, 16.02173, 54.16870, 23.04077, 60.72998, 77.36206, 63.62915, 47.30225, 19.98901, 54.62646, 3.05176
733.00000, 16.47949, 54.16870, 22.58301, 58.89893, 75.53101, 61.64551, 46.23413, 19.53125, 55.08423, 3.35693
850.00000, 14.49585, 49.74365, 21.20972, 56.15234, 77.97241, 65.91797, 48.67554, 19.98901, 51.87988, 2.44141
966.00000, 16.63208, 55.08423, 22.88818, 58.44116, 73.69995, 60.27222, 45.01343, 18.92090, 56.61011, 3.35693
1080.00000, 16.47949, 54.93164, 22.88818, 58.28857, 71.41113, 58.59375, 44.55566, 18.61572, 51.57471, 2.74658
1197.00000, 15.25879, 51.42212, 21.82007, 57.22046, 72.63184, 59.81445, 45.16602, 18.92090, 51.87988, 2.74658
1313.00000, 16.63208, 55.38940, 23.04077, 59.20410, 73.54736, 59.66187, 44.86084, 18.92090, 54.16870, 3.05176
1427.00000, 16.02173, 53.71094, 22.58301, 57.98340, 71.41113, 58.89893, 44.70825, 18.46313, 52.18506, 2.44141
1543.00000, 16.47949, 55.38940, 23.19336, 59.35669, 74.00513, 59.96704, 45.31860, 18.92090, 53.40576, 3.05176
1661.00000, 16.78467, 55.99976, 23.34595, 59.81445, 63.01880, 54.93164, 41.96167, 18.15796, 58.74634, 2.44141
1778.00000, 14.19067, 53.86353, 22.73560, 28.99170, 162.65869, 217.59033, 162.96387, 82.24487, 61.95068, 3.05176
1897.00000, 19.07349, 77.81982, 23.95630, 35.55298, 79.34570, 158.08105, 114.44092, 67.59644, 53.55835, 2.74658
2014.00000, 15.86914, 58.74634, 14.64844, 20.59937, 19.98901, 26.09253, 25.63477, 12.05444, 44.70825, 1.83105
2132.00000, 10.83374, 45.92896, 19.22607, 18.76831, 29.75464, 37.99438, 31.43311, 14.64844, 71.86890, 2.44141
2249.00000, 20.59937, 71.25854, 21.20972, 34.17969, 37.68921, 50.96436, 42.26685, 24.41406, 107.42188, 3.66211
2365.00000, 31.58569, 95.06226, 24.10889, 35.85815, 37.07886, 42.11426, 33.56934, 18.76831, 101.01318, 3.05176
2483.00000, 5.64575, 25.93994, 6.56128, 5.03540, 39.67285, 48.98071, 37.38403, 24.10889, 99.48730, 3.05176
2598.00000, 41.04614, 136.87134, 26.09253, 22.88818, 7.93457, 22.43042, 22.73560, 18.61572, 37.99438, 1.22070
2715.00000, 8.08716, 48.06519, 7.93457, 3.05176, 9.46045, 23.65112, 22.27783, 18.31055, 52.94800, 1.52588
2827.00000, 18.46313, 77.81982, 11.29150, 4.42505, 13.42773, 32.04346, 32.95898, 27.92358, 69.12231, 2.44141
2943.00000, 79.49829, 242.76733, 25.78735, 11.44409, 11.13892, 35.85815, 39.36768, 37.53662, 91.09497, 3.35693
3062.00000, 50.04883, 153.50342, 15.86914, 6.25610, 16.02173, 53.55835, 67.44385, 72.32666, 211.33423, 7.32422
3179.00000, 46.99707, 143.28003, 15.86914, 6.10352, 14.80103, 41.19873, 56.76270, 61.95068, 170.28809, 6.10352
3297.00000, 9.61304, 37.99438, 5.18799, 1.52588, 10.83374, 31.28052, 43.94531, 55.99976, 142.97485, 5.49316
3412.00000, 27.61841, 95.06226, 16.47949, 6.71387, 10.37598, 24.87183, 35.09521, 50.35400, 115.50903, 4.27246
3530.00000, 17.39502, 62.56104, 13.88550, 5.64575, 9.15527, 17.54761, 26.55029, 44.40308, 95.82520, 3.96729
3644.00000, 15.25879, 56.15234, 16.78467, 8.23975, 11.13892, 14.49585, 22.27783, 40.28320, 93.68896, 3.96729
3759.00000, 12.20703, 48.21777, 22.43042, 16.17432, 12.81738, 13.58032, 21.36230, 39.52026, 93.84155, 3.96729
3875.00000, 9.76563, 39.52026, 26.09253, 23.80371, 12.66479, 10.22339, 16.47949, 34.17969, 83.31299, 3.66211
3990.00000, 7.93457, 32.95898, 27.16064, 28.83911, 12.96997, 8.54492, 14.19067, 31.43311, 76.44653, 3.35693
4105.00000, 7.78198, 31.73828, 37.23145, 49.59106, 16.78467, 8.39233, 14.03809, 32.50122, 88.80615, 3.96729
4220.00000, 7.78198, 30.51758, 44.40308, 73.69995, 21.20972, 9.00269, 14.80103, 30.36499, 106.20117, 4.27246
4334.00000, 7.17163, 27.77100, 48.82813, 87.28027, 26.39771, 9.30786, 15.71655, 33.41675, 124.05396, 5.18799
4450.00000, 6.71387, 25.48218, 50.35400, 101.92871, 26.24512, 8.69751, 14.95361, 32.19604, 119.47632, 4.88281
4567.00000, 6.71387, 23.80371, 52.94800, 109.40552, 29.29688, 9.00269, 15.25879, 32.04346, 128.78418, 5.18799
4685.00000, 6.25610, 22.88818, 53.40576, 120.69702, 31.58569, 9.15527, 15.56396, 33.26416, 137.02393, 5.79834
4801.00000, 6.10352, 20.90454, 54.16870, 125.57983, 31.28052, 8.69751, 15.10620, 32.04346, 131.53076, 5.49316
4918.00000, 6.71387, 21.66748, 58.59375, 141.44897, 35.85815, 9.61304, 16.47949, 34.33228, 146.48438, 6.10352
5035.00000, 6.56128, 21.36230, 59.20410, 146.94214, 40.58838, 10.98633, 18.31055, 37.38403, 162.50610, 6.71387
5154.00000, 6.71387, 22.12524, 60.42480, 157.31812, 37.23145, 10.52856, 18.46313, 36.92627, 148.77319, 6.10352
5271.00000, 4.88281, 16.32690, 43.02979, 101.92871, 27.77100, 9.00269, 14.95361, 34.79004, 101.92871, 4.27246
5388.00000, 5.64575, 16.93726, 51.72729, 133.51440, 35.85815, 9.76563, 16.63208, 36.01074, 137.02393, 5.79834
5505.00000, 5.64575, 17.08984, 52.94800, 140.68604, 39.67285, 10.98633, 18.15796, 38.60474, 147.39990, 6.40869
5624.00000, 5.34058, 15.86914, 49.43848, 134.42993, 37.07886, 10.22339, 17.70020, 37.07886, 138.70239, 6.10352
5741.00000, 5.18799, 14.80103, 47.45483, 131.98853, 37.23145, 10.52856, 18.00537, 38.45215, 143.43262, 6.40869
5859.00000, 5.18799, 15.25879, 49.59106, 137.93945, 38.45215, 11.13892, 18.61572, 39.36768, 148.31543, 6.40869
5977.00000, 5.03540, 14.34326, 48.06519, 137.93945, 38.14697, 10.83374, 18.61572, 38.60474, 137.63428, 6.10352
6096.00000, 5.34058, 14.64844, 48.82813, 141.44897, 41.35132, 12.05444, 20.14160, 41.50391, 146.94214, 6.40869
6214.00000, 5.34058, 14.64844, 48.21777, 145.11108, 43.33496, 12.66479, 21.36230, 42.41943, 153.04565, 6.71387
6331.00000, 5.49316, 14.80103, 48.98071, 148.16284, 47.14966, 14.19067, 23.19336, 45.16602, 156.25000, 7.01904
6450.00000, 5.18799, 15.25879, 47.30225, 138.39722, 44.09790, 14.64844, 23.95630, 44.70825, 144.65332, 6.40869
6568.00000, 4.88281, 14.34326, 39.21509, 107.11670, 39.97803, 14.80103, 23.49854, 46.84448, 128.02124, 6.10352
6686.00000, 5.03540, 13.88550, 40.43579, 114.13574, 44.70825, 15.71655, 24.56665, 47.60742, 137.48169, 6.40869
6803.00000, 5.64575, 15.10620, 46.23413, 141.90674, 53.25317, 17.70020, 28.38135, 50.04883, 164.48975, 7.32422
6922.00000, 5.79834, 14.95361, 46.84448, 148.77319, 54.01611, 18.31055, 27.16064, 49.74365, 156.70776, 6.71387
7040.00000, 5.79834, 15.25879, 46.69189, 151.82495, 56.15234, 19.22607, 28.99170, 50.50659, 164.18457, 7.62939
7157.00000, 5.64575, 14.49585, 44.86084, 149.68872, 56.76270, 19.37866, 29.44946, 51.11694, 165.25269, 7.62939
7274.00000, 5.49316, 13.88550, 44.25049, 144.80591, 55.23682, 19.22607, 29.29688, 50.96436, 159.30176, 7.32422
7392.00000, 5.34058, 13.42773, 42.11426, 142.51709, 55.69458, 19.68384, 30.21240, 51.42212, 162.81128, 7.62939
7510.00000, 5.49316, 13.73291, 42.26685, 143.12744, 56.91528, 20.29419, 30.97534, 52.03247, 159.75952, 7.32422
7629.00000, 5.49316, 13.58032, 42.26685, 143.43262, 58.44116, 21.05713, 32.19604, 53.55835, 160.82764, 7.62939
7746.00000, 5.18799, 12.81738, 40.58838, 140.07568, 56.45752, 20.29419, 31.12793, 53.40576, 159.60693, 7.62939
7864.00000, 5.18799, 12.20703, 39.52026, 138.70239, 54.32129, 20.14160, 30.21240, 52.49023, 146.02661, 7.32422
7982.00000, 4.88281, 10.98633, 36.92627, 127.71606, 50.65918, 19.07349, 28.53394, 50.81177, 137.63428, 6.71387
8100.00000, 4.57764, 10.83374, 35.40039, 125.57983, 54.01611, 20.44678, 30.82275, 54.01611, 149.84131, 7.32422
8215.00000, 4.73022, 10.68115, 35.24780, 122.37549, 53.10059, 19.22607, 30.67017, 50.04883, 141.75415, 7.01904
8333.00000, 4.88281, 10.83374, 35.85815, 124.81689, 54.16870, 20.75195, 31.28052, 52.64282, 143.12744, 7.01904
8451.00000, 4.73022, 10.52856, 34.48486, 120.54443, 58.59375, 22.88818, 34.17969, 53.86353, 170.13550, 8.23975
8568.00000, 5.49316, 12.96997, 38.75732, 143.73779, 66.22314, 26.55029, 39.21509, 61.18774, 163.57422, 8.23975
8685.00000, 5.18799, 12.05444, 36.77368, 135.95581, 64.69727, 27.16064, 39.82544, 58.74634, 159.14917, 7.93457
8800.00000, 5.18799, 12.05444, 36.31592, 134.12476, 64.69727, 27.31323, 38.75732, 60.11963, 160.06470, 7.93457
8920.00000, 5.34058, 12.20703, 36.46851, 137.78687, 66.98608, 28.68652, 40.28320, 61.03516, 164.03198, 8.23975
9037.00000, 5.34058, 11.90186, 35.85815, 133.66699, 67.74902, 29.44946, 41.35132, 62.25586, 165.10010, 8.23975
9154.00000, 5.49316, 11.90186, 36.01074, 133.36182, 69.58008, 30.82275, 43.02979, 62.71362, 173.33984, 8.54492
9271.00000, 5.64575, 12.66479, 36.92627, 140.99121, 73.39478, 33.26416, 45.62378, 66.07056, 164.94751, 8.54492
