Time, v, b, c, g, gy, y, o, r, cl, nir
12971.00000, 5.18799, 9.76563, 50.65918, 131.07300, 52.03247, 13.12256, 25.78735, 61.49292, 144.34814, 7.62939
13088.00000, 5.03540, 9.61304, 49.28589, 127.71606, 53.10059, 13.27515, 26.24512, 61.95068, 140.68604, 7.62939
13206.00000, 5.49316, 10.22339, 52.18506, 134.88770, 56.61011, 14.34326, 27.16064, 67.74902, 147.39990, 7.93457
13326.00000, 5.18799, 9.61304, 50.50659, 131.07300, 54.32129, 13.73291, 27.00806, 63.01880, 152.13013, 7.93457
13444.00000, 5.03540, 9.30786, 47.60742, 127.10571, 52.33765, 13.58032, 26.09253, 62.10327, 139.61792, 7.32422
13560.00000, 5.03540, 9.30786, 47.60742, 127.25830, 53.10059, 13.88550, 26.39771, 63.47656, 141.44897, 7.62939
13677.00000, 5.03540, 9.30786, 47.30225, 126.19019, 52.49023, 13.88550, 26.09253, 62.40845, 141.75415, 7.62939
13795.00000, 5.03540, 9.46045, 48.06519, 128.78418, 55.54199, 14.34326, 27.46582, 65.00244, 146.17920, 7.62939
13913.00000, 5.18799, 9.61304, 48.98071, 129.39453, 54.47388, 14.34326, 27.16064, 64.39209, 142.21191, 7.62939
14030.00000, 5.03540, 9.00269, 46.84448, 125.57983, 53.40576, 14.19067, 27.00806, 63.78174, 143.58521, 7.62939
14149.00000, 4.88281, 9.00269, 45.62378, 123.90137, 53.40576, 14.34326, 26.55029, 64.39209, 139.61792, 7.62939
14267.00000, 4.88281, 9.00269, 46.08154, 123.44360, 53.55835, 14.49585, 27.16064, 63.62915, 139.00757, 7.62939
14385.00000, 5.03540, 9.00269, 45.77637, 124.05396, 54.77905, 14.64844, 27.61841, 64.54468, 141.90674, 7.62939
14501.00000, 5.18799, 9.30786, 46.53931, 126.80054, 57.67822, 15.41138, 28.68652, 66.52832, 145.26367, 7.93457
14619.00000, 5.18799, 9.30786, 46.69189, 127.71606, 58.74634, 16.02173, 29.75464, 67.44385, 149.53613, 7.93457
14737.00000, 5.34058, 9.76563, 47.76001, 131.98853, 61.64551, 16.78467, 31.43311, 69.58008, 153.50342, 8.23975
14856.00000, 5.34058, 9.76563, 47.45483, 131.37817, 61.34033, 16.93726, 31.12793, 68.81714, 152.43530, 8.23975
14973.00000, 5.18799, 9.76563, 46.69189, 130.61523, 61.64551, 17.08984, 31.43311, 68.51196, 152.58789, 8.23975
15091.00000, 5.34058, 9.46045, 45.92896, 128.93677, 61.95068, 17.24243, 31.89087, 68.20679, 153.50342, 8.23975
15209.00000, 5.18799, 9.76563, 46.69189, 130.15747, 63.62915, 17.85278, 32.65381, 70.19043, 155.63965, 8.54492
15328.00000, 5.49316, 9.76563, 46.69189, 131.68335, 64.69727, 18.31055, 33.26416, 70.80078, 156.55518, 8.54492
15446.00000, 5.49316, 9.76563, 46.84448, 131.98853, 66.07056, 18.61572, 33.87451, 71.41113, 160.06470, 8.54492
15563.00000, 5.34058, 9.61304, 45.31860, 129.54712, 65.15503, 18.61572, 33.87451, 70.34302, 157.31812, 8.54492
15681.00000, 5.34058, 9.61304, 45.01343, 129.08936, 65.61279, 18.76831, 34.33228, 70.03784, 157.31812, 8.54492
15800.00000, 5.34058, 9.61304, 45.01343, 129.24194, 66.68091, 19.22607, 34.94263, 70.64819, 158.38623, 8.54492
15918.00000, 5.49316, 9.76563, 45.01343, 129.85229, 67.59644, 19.83643, 35.40039, 72.02148, 158.38623, 8.54492
16035.00000, 5.49316, 9.91821, 45.77637, 132.29370, 70.03784, 20.59937, 36.46851, 74.15771, 160.36987, 8.85010
16154.00000, 5.64575, 10.07080, 46.08154, 133.97217, 70.80078, 20.90454, 37.07886, 74.46289, 160.06470, 8.85010
16273.00000, 5.49316, 9.91821, 45.77637, 132.59888, 70.95337, 21.20972, 36.92627, 74.31030, 161.28540, 8.85010
16391.00000, 5.49316, 9.76563, 44.55566, 130.76782, 70.95337, 21.36230, 37.53662, 73.69995, 162.35352, 8.85010
16508.00000, 5.49316, 9.76563, 44.55566, 131.83594, 72.47925, 21.82007, 38.29956, 74.15771, 162.50610, 8.85010
16627.00000, 5.64575, 9.91821, 44.70825, 132.59888, 73.08960, 22.43042, 38.45215, 75.37842, 163.87939, 8.85010
16745.00000, 5.64575, 9.91821, 44.25049, 131.22559, 73.54736, 22.58301, 39.21509, 74.76807, 165.25269, 9.15527
16863.00000, 5.49316, 9.91821, 43.94531, 131.22559, 74.31030, 22.88818, 39.67285, 75.07324, 164.48975, 9.15527
16982.00000, 5.64575, 9.91821, 44.25049, 131.98853, 75.83618, 23.49854, 40.28320, 76.75171, 166.16821, 9.15527
17099.00000, 5.64575, 10.07080, 44.40308, 132.14111, 76.75171, 23.95630, 40.89355, 77.20947, 168.30444, 9.15527
17218.00000, 5.64575, 10.07080, 43.94531, 132.75146, 77.05688, 24.41406, 41.35132, 77.66724, 165.86304, 9.15527
17338.00000, 5.95093, 10.07080, 44.70825, 134.58252, 79.19312, 25.02441, 42.41943, 79.19312, 170.28809, 9.46045
17457.00000, 5.64575, 10.07080, 44.25049, 134.27734, 79.65088, 25.32959, 42.72461, 79.04053, 170.74585, 9.46045
17575.00000, 5.79834, 10.07080, 43.64014, 133.36182, 79.95605, 25.32959, 43.33496, 78.73535, 169.52515, 9.46045
17694.00000, 5.95093, 10.22339, 44.09790, 134.88770, 81.48193, 25.93994, 43.94531, 80.26123, 170.74585, 9.46045
17814.00000, 5.95093, 10.22339, 44.25049, 134.73511, 81.93970, 26.39771, 44.25049, 80.56641, 173.64502, 9.76563
17932.00000, 5.95093, 10.07080, 43.48755, 132.90405, 81.32935, 26.09253, 44.25049, 79.80347, 173.33984, 9.76563
18051.00000, 5.79834, 9.76563, 42.57202, 131.22559, 80.26123, 25.93994, 43.94531, 78.73535, 170.28809, 9.46045
18168.00000, 5.64575, 9.76563, 42.57202, 130.76782, 81.63452, 26.55029, 44.55566, 80.10864, 170.59326, 9.46045
18286.00000, 5.95093, 9.91821, 43.18237, 131.37817, 82.24487, 27.00806, 45.01343, 80.56641, 171.20361, 9.76563
18405.00000, 5.95093, 9.76563, 42.41943, 131.22559, 83.00781, 27.61841, 45.62378, 81.32935, 169.37256, 9.46045
18523.00000, 5.79834, 10.07080, 43.18237, 133.81958, 85.14404, 28.38135, 46.53931, 83.77075, 170.44067, 9.76563
18640.00000, 5.95093, 9.76563, 42.11426, 131.68335, 83.31299, 28.07617, 46.38672, 81.48193, 167.84668, 9.46045
18758.00000, 5.95093, 9.91821, 41.65649, 131.68335, 84.83887, 28.53394, 47.14966, 82.24487, 169.21997, 9.76563
18876.00000, 5.95093, 9.91821, 41.50391, 130.92041, 84.68628, 28.83911, 46.84448, 82.24487, 169.83032, 9.76563
18995.00000, 5.79834, 9.91821, 41.50391, 130.92041, 86.36475, 29.29688, 47.76001, 83.00781, 172.88208, 9.76563
19112.00000, 5.95093, 9.91821, 41.96167, 132.14111, 88.04321, 30.21240, 49.13330, 83.92334, 175.93384, 10.07080
19231.00000, 5.95093, 10.07080, 41.96167, 132.90405, 89.26392, 30.82275, 49.59106, 84.53369, 178.52783, 10.07080
19352.00000, 5.95093, 9.91821, 41.65649, 132.44629, 89.41650, 30.97534, 49.89624, 84.22852, 177.61230, 10.07080
19471.00000, 5.79834, 9.76563, 41.04614, 129.85229, 88.04321, 30.82275, 49.43848, 83.61816, 175.78125, 10.07080
19590.00000, 5.79834, 9.76563, 40.43579, 129.54712, 88.19580, 31.12793, 50.04883, 83.31299, 174.86572, 9.76563
19708.00000, 5.95093, 9.76563, 40.74097, 130.31006, 90.17944, 32.04346, 50.81177, 84.99146, 176.69678, 10.07080
19826.00000, 5.95093, 9.76563, 40.43579, 130.15747, 90.48462, 32.19604, 51.11694, 84.83887, 177.00195, 10.07080
19945.00000, 5.95093, 9.76563, 40.28320, 129.24194, 90.63721, 32.34863, 50.81177, 84.53369, 177.15454, 10.07080
20064.00000, 5.95093, 9.61304, 39.36768, 129.54712, 91.09497, 32.95898, 52.33765, 84.07593, 180.51147, 10.37598
20183.00000, 6.10352, 9.76563, 40.13062, 130.61523, 93.38379, 33.72192, 53.71094, 85.90698, 182.80029, 10.37598
20300.00000, 5.95093, 9.91821, 40.43579, 131.37817, 95.36743, 34.63745, 54.47388, 87.28027, 183.41064, 10.37598
