Time, v, b, c, g, gy, y, o, r, cl, nir
0.00000, 12.96997, 44.40308, 18.92090, 50.35400, 62.56104, 52.94800, 38.90991, 17.54761, 51.72729, 2.74658
156.00000, 16.78467, 57.37305, 24.56665, 64.69727, 64.08691, 54.16870, 39.97803, 18.00537, 56.15234, 2.74658
270.00000, 15.86914, 52.18506, 22.43042, 59.81445, 51.72729, 44.09790, 32.50122, 14.64844, 56.45752, 2.44141
384.00000, 14.64844, 48.82813, 21.20972, 55.69458, 59.81445, 50.65918, 37.38403, 16.93726, 55.08423, 2.74658
500.00000, 17.39502, 59.66187, 25.17700, 66.37573, 59.96704, 51.11694, 37.68921, 17.08984, 55.38940, 2.74658
617.00000, 12.35962, 41.80908, 18.00537, 47.30225, 55.54199, 47.30225, 35.09521, 15.71655, 54.77905, 2.74658
733.00000, 14.49585, 49.13330, 21.05713, 55.69458, 68.96973, 58.13599, 43.02979, 19.37866, 55.54199, 3.05176
848.00000, 14.95361, 50.35400, 21.51489, 57.06787, 59.35669, 50.50659, 37.53662, 16.78467, 54.62646, 2.74658
964.00000, 13.27515, 44.55566, 19.07349, 50.35400, 60.11963, 50.65918, 37.84180, 16.78467, 54.77905, 2.74658
1080.00000, 14.80103, 50.20142, 21.51489, 56.45752, 63.78174, 54.01611, 39.97803, 18.00537, 55.23682, 2.74658
1197.00000, 13.88550, 46.69189, 20.14160, 52.94800, 55.69458, 47.14966, 35.24780, 15.56396, 54.93164, 2.74658
1314.00000, 14.03809, 47.76001, 20.44678, 53.86353, 62.40845, 52.64282, 39.21509, 17.54761, 55.08423, 2.74658
1430.00000, 14.19067, 47.76001, 20.44678, 54.01611, 58.89893, 49.89624, 37.23145, 16.63208, 54.93164, 2.74658
1547.00000, 13.73291, 46.38672, 19.98901, 52.33765, 59.81445, 50.65918, 37.53662, 16.78467, 54.77905, 2.74658
1663.00000, 14.95361, 50.35400, 21.51489, 56.76270, 58.59375, 49.59106, 36.92627, 16.47949, 54.93164, 2.74658
1780.00000, 13.42773, 45.47119, 19.37866, 50.81177, 57.83081, 60.27222, 43.33496, 21.36230, 59.66187, 2.44141
1898.00000, 24.56665, 94.45190, 35.09521, 78.43018, 81.17676, 73.54736, 54.93164, 27.00806, 47.76001, 2.28882
2015.00000, 23.19336, 150.29907, 40.58838, 86.51733, 41.19873, 43.79272, 35.24780, 14.95361, 66.83350, 3.05176
2131.00000, 50.20142, 232.23877, 52.79541, 64.08691, 31.58569, 42.41943, 35.85815, 15.56396, 76.29395, 3.05176
2249.00000, 14.49585, 56.15234, 19.98901, 26.24512, 38.60474, 50.35400, 39.21509, 18.61572, 79.95605, 3.05176
2365.00000, 14.49585, 53.40576, 17.24243, 22.43042, 26.39771, 35.40039, 28.68652, 15.56396, 51.26953, 1.83105
2482.00000, 11.90186, 48.06519, 12.96997, 14.34326, 33.56934, 54.16870, 43.79272, 25.48218, 74.46289, 2.44141
2598.00000, 9.15527, 44.09790, 11.90186, 14.49585, 27.16064, 38.29956, 29.44946, 19.07349, 55.08423, 1.83105
2713.00000, 16.47949, 87.73804, 19.53125, 16.47949, 38.60474, 70.64819, 62.40845, 37.38403, 141.75415, 5.18799
2831.00000, 21.51489, 101.47095, 22.12524, 17.54761, 25.78735, 45.62378, 39.36768, 25.32959, 79.80347, 3.05176
2950.00000, 14.80103, 86.97510, 16.93726, 10.52856, 18.15796, 43.79272, 38.75732, 29.29688, 82.24487, 3.35693
3066.00000, 52.49023, 176.84937, 32.19604, 20.90454, 11.90186, 24.26147, 22.12524, 17.39502, 62.40845, 2.13623
3184.00000, 81.32935, 284.27124, 41.80908, 22.73560, 80.10864, 184.47876, 175.32349, 117.95044, 396.72852, 17.70020
3307.00000, 83.61816, 303.34473, 58.44116, 37.99438, 15.25879, 38.60474, 39.36768, 32.34863, 63.17139, 2.74658
3426.00000, 79.34570, 280.30396, 55.38940, 32.95898, 57.06787, 125.73242, 128.17383, 94.29932, 326.23291, 14.64844
3548.00000, 53.86353, 195.31250, 49.28589, 38.90991, 72.17407, 117.18750, 117.34009, 90.33203, 314.78882, 14.34326
3669.00000, 41.35132, 161.59058, 51.57471, 48.06519, 62.71362, 79.95605, 82.39746, 70.95337, 237.88452, 10.98633
3790.00000, 36.16333, 147.24731, 61.49292, 78.43018, 86.97510, 88.65356, 87.89063, 77.51465, 275.42114, 12.81738
3909.00000, 33.72192, 133.36182, 73.24219, 117.79785, 118.86597, 96.58813, 92.31567, 81.93970, 325.01221, 15.25879
4031.00000, 35.09521, 139.77051, 88.95874, 167.08374, 135.95581, 103.45459, 100.55542, 85.14404, 353.69873, 16.78467
4154.00000, 29.44946, 119.17114, 84.38110, 172.57690, 137.63428, 92.46826, 90.17944, 80.71899, 346.52710, 16.17432
4275.00000, 28.22876, 113.37280, 93.07861, 211.79199, 155.48706, 98.41919, 96.74072, 85.75439, 377.65503, 17.70020
4395.00000, 29.60205, 115.96680, 102.38647, 258.02612, 191.04004, 112.60986, 108.79517, 92.77344, 396.72852, 19.83643
4520.00000, 25.93994, 100.25024, 95.67261, 249.78638, 176.08643, 99.63989, 100.55542, 86.97510, 389.86206, 18.76831
4643.00000, 23.49854, 86.82251, 93.23120, 246.88721, 173.18726, 94.45190, 95.21484, 86.66992, 374.60327, 18.46313
4765.00000, 21.97266, 84.83887, 94.14673, 256.95801, 195.15991, 107.42188, 107.26929, 93.38379, 396.72852, 19.53125
4888.00000, 22.27783, 85.90698, 95.52002, 278.62549, 196.22803, 108.48999, 109.71069, 94.14673, 396.72852, 20.14160
5011.00000, 22.43042, 79.49829, 93.53638, 276.18408, 202.63672, 113.83057, 115.35645, 95.06226, 396.72852, 20.44678
5135.00000, 22.12524, 79.95605, 94.60449, 286.71265, 220.94727, 125.27466, 124.05396, 103.75977, 396.72852, 22.88818
5259.00000, 19.98901, 68.81714, 86.21216, 267.18140, 193.32886, 110.93140, 110.77881, 93.23120, 384.82666, 20.14160
5382.00000, 17.54761, 63.93433, 73.54736, 210.41870, 164.03198, 112.30469, 112.45728, 96.89331, 328.67432, 17.70020
5503.00000, 18.31055, 66.52832, 79.95605, 235.44312, 201.41602, 125.42725, 122.52808, 106.04858, 380.24902, 20.75195
5628.00000, 19.07349, 64.84985, 82.85522, 258.94165, 206.29883, 132.44629, 130.61523, 103.91235, 396.72852, 20.44678
5752.00000, 20.14160, 64.54468, 82.85522, 274.81079, 252.38037, 152.13013, 152.43530, 121.00220, 396.72852, 26.24512
5876.00000, 18.92090, 61.49292, 80.10864, 257.41577, 219.72656, 139.77051, 141.29639, 106.65894, 396.72852, 22.58301
5999.00000, 19.07349, 61.79810, 82.85522, 266.87622, 232.23877, 157.47070, 150.29907, 117.79785, 396.72852, 23.49854
6122.00000, 19.83643, 64.69727, 82.85522, 281.06689, 232.84912, 152.74048, 150.45166, 111.84692, 396.72852, 24.71924
6245.00000, 17.54761, 52.64282, 74.00513, 247.49756, 211.94458, 138.24463, 139.46533, 108.64258, 396.72852, 22.27783
6369.00000, 17.39502, 52.64282, 74.61548, 253.90625, 229.03442, 150.75684, 152.89307, 116.42456, 396.72852, 23.80371
6492.00000, 16.78467, 49.43848, 71.56372, 245.51392, 217.28516, 145.41626, 147.55249, 114.59351, 396.72852, 22.88818
6616.00000, 14.64844, 48.21777, 54.47388, 151.06201, 189.51416, 144.95850, 148.77319, 115.66162, 373.84033, 21.36230
6740.00000, 14.95361, 45.77637, 59.50928, 186.46240, 193.63403, 143.73779, 148.46802, 116.27197, 352.17285, 20.14160
6861.00000, 14.64844, 41.96167, 60.57739, 203.24707, 206.60400, 149.53613, 153.35083, 116.11938, 375.67139, 21.66748
6987.00000, 16.02173, 44.55566, 66.68091, 228.88184, 219.87915, 160.98022, 161.43799, 124.66431, 396.72852, 24.71924
7112.00000, 15.86914, 43.33496, 65.00244, 224.91455, 226.74561, 163.42163, 168.60962, 122.98584, 396.72852, 25.63477
7236.00000, 17.39502, 46.38672, 68.05420, 241.69922, 244.14063, 180.81665, 180.96924, 131.53076, 396.72852, 25.32959
