
Time, v, b, c, g, gy, y, o, r, cl, nir, Value, Average Value, Delta, Average Delta
0.00000, 12.96997, 53.55835, 23.19336, 47.76001, 56.30493, 51.72729, 35.55298, 17.39502, 48.52295, 2.74658, 0.48927, 0.48927, -0.48927, -0.48927
292.00000, 12.96997, 53.71094, 23.19336, 47.91260, 56.30493, 51.72729, 35.70557, 17.39502, 48.52295, 2.74658, 0.48718, 0.48822, 0.00209, -0.24359
446.00000, 12.96997, 53.55835, 23.19336, 47.76001, 56.30493, 51.72729, 35.55298, 17.39502, 48.52295, 2.74658, 0.48927, 0.32548, -0.00209, 0.00000
600.00000, 12.96997, 53.55835, 23.19336, 47.91260, 56.30493, 51.72729, 35.55298, 17.39502, 48.52295, 2.74658, 0.48927, 0.24464, 0.00000, -0.00052
754.00000, 12.96997, 53.71094, 23.19336, 47.76001, 56.30493, 51.72729, 35.70557, 17.39502, 48.52295, 2.74658, 0.48718, 0.19529, 0.00209, 0.00042
908.00000, 12.96997, 53.55835, 23.19336, 47.91260, 56.30493, 51.72729, 35.55298, 17.39502, 48.52295, 2.74658, 0.48927, 0.16274, -0.00209, 0.00000
1134.00000, 12.96997, 53.55835, 23.19336, 47.91260, 56.30493, 51.72729, 35.70557, 17.39502, 48.52295, 2.74658, 0.48718, 0.13949, 0.00209, 0.00000
1289.00000, 12.96997, 53.55835, 23.19336, 47.76001, 56.30493, 51.72729, 35.70557, 17.39502, 48.52295, 2.74658, 0.48718, 0.12179, 0.00000, 0.00026
1444.00000, 12.96997, 53.55835, 23.19336, 47.76001, 56.30493, 51.72729, 35.55298, 17.39502, 48.52295, 2.74658, 0.48927, 0.10849, -0.00209, -0.00023
1600.00000, 12.96997, 53.55835, 23.19336, 47.91260, 56.30493, 51.72729, 35.55298, 17.39502, 48.52295, 2.74658, 0.48927, 0.09785, 0.00000, -0.00021
1755.00000, 12.96997, 53.55835, 23.19336, 47.76001, 56.30493, 51.72729, 35.55298, 17.39502, 48.52295, 2.74658, 0.48927, 0.08896, 0.00000, 0.00000
1980.00000, 12.96997, 53.55835, 23.19336, 47.91260, 56.30493, 51.72729, 35.70557, 17.39502, 48.67554, 2.74658, 0.48718, 0.08137, 0.00209, 0.00017
2135.00000, 12.96997, 53.55835, 23.19336, 47.91260, 56.30493, 51.72729, 35.55298, 17.39502, 48.52295, 2.74658, 0.48927, 0.07511, -0.00209, 0.00000
2290.00000, 12.96997, 53.55835, 23.19336, 47.76001, 56.30493, 51.72729, 35.70557, 17.39502, 48.52295, 2.74658, 0.48718, 0.06975, 0.00209, 0.00000
2444.00000, 12.96997, 53.55835, 23.19336, 47.91260, 56.30493, 51.72729, 35.55298, 17.39502, 48.52295, 2.74658, 0.48927, 0.06510, -0.00209, 0.00000
