1.00000, 13.12256, 53.86353, 23.34595, 48.06519, 56.45752, 52.03247, 35.85815, 17.54761, 48.67554, 2.74658, 0.48936, 0.48936, -0.48936, -0.48936
294.00000, 12.96997, 53.86353, 23.34595, 48.06519, 56.61011, 52.03247, 35.85815, 17.54761, 48.67554, 2.74658, 0.48936, 0.48936, 0.00000, -0.24468
448.00000, 13.12256, 53.86353, 23.34595, 48.06519, 56.45752, 51.87988, 35.85815, 17.54761, 48.67554, 2.74658, 0.48936, 0.32624, 0.00000, 0.00000
601.00000, 13.12256, 53.86353, 23.34595, 48.06519, 56.61011, 52.03247, 35.85815, 17.54761, 48.67554, 2.74658, 0.48936, 0.24468, 0.00000, 0.00000
755.00000, 13.12256, 53.86353, 23.34595, 48.06519, 56.61011, 52.03247, 35.70557, 17.54761, 48.67554, 2.74658, 0.49145, 0.19616, -0.00209, -0.00042
910.00000, 13.12256, 53.86353, 23.34595, 48.06519, 56.61011, 52.03247, 35.85815, 17.54761, 48.67554, 2.74658, 0.48936, 0.16347, 0.00209, 0.00000
1063.00000, 12.96997, 53.86353, 23.34595, 48.21777, 56.45752, 52.03247, 35.70557, 17.54761, 48.67554, 2.74658, 0.49145, 0.14012, -0.00209, 0.00000
1218.00000, 13.12256, 53.86353, 23.34595, 48.06519, 56.45752, 52.03247, 35.85815, 17.54761, 48.67554, 2.74658, 0.48936, 0.12260, 0.00209, 0.00000
1373.00000, 13.12256, 53.86353, 23.34595, 48.06519, 56.61011, 52.03247, 35.70557, 17.54761, 48.67554, 2.74658, 0.49145, 0.10898, -0.00209, 0.00000
1529.00000, 13.12256, 53.86353, 23.34595, 48.06519, 56.61011, 52.03247, 35.85815, 17.54761, 48.67554, 2.74658, 0.48936, 0.09808, 0.00209, 0.00000
1682.00000, 13.12256, 53.86353, 23.34595, 48.06519, 56.45752, 52.03247, 35.70557, 17.54761, 48.67554, 2.74658, 0.49145, 0.08916, -0.00209, 0.00000
1838.00000, 13.12256, 53.86353, 23.34595, 48.06519, 56.61011, 52.03247, 35.85815, 17.54761, 48.67554, 2.74658, 0.48936, 0.08173, 0.00209, 0.00000
2063.00000, 13.12256, 53.86353, 23.34595, 48.06519, 56.61011, 52.03247, 35.70557, 17.54761, 48.67554, 2.74658, 0.49145, 0.07545, -0.00209, 0.00000
2291.00000, 13.12256, 53.86353, 23.34595, 48.06519, 56.61011, 52.03247, 35.85815, 17.54761, 48.67554, 2.74658, 0.48936, 0.07006, 0.00209, 0.00000
2661.00000, 13.12256, 53.86353, 23.34595, 48.06519, 56.61011, 52.03247, 35.70557, 17.54761, 48.67554, 2.74658, 0.49145, 0.06539, -0.00209, 0.00000
2816.00000, 12.96997, 53.86353, 23.19336, 48.06519, 56.61011, 52.03247, 35.85815, 17.54761, 48.67554, 2.74658, 0.48936, 0.06130, 0.00209, 0.00000
2970.00000, 13.12256, 53.86353, 23.34595, 48.06519, 56.61011, 52.03247, 35.85815, 17.54761, 48.67554, 2.74658, 0.48936, 0.05757, 0.00000, 0.00012
